partner_id,company_id,partner_name,partner_type,service_city_region,joined_at
gocepat_cust_0287,gocepat,Warung Mitra Dagang 287,UMKM,Jabodetabek,2024-11-12
gocepat_cust_0288,gocepat,Warung Batik Cantik 288,Korporasi,Indonesia Timur,2024-02-20
gocepat_cust_0289,gocepat,UD Indah Makmur 289,UMKM,Jawa,2024-08-24
gocepat_cust_0290,gocepat,Toko Bumi Lestari 290,UMKM,Jabodetabek,2024-10-17
gocepat_cust_0291,gocepat,Warung Fashion Lokal 291,UMKM,Sumatera,2024-07-17
gocepat_cust_0292,gocepat,Warung Sumber Rejeki 292,UMKM,Jabodetabek,2024-02-23
gocepat_cust_0293,gocepat,Toko Mitra Dagang 293,Menengah,Sumatera,2024-02-27
gocepat_cust_0294,gocepat,PT Anugerah Prima 294,Menengah,Indonesia Timur,2024-04-03
gocepat_cust_0295,gocepat,Toko Laut Biru 295,Menengah,Jabodetabek,2024-06-11
gocepat_cust_0296,gocepat,Toko Laut Biru 296,UMKM,Jawa,2024-02-20
gocepat_cust_0297,gocepat,Toko Maju Jaya 297,UMKM,Jabodetabek,2024-10-15
gocepat_cust_0298,gocepat,Warung Pangan Sehat 298,UMKM,Jawa,2024-08-24
gocepat_cust_0299,gocepat,Toko Mitra Dagang 299,Korporasi,Jawa,2024-12-04
gocepat_cust_0300,gocepat,PT Karya Bangsa 300,Korporasi,Sumatera,2024-07-07
gocepat_cust_0301,gocepat,Toko Rasa Nusantara 301,Korporasi,Sumatera,2024-03-21
gocepat_cust_0302,gocepat,Toko Citra Sejahtera 302,UMKM,Jabodetabek,2024-06-08
gocepat_cust_0303,gocepat,UD Bumi Lestari 303,Korporasi,Sumatera,2024-10-24
gocepat_cust_0304,gocepat,PT Tekno Rimba 304,UMKM,Jabodetabek,2024-11-11
gocepat_cust_0305,gocepat,Toko Tekno Rimba 305,Korporasi,Sumatera,2024-10-07
gocepat_cust_0306,gocepat,PT Sumber Rejeki 306,Korporasi,Indonesia Timur,2024-04-03
gocepat_cust_0307,gocepat,Toko Tekno Rimba 307,Korporasi,Jawa,2024-07-22
gocepat_cust_0308,gocepat,Toko Batik Cantik 308,Menengah,Indonesia Timur,2024-04-22
gocepat_cust_0309,gocepat,PT Gunung Mas 309,Menengah,Jabodetabek,2024-03-12
gocepat_cust_0310,gocepat,CV Sinar Abadi 310,UMKM,Jawa,2024-04-11
gocepat_cust_0311,gocepat,Toko Pangan Sehat 311,Korporasi,Jabodetabek,2024-10-28
gocepat_cust_0312,gocepat,UD Maju Jaya 312,UMKM,Jabodetabek,2024-09-22
gocepat_cust_0313,gocepat,PT Rasa Nusantara 313,Menengah,Jabodetabek,2024-08-17
gocepat_cust_0314,gocepat,Toko Anugerah Prima 314,Korporasi,Jabodetabek,2024-02-22
gocepat_cust_0315,gocepat,Warung Tekno Rimba 315,Menengah,Sumatera,2024-03-19
gocepat_cust_0316,gocepat,CV Batik Cantik 316,UMKM,Indonesia Timur,2024-02-13
gocepat_cust_0317,gocepat,PT Anugerah Prima 317,Menengah,Jabodetabek,2024-09-21
gocepat_cust_0318,gocepat,Warung Laut Biru 318,Korporasi,Sumatera,2024-03-28
gocepat_cust_0319,gocepat,UD Bumi Lestari 319,Menengah,Jawa,2024-02-20
gocepat_cust_0320,gocepat,PT Batik Cantik 320,UMKM,Indonesia Timur,2024-11-27
gocepat_cust_0321,gocepat,UD Tekno Rimba 321,UMKM,Jawa,2024-03-01
gocepat_cust_0322,gocepat,CV Maju Jaya 322,UMKM,Jawa,2024-12-05
gocepat_cust_0323,gocepat,UD Karya Bangsa 323,Korporasi,Jabodetabek,2024-06-02
gocepat_cust_0324,gocepat,Toko Mitra Dagang 324,Menengah,Jawa,2024-05-26
gocepat_cust_0325,gocepat,UD Bumi Lestari 325,UMKM,Indonesia Timur,2024-07-04
gocepat_cust_0326,gocepat,CV Sumber Rejeki 326,Menengah,Sumatera,2024-03-11
gocepat_cust_0327,gocepat,Warung Karya Bangsa 327,Menengah,Jabodetabek,2024-01-16
gocepat_cust_0328,gocepat,Toko Anugerah Prima 328,Korporasi,Jabodetabek,2024-09-09
gocepat_cust_0329,gocepat,UD Sinar Abadi 329,Menengah,Sumatera,2024-02-03
gocepat_cust_0330,gocepat,Warung Tekno Rimba 330,Menengah,Indonesia Timur,2024-11-21
gocepat_cust_0331,gocepat,PT Citra Sejahtera 331,Korporasi,Indonesia Timur,2024-05-19
gocepat_cust_0332,gocepat,Toko Bumi Lestari 332,UMKM,Sumatera,2024-04-15
gocepat_cust_0333,gocepat,Warung Citra Sejahtera 333,Korporasi,Jabodetabek,2024-04-22
gocepat_cust_0334,gocepat,Toko Indah Makmur 334,Menengah,Jabodetabek,2024-06-18
gocepat_cust_0335,gocepat,Warung Gunung Mas 335,UMKM,Jawa,2024-07-19
gocepat_cust_0336,gocepat,CV Sumber Rejeki 336,UMKM,Jabodetabek,2024-08-24
gocepat_cust_0337,gocepat,Warung Citra Sejahtera 337,UMKM,Sumatera,2024-09-23
gocepat_cust_0338,gocepat,Warung Bumi Lestari 338,Korporasi,Sumatera,2024-10-28
gocepat_cust_0339,gocepat,PT Nusantara Digital 339,Korporasi,Sumatera,2024-01-13
gocepat_cust_0340,gocepat,Warung Laut Biru 340,Korporasi,Jabodetabek,2024-12-26
gocepat_cust_0341,gocepat,PT Tekno Rimba 341,Korporasi,Indonesia Timur,2024-11-05
gocepat_cust_0342,gocepat,UD Citra Sejahtera 342,UMKM,Jawa,2024-10-14
gocepat_cust_0343,gocepat,CV Bumi Lestari 343,Menengah,Jabodetabek,2024-03-13
gocepat_cust_0344,gocepat,Warung Anugerah Prima 344,Korporasi,Jabodetabek,2024-01-08
gocepat_cust_0345,gocepat,UD Batik Cantik 345,Korporasi,Indonesia Timur,2024-02-26
gocepat_cust_0346,gocepat,Toko Karya Bangsa 346,UMKM,Indonesia Timur,2024-02-01
gocepat_cust_0347,gocepat,UD Laut Biru 347,UMKM,Jabodetabek,2024-03-12
gocepat_cust_0348,gocepat,Warung Mitra Dagang 348,UMKM,Indonesia Timur,2024-10-21
gocepat_cust_0349,gocepat,UD Indah Makmur 349,UMKM,Jabodetabek,2024-07-20
gocepat_cust_0350,gocepat,Toko Indah Makmur 350,Korporasi,Indonesia Timur,2024-12-23
gocepat_cust_0351,gocepat,Warung Fashion Lokal 351,Korporasi,Jawa,2024-05-12
gocepat_cust_0352,gocepat,Warung Laut Biru 352,UMKM,Sumatera,2024-11-13
gocepat_cust_0353,gocepat,CV Bumi Lestari 353,UMKM,Indonesia Timur,2024-02-05
gocepat_cust_0354,gocepat,UD Sumber Rejeki 354,Korporasi,Sumatera,2024-06-23
gocepat_cust_0355,gocepat,PT Sumber Rejeki 355,UMKM,Jawa,2024-12-09
gocepat_cust_0356,gocepat,PT Karya Bangsa 356,UMKM,Jawa,2024-02-18
gocepat_cust_0357,gocepat,Toko Pangan Sehat 357,Korporasi,Jawa,2024-05-07
gocepat_cust_0358,gocepat,UD Indah Makmur 358,Menengah,Indonesia Timur,2024-04-10
gocepat_cust_0359,gocepat,Warung Bumi Lestari 359,UMKM,Indonesia Timur,2024-06-01
gocepat_cust_0360,gocepat,Warung Tekno Rimba 360,Menengah,Jawa,2024-09-25
gocepat_cust_0361,gocepat,PT Pangan Sehat 361,Menengah,Indonesia Timur,2024-08-12
gocepat_cust_0362,gocepat,CV Bumi Lestari 362,Menengah,Jawa,2024-06-15
gocepat_cust_0363,gocepat,CV Indah Makmur 363,UMKM,Jabodetabek,2024-12-17
gocepat_cust_0364,gocepat,PT Tekno Rimba 364,UMKM,Jawa,2024-08-01
gocepat_cust_0365,gocepat,Warung Fashion Lokal 365,Menengah,Indonesia Timur,2024-04-21
gocepat_cust_0366,gocepat,UD Karya Bangsa 366,Menengah,Indonesia Timur,2024-05-12
gocepat_cust_0367,gocepat,Toko Maju Jaya 367,Menengah,Sumatera,2024-07-20
gocepat_cust_0368,gocepat,Warung Tekno Rimba 368,UMKM,Indonesia Timur,2024-10-06
gocepat_cust_0369,gocepat,UD Maju Jaya 369,Korporasi,Indonesia Timur,2024-02-07
gocepat_cust_0370,gocepat,CV Fashion Lokal 370,UMKM,Jabodetabek,2024-09-03
gocepat_cust_0371,gocepat,UD Indah Makmur 371,UMKM,Indonesia Timur,2024-09-28
gocepat_cust_0372,gocepat,CV Elektronik Ceria 372,UMKM,Jawa,2024-04-18
gocepat_cust_0373,gocepat,PT Elektronik Ceria 373,Korporasi,Jabodetabek,2024-06-06
gocepat_cust_0374,gocepat,CV Sumber Rejeki 374,UMKM,Indonesia Timur,2024-05-09
gocepat_cust_0375,gocepat,UD Maju Jaya 375,UMKM,Sumatera,2024-05-05
gocepat_cust_0376,gocepat,Toko Citra Sejahtera 376,Menengah,Indonesia Timur,2024-11-09
gocepat_cust_0377,gocepat,Warung Indah Makmur 377,UMKM,Jabodetabek,2024-02-28
gocepat_cust_0378,gocepat,UD Sumber Rejeki 378,UMKM,Jawa,2024-12-12
gocepat_cust_0379,gocepat,CV Citra Sejahtera 379,Menengah,Indonesia Timur,2024-11-24
gocepat_cust_0380,gocepat,PT Fashion Lokal 380,UMKM,Indonesia Timur,2024-03-11
gocepat_cust_0381,gocepat,UD Gunung Mas 381,Korporasi,Indonesia Timur,2024-10-03
gocepat_cust_0382,gocepat,Toko Sinar Abadi 382,Menengah,Jawa,2024-06-19
gocepat_cust_0383,gocepat,UD Elektronik Ceria 383,Korporasi,Jabodetabek,2024-09-10
gocepat_cust_0384,gocepat,UD Nusantara Digital 384,UMKM,Sumatera,2024-09-03
gocepat_cust_0385,gocepat,PT Sumber Rejeki 385,Korporasi,Jabodetabek,2024-12-11
gocepat_cust_0386,gocepat,UD Pangan Sehat 386,UMKM,Sumatera,2024-08-03
gocepat_cust_0387,gocepat,CV Sinar Abadi 387,Menengah,Indonesia Timur,2024-01-27
gocepat_cust_0388,gocepat,PT Indah Makmur 388,UMKM,Sumatera,2024-12-24
gocepat_cust_0389,gocepat,PT Fashion Lokal 389,Korporasi,Sumatera,2024-10-25
gocepat_cust_0390,gocepat,Toko Citra Sejahtera 390,UMKM,Indonesia Timur,2024-08-09
gocepat_cust_0391,gocepat,PT Berkah Mandiri 391,Menengah,Indonesia Timur,2024-04-17
gocepat_cust_0392,gocepat,Warung Berkah Mandiri 392,Korporasi,Sumatera,2024-06-23
gocepat_cust_0393,gocepat,Warung Elektronik Ceria 393,Korporasi,Jabodetabek,2024-07-28
gocepat_cust_0394,gocepat,CV Elektronik Ceria 394,UMKM,Indonesia Timur,2024-08-03
gocepat_cust_0395,gocepat,Warung Fashion Lokal 395,UMKM,Indonesia Timur,2024-01-24
gocepat_cust_0396,gocepat,UD Gunung Mas 396,Menengah,Jabodetabek,2024-05-21
gocepat_cust_0397,gocepat,Toko Nusantara Digital 397,Korporasi,Jabodetabek,2024-05-01
gocepat_cust_0398,gocepat,PT Fashion Lokal 398,Menengah,Sumatera,2024-09-03
gocepat_cust_0399,gocepat,CV Tekno Rimba 399,Menengah,Jawa,2024-03-18
gocepat_cust_0400,gocepat,Toko Sumber Rejeki 400,Menengah,Jawa,2024-10-01
gocepat_cust_0401,gocepat,CV Mitra Dagang 401,Korporasi,Indonesia Timur,2024-05-28
gocepat_cust_0402,gocepat,CV Rumah Nyaman 402,Menengah,Jabodetabek,2024-07-08
gocepat_cust_0403,gocepat,UD Rumah Nyaman 403,Korporasi,Jawa,2024-05-18
gocepat_cust_0404,gocepat,UD Tekno Rimba 404,Korporasi,Sumatera,2024-12-18
gocepat_cust_0405,gocepat,CV Laut Biru 405,Korporasi,Jawa,2024-07-07
gocepat_cust_0406,gocepat,Warung Anugerah Prima 406,Menengah,Jabodetabek,2024-04-10
gocepat_cust_0407,gocepat,Toko Pangan Sehat 407,Korporasi,Jabodetabek,2024-02-19
gocepat_cust_0408,gocepat,CV Sumber Rejeki 408,Menengah,Jawa,2024-03-26
gocepat_cust_0409,gocepat,PT Indah Makmur 409,UMKM,Sumatera,2024-10-18
gocepat_cust_0410,gocepat,CV Sumber Rejeki 410,UMKM,Indonesia Timur,2024-04-05
gocepat_cust_0411,gocepat,CV Tekno Rimba 411,Menengah,Jabodetabek,2024-06-07
gocepat_cust_0412,gocepat,UD Sinar Abadi 412,Korporasi,Jawa,2024-07-15
gocepat_cust_0413,gocepat,PT Nusantara Digital 413,Korporasi,Jawa,2024-10-15
gocepat_cust_0414,gocepat,UD Sinar Abadi 414,UMKM,Sumatera,2024-06-24
gocepat_cust_0415,gocepat,Toko Citra Sejahtera 415,Menengah,Jawa,2024-03-19
gocepat_cust_0416,gocepat,CV Elektronik Ceria 416,Menengah,Indonesia Timur,2024-10-04
gocepat_cust_0417,gocepat,PT Sumber Rejeki 417,Menengah,Jabodetabek,2024-03-08
gocepat_cust_0418,gocepat,Warung Citra Sejahtera 418,Menengah,Jawa,2024-05-06
gocepat_cust_0419,gocepat,PT Anugerah Prima 419,UMKM,Jabodetabek,2024-11-15
gocepat_cust_0420,gocepat,UD Citra Sejahtera 420,UMKM,Jabodetabek,2024-07-28
gocepat_cust_0421,gocepat,UD Sinar Abadi 421,Menengah,Indonesia Timur,2024-04-18
gocepat_cust_0422,gocepat,Warung Citra Sejahtera 422,Korporasi,Indonesia Timur,2024-04-24
gocepat_cust_0423,gocepat,CV Gunung Mas 423,UMKM,Jabodetabek,2024-02-05
gocepat_cust_0424,gocepat,Warung Rasa Nusantara 424,Menengah,Jabodetabek,2024-11-20
gocepat_cust_0425,gocepat,PT Berkah Mandiri 425,UMKM,Jabodetabek,2024-11-03
gocepat_cust_0426,gocepat,CV Gunung Mas 426,Korporasi,Jabodetabek,2024-10-16
gocepat_cust_0427,gocepat,CV Maju Jaya 427,UMKM,Jawa,2024-01-03
gocepat_cust_0428,gocepat,CV Anugerah Prima 428,Korporasi,Jabodetabek,2024-06-07
gocepat_cust_0429,gocepat,Toko Anugerah Prima 429,Menengah,Jawa,2024-06-03
gocepat_cust_0430,gocepat,PT Elektronik Ceria 430,Menengah,Jabodetabek,2024-09-13
gocepat_cust_0431,gocepat,UD Rumah Nyaman 431,Korporasi,Jawa,2024-07-03
gocepat_cust_0432,gocepat,UD Tekno Rimba 432,UMKM,Sumatera,2024-02-11
gocepat_cust_0433,gocepat,PT Pangan Sehat 433,Korporasi,Jabodetabek,2024-12-04
gocepat_cust_0434,gocepat,CV Laut Biru 434,Menengah,Sumatera,2024-01-28
gocepat_cust_0435,gocepat,Toko Gunung Mas 435,Menengah,Jabodetabek,2024-01-18
gocepat_cust_0436,gocepat,Warung Pangan Sehat 436,Menengah,Jabodetabek,2024-10-25
gocepat_cust_0437,gocepat,Warung Karya Bangsa 437,UMKM,Sumatera,2024-03-25
gocepat_cust_0438,gocepat,Toko Bumi Lestari 438,Menengah,Jabodetabek,2024-07-10
gocepat_cust_0439,gocepat,Toko Sinar Abadi 439,Korporasi,Jawa,2024-07-10
gocepat_cust_0440,gocepat,Toko Sumber Rejeki 440,UMKM,Jabodetabek,2024-12-24
gocepat_cust_0441,gocepat,Warung Sinar Abadi 441,Menengah,Jawa,2024-01-11
gocepat_cust_0442,gocepat,PT Fashion Lokal 442,UMKM,Jawa,2024-06-12
gocepat_cust_0443,gocepat,Warung Rumah Nyaman 443,Menengah,Sumatera,2024-11-23
gocepat_cust_0444,gocepat,UD Nusantara Digital 444,Korporasi,Indonesia Timur,2024-11-11
gocepat_cust_0445,gocepat,CV Anugerah Prima 445,Korporasi,Sumatera,2024-05-14
gocepat_cust_0446,gocepat,Toko Sinar Abadi 446,UMKM,Jabodetabek,2024-12-04
gocepat_cust_0447,gocepat,Warung Maju Jaya 447,Menengah,Jawa,2024-03-19
gocepat_cust_0448,gocepat,Toko Nusantara Digital 448,UMKM,Indonesia Timur,2024-10-18
gocepat_cust_0449,gocepat,PT Bumi Lestari 449,Korporasi,Jabodetabek,2024-12-11
gocepat_cust_0450,gocepat,PT Nusantara Digital 450,UMKM,Jawa,2024-12-24
