booking_id,company_id,partner_id,booked_at,booking_status,fare_idr
gocepat_ord_00831,gocepat,gocepat_cust_0060,2025-11-04,cancelled,2639380
gocepat_ord_00872,gocepat,gocepat_cust_0032,2025-11-04,completed,24248169
gocepat_ord_00943,gocepat,gocepat_cust_0242,2025-11-04,completed,14165627
gocepat_ord_00953,gocepat,gocepat_cust_0326,2025-11-04,completed,6284709
gocepat_ord_01023,gocepat,gocepat_cust_0194,2025-11-04,completed,8776362
gocepat_ord_01087,gocepat,gocepat_cust_0273,2025-11-04,completed,20295195
gocepat_ord_01141,gocepat,gocepat_cust_0061,2025-11-04,completed,10910424
gocepat_ord_01144,gocepat,gocepat_cust_0400,2025-11-04,completed,16877654
gocepat_ord_01148,gocepat,gocepat_cust_0127,2025-11-04,completed,5192317
gocepat_ord_00779,gocepat,gocepat_cust_0260,2025-11-05,completed,39862484
gocepat_ord_00813,gocepat,gocepat_cust_0112,2025-11-05,completed,8752369
gocepat_ord_00836,gocepat,gocepat_cust_0030,2025-11-05,completed,19350745
gocepat_ord_00852,gocepat,gocepat_cust_0290,2025-11-05,completed,15053478
gocepat_ord_00905,gocepat,gocepat_cust_0066,2025-11-05,completed,15183189
gocepat_ord_00918,gocepat,gocepat_cust_0171,2025-11-05,completed,6225464
gocepat_ord_00958,gocepat,gocepat_cust_0449,2025-11-05,completed,16793283
gocepat_ord_00990,gocepat,gocepat_cust_0098,2025-11-05,completed,24847922
gocepat_ord_01001,gocepat,gocepat_cust_0393,2025-11-05,completed,13390628
gocepat_ord_01051,gocepat,gocepat_cust_0313,2025-11-05,completed,10771678
gocepat_ord_01071,gocepat,gocepat_cust_0374,2025-11-05,cancelled,1253747
gocepat_ord_01083,gocepat,gocepat_cust_0063,2025-11-05,completed,4263481
gocepat_ord_01134,gocepat,gocepat_cust_0030,2025-11-05,completed,19887760
gocepat_ord_01136,gocepat,gocepat_cust_0339,2025-11-05,completed,23761386
gocepat_ord_01146,gocepat,gocepat_cust_0318,2025-11-05,completed,21676102
gocepat_ord_00789,gocepat,gocepat_cust_0252,2025-11-06,completed,3132434
gocepat_ord_00865,gocepat,gocepat_cust_0378,2025-11-06,cancelled,1879460
gocepat_ord_00909,gocepat,gocepat_cust_0196,2025-11-06,completed,6695314
gocepat_ord_00915,gocepat,gocepat_cust_0196,2025-11-06,completed,20200463
gocepat_ord_00933,gocepat,gocepat_cust_0039,2025-11-06,completed,13382757
gocepat_ord_00940,gocepat,gocepat_cust_0060,2025-11-06,completed,17098732
gocepat_ord_00962,gocepat,gocepat_cust_0336,2025-11-06,completed,13599948
gocepat_ord_00984,gocepat,gocepat_cust_0125,2025-11-06,completed,18627315
gocepat_ord_01049,gocepat,gocepat_cust_0121,2025-11-06,cancelled,43558
gocepat_ord_01090,gocepat,gocepat_cust_0356,2025-11-06,completed,24077373
gocepat_ord_01092,gocepat,gocepat_cust_0311,2025-11-06,completed,11836847
gocepat_ord_00848,gocepat,gocepat_cust_0381,2025-11-07,cancelled,2270403
gocepat_ord_00860,gocepat,gocepat_cust_0015,2025-11-07,completed,25168832
gocepat_ord_00862,gocepat,gocepat_cust_0325,2025-11-07,cancelled,59274
gocepat_ord_00866,gocepat,gocepat_cust_0414,2025-11-07,completed,17634868
gocepat_ord_00873,gocepat,gocepat_cust_0106,2025-11-07,completed,5237550
gocepat_ord_00880,gocepat,gocepat_cust_0089,2025-11-07,completed,43385920
gocepat_ord_00887,gocepat,gocepat_cust_0075,2025-11-07,completed,8109489
gocepat_ord_00908,gocepat,gocepat_cust_0357,2025-11-07,completed,10763601
gocepat_ord_00955,gocepat,gocepat_cust_0033,2025-11-07,completed,5189526
gocepat_ord_01004,gocepat,gocepat_cust_0447,2025-11-07,cancelled,2789114
gocepat_ord_01129,gocepat,gocepat_cust_0219,2025-11-07,completed,6917526
gocepat_ord_00801,gocepat,gocepat_cust_0007,2025-11-08,cancelled,3307552
gocepat_ord_00805,gocepat,gocepat_cust_0176,2025-11-08,completed,7664882
gocepat_ord_00835,gocepat,gocepat_cust_0397,2025-11-08,completed,4919928
gocepat_ord_00847,gocepat,gocepat_cust_0171,2025-11-08,completed,17088801
gocepat_ord_00879,gocepat,gocepat_cust_0344,2025-11-08,cancelled,1590593
gocepat_ord_00936,gocepat,gocepat_cust_0390,2025-11-08,completed,6896952
gocepat_ord_00961,gocepat,gocepat_cust_0196,2025-11-08,completed,28003367
gocepat_ord_00969,gocepat,gocepat_cust_0326,2025-11-08,completed,22554796
gocepat_ord_01018,gocepat,gocepat_cust_0102,2025-11-08,completed,11935976
gocepat_ord_01097,gocepat,gocepat_cust_0286,2025-11-08,completed,16400891
gocepat_ord_01138,gocepat,gocepat_cust_0217,2025-11-08,completed,9682504
gocepat_ord_01139,gocepat,gocepat_cust_0151,2025-11-08,completed,5269382
gocepat_ord_00806,gocepat,gocepat_cust_0216,2025-11-09,cancelled,2007414
gocepat_ord_00814,gocepat,gocepat_cust_0037,2025-11-09,completed,28158262
gocepat_ord_00959,gocepat,gocepat_cust_0157,2025-11-09,cancelled,2570714
gocepat_ord_00972,gocepat,gocepat_cust_0418,2025-11-09,cancelled,1287030
gocepat_ord_00992,gocepat,gocepat_cust_0102,2025-11-09,completed,1545738
gocepat_ord_00994,gocepat,gocepat_cust_0185,2025-11-09,cancelled,4724578
gocepat_ord_01020,gocepat,gocepat_cust_0344,2025-11-09,completed,27309764
gocepat_ord_01026,gocepat,gocepat_cust_0148,2025-11-09,completed,21982153
gocepat_ord_01100,gocepat,gocepat_cust_0053,2025-11-09,completed,6695314
gocepat_ord_01122,gocepat,gocepat_cust_0207,2025-11-09,completed,25276258
gocepat_ord_00817,gocepat,gocepat_cust_0384,2025-11-10,completed,35632507
gocepat_ord_00894,gocepat,gocepat_cust_0054,2025-11-10,completed,885298
gocepat_ord_00904,gocepat,gocepat_cust_0006,2025-11-10,completed,8978157
gocepat_ord_00926,gocepat,gocepat_cust_0091,2025-11-10,completed,2522662
gocepat_ord_00934,gocepat,gocepat_cust_0371,2025-11-10,completed,11928660
gocepat_ord_00945,gocepat,gocepat_cust_0383,2025-11-10,completed,18571491
gocepat_ord_01089,gocepat,gocepat_cust_0035,2025-11-10,completed,1689662
gocepat_ord_01115,gocepat,gocepat_cust_0397,2025-11-10,completed,10396740
gocepat_ord_00802,gocepat,gocepat_cust_0058,2025-11-11,completed,21604740
gocepat_ord_00878,gocepat,gocepat_cust_0088,2025-11-11,completed,7802070
gocepat_ord_00910,gocepat,gocepat_cust_0242,2025-11-11,completed,17634868
gocepat_ord_00939,gocepat,gocepat_cust_0343,2025-11-11,completed,23963106
gocepat_ord_00957,gocepat,gocepat_cust_0001,2025-11-11,completed,14733446
gocepat_ord_00967,gocepat,gocepat_cust_0441,2025-11-11,cancelled,378399
gocepat_ord_01019,gocepat,gocepat_cust_0398,2025-11-11,completed,7336790
gocepat_ord_01028,gocepat,gocepat_cust_0433,2025-11-11,cancelled,3490998
gocepat_ord_01035,gocepat,gocepat_cust_0393,2025-11-11,cancelled,2464723
gocepat_ord_01065,gocepat,gocepat_cust_0204,2025-11-11,completed,10485059
gocepat_ord_01066,gocepat,gocepat_cust_0287,2025-11-11,completed,12952529
gocepat_ord_01070,gocepat,gocepat_cust_0429,2025-11-11,completed,11688766
gocepat_ord_01075,gocepat,gocepat_cust_0145,2025-11-11,completed,2401352
gocepat_ord_01077,gocepat,gocepat_cust_0014,2025-11-11,cancelled,1808141
gocepat_ord_01079,gocepat,gocepat_cust_0198,2025-11-11,cancelled,5046777
gocepat_ord_00784,gocepat,gocepat_cust_0255,2025-11-12,completed,14019848
gocepat_ord_00790,gocepat,gocepat_cust_0380,2025-11-12,cancelled,720406
gocepat_ord_00815,gocepat,gocepat_cust_0116,2025-11-12,completed,11906840
gocepat_ord_00825,gocepat,gocepat_cust_0252,2025-11-12,cancelled,4272585
gocepat_ord_00839,gocepat,gocepat_cust_0312,2025-11-12,completed,33116410
gocepat_ord_00863,gocepat,gocepat_cust_0330,2025-11-12,completed,10183340
gocepat_ord_00864,gocepat,gocepat_cust_0334,2025-11-12,completed,33321476
gocepat_ord_00870,gocepat,gocepat_cust_0061,2025-11-12,completed,14947024
gocepat_ord_01000,gocepat,gocepat_cust_0054,2025-11-12,cancelled,1788341
gocepat_ord_01031,gocepat,gocepat_cust_0113,2025-11-12,completed,790324
gocepat_ord_01080,gocepat,gocepat_cust_0261,2025-11-12,completed,12444757
gocepat_ord_01082,gocepat,gocepat_cust_0307,2025-11-12,completed,7380564
gocepat_ord_01091,gocepat,gocepat_cust_0251,2025-11-12,completed,19631547
gocepat_ord_01114,gocepat,gocepat_cust_0425,2025-11-12,completed,72597
gocepat_ord_01124,gocepat,gocepat_cust_0052,2025-11-12,cancelled,496948
gocepat_ord_00812,gocepat,gocepat_cust_0097,2025-11-13,completed,1048128
gocepat_ord_00820,gocepat,gocepat_cust_0431,2025-11-13,completed,16359940
gocepat_ord_00837,gocepat,gocepat_cust_0049,2025-11-13,completed,7890439
gocepat_ord_00897,gocepat,gocepat_cust_0302,2025-11-13,cancelled,2177622
gocepat_ord_00899,gocepat,gocepat_cust_0093,2025-11-13,cancelled,1470621
gocepat_ord_00902,gocepat,gocepat_cust_0372,2025-11-13,completed,29875896
gocepat_ord_00942,gocepat,gocepat_cust_0075,2025-11-13,completed,15591663
gocepat_ord_00982,gocepat,gocepat_cust_0387,2025-11-13,completed,22409351
gocepat_ord_00986,gocepat,gocepat_cust_0446,2025-11-13,completed,32903396
gocepat_ord_00989,gocepat,gocepat_cust_0179,2025-11-13,completed,15554842
gocepat_ord_01002,gocepat,gocepat_cust_0242,2025-11-13,completed,20675833
gocepat_ord_01005,gocepat,gocepat_cust_0217,2025-11-13,completed,18200188
gocepat_ord_01032,gocepat,gocepat_cust_0107,2025-11-13,completed,13459094
gocepat_ord_01039,gocepat,gocepat_cust_0178,2025-11-13,completed,8488629
gocepat_ord_01044,gocepat,gocepat_cust_0206,2025-11-13,completed,12952594
gocepat_ord_01109,gocepat,gocepat_cust_0400,2025-11-13,cancelled,2581499
gocepat_ord_00795,gocepat,gocepat_cust_0180,2025-11-14,completed,5622040
gocepat_ord_00811,gocepat,gocepat_cust_0382,2025-11-14,completed,34022245
gocepat_ord_00834,gocepat,gocepat_cust_0021,2025-11-14,cancelled,1130916
gocepat_ord_00857,gocepat,gocepat_cust_0167,2025-11-14,completed,6163553
gocepat_ord_00868,gocepat,gocepat_cust_0102,2025-11-14,completed,21018304
gocepat_ord_00997,gocepat,gocepat_cust_0199,2025-11-14,completed,12733810
gocepat_ord_01006,gocepat,gocepat_cust_0421,2025-11-14,completed,24229306
gocepat_ord_01009,gocepat,gocepat_cust_0153,2025-11-14,completed,34196774
gocepat_ord_01030,gocepat,gocepat_cust_0275,2025-11-14,completed,24183326
gocepat_ord_01040,gocepat,gocepat_cust_0421,2025-11-14,completed,14673580
gocepat_ord_01053,gocepat,gocepat_cust_0324,2025-11-14,completed,8797206
gocepat_ord_01107,gocepat,gocepat_cust_0072,2025-11-14,completed,5147084
gocepat_ord_01117,gocepat,gocepat_cust_0036,2025-11-14,completed,4754590
gocepat_ord_01126,gocepat,gocepat_cust_0445,2025-11-14,completed,3268047
gocepat_ord_01135,gocepat,gocepat_cust_0076,2025-11-14,cancelled,1120323
gocepat_ord_01143,gocepat,gocepat_cust_0062,2025-11-14,completed,16544258
gocepat_ord_00822,gocepat,gocepat_cust_0266,2025-11-15,completed,37313560
gocepat_ord_00827,gocepat,gocepat_cust_0124,2025-11-15,cancelled,2685427
gocepat_ord_00845,gocepat,gocepat_cust_0392,2025-11-15,completed,24778277
gocepat_ord_00846,gocepat,gocepat_cust_0180,2025-11-15,completed,10195524
gocepat_ord_00849,gocepat,gocepat_cust_0162,2025-11-15,cancelled,2605239
gocepat_ord_00875,gocepat,gocepat_cust_0218,2025-11-15,completed,17446719
gocepat_ord_00889,gocepat,gocepat_cust_0134,2025-11-15,completed,12532577
gocepat_ord_00911,gocepat,gocepat_cust_0028,2025-11-15,completed,1113717
gocepat_ord_00924,gocepat,gocepat_cust_0339,2025-11-15,completed,2229921
gocepat_ord_00974,gocepat,gocepat_cust_0159,2025-11-15,completed,15903418
gocepat_ord_00977,gocepat,gocepat_cust_0183,2025-11-15,completed,5049836
gocepat_ord_01013,gocepat,gocepat_cust_0032,2025-11-15,completed,5049836
gocepat_ord_01069,gocepat,gocepat_cust_0225,2025-11-15,completed,15487387
gocepat_ord_01113,gocepat,gocepat_cust_0288,2025-11-15,completed,15789719
gocepat_ord_00786,gocepat,gocepat_cust_0225,2025-11-16,completed,790324
gocepat_ord_00829,gocepat,gocepat_cust_0078,2025-11-16,completed,15555693
gocepat_ord_00919,gocepat,gocepat_cust_0146,2025-11-16,completed,17022364
gocepat_ord_00956,gocepat,gocepat_cust_0291,2025-11-16,cancelled,253449
gocepat_ord_01105,gocepat,gocepat_cust_0345,2025-11-16,completed,21733544
gocepat_ord_01131,gocepat,gocepat_cust_0314,2025-11-16,completed,10379052
gocepat_ord_01145,gocepat,gocepat_cust_0420,2025-11-16,completed,24205089
gocepat_ord_00804,gocepat,gocepat_cust_0186,2025-11-17,completed,23290650
gocepat_ord_00830,gocepat,gocepat_cust_0209,2025-11-17,completed,7651163
gocepat_ord_00853,gocepat,gocepat_cust_0139,2025-11-17,completed,7834192
gocepat_ord_00881,gocepat,gocepat_cust_0024,2025-11-17,cancelled,1789423
gocepat_ord_00882,gocepat,gocepat_cust_0162,2025-11-17,completed,20415779
gocepat_ord_00901,gocepat,gocepat_cust_0348,2025-11-17,completed,2992719
gocepat_ord_00947,gocepat,gocepat_cust_0217,2025-11-17,completed,3655665
gocepat_ord_00948,gocepat,gocepat_cust_0303,2025-11-17,completed,28083810
gocepat_ord_00966,gocepat,gocepat_cust_0052,2025-11-17,completed,25860291
gocepat_ord_00971,gocepat,gocepat_cust_0406,2025-11-17,completed,442649
gocepat_ord_00973,gocepat,gocepat_cust_0391,2025-11-17,completed,9484123
gocepat_ord_01021,gocepat,gocepat_cust_0143,2025-11-17,completed,17774523
gocepat_ord_01110,gocepat,gocepat_cust_0065,2025-11-17,completed,17540118
gocepat_ord_00783,gocepat,gocepat_cust_0418,2025-11-18,cancelled,1100519
gocepat_ord_00818,gocepat,gocepat_cust_0346,2025-11-18,completed,12330430
gocepat_ord_00855,gocepat,gocepat_cust_0298,2025-11-18,completed,1113717
gocepat_ord_00912,gocepat,gocepat_cust_0395,2025-11-18,completed,8369984
gocepat_ord_00935,gocepat,gocepat_cust_0325,2025-11-18,completed,2594763
gocepat_ord_00985,gocepat,gocepat_cust_0362,2025-11-18,cancelled,611455
gocepat_ord_01037,gocepat,gocepat_cust_0266,2025-11-18,completed,19809723
gocepat_ord_01038,gocepat,gocepat_cust_0281,2025-11-18,completed,13261992
gocepat_ord_01050,gocepat,gocepat_cust_0036,2025-11-18,completed,7707997
gocepat_ord_01057,gocepat,gocepat_cust_0217,2025-11-18,completed,3132434
gocepat_ord_01119,gocepat,gocepat_cust_0025,2025-11-18,completed,18742566
gocepat_ord_00780,gocepat,gocepat_cust_0311,2025-11-19,cancelled,4353800
gocepat_ord_00793,gocepat,gocepat_cust_0255,2025-11-19,completed,16475564
gocepat_ord_00832,gocepat,gocepat_cust_0305,2025-11-19,completed,25754963
gocepat_ord_00859,gocepat,gocepat_cust_0122,2025-11-19,cancelled,825285
gocepat_ord_00903,gocepat,gocepat_cust_0293,2025-11-19,completed,5049836
gocepat_ord_00946,gocepat,gocepat_cust_0016,2025-11-19,completed,217791
gocepat_ord_00963,gocepat,gocepat_cust_0265,2025-11-19,completed,12492252
gocepat_ord_00964,gocepat,gocepat_cust_0024,2025-11-19,completed,21495665
gocepat_ord_00965,gocepat,gocepat_cust_0440,2025-11-19,completed,1985523
gocepat_ord_01062,gocepat,gocepat_cust_0272,2025-11-19,cancelled,755598
gocepat_ord_01094,gocepat,gocepat_cust_0389,2025-11-19,completed,5549275
gocepat_ord_00821,gocepat,gocepat_cust_0285,2025-11-20,completed,9369189
gocepat_ord_00970,gocepat,gocepat_cust_0225,2025-11-20,completed,8950862
gocepat_ord_00978,gocepat,gocepat_cust_0445,2025-11-20,completed,3689946
gocepat_ord_01012,gocepat,gocepat_cust_0267,2025-11-20,completed,21624709
gocepat_ord_01014,gocepat,gocepat_cust_0126,2025-11-20,completed,13531644
gocepat_ord_01043,gocepat,gocepat_cust_0069,2025-11-20,completed,26036920
gocepat_ord_01073,gocepat,gocepat_cust_0208,2025-11-20,completed,19188162
gocepat_ord_01106,gocepat,gocepat_cust_0411,2025-11-20,completed,21194568
gocepat_ord_01121,gocepat,gocepat_cust_0029,2025-11-20,completed,10396740
gocepat_ord_00891,gocepat,gocepat_cust_0432,2025-11-21,completed,5864804
gocepat_ord_00893,gocepat,gocepat_cust_0243,2025-11-21,cancelled,3975706
gocepat_ord_00906,gocepat,gocepat_cust_0320,2025-11-21,completed,16776009
gocepat_ord_00913,gocepat,gocepat_cust_0440,2025-11-21,completed,21242670
gocepat_ord_00914,gocepat,gocepat_cust_0276,2025-11-21,completed,22378495
gocepat_ord_00937,gocepat,gocepat_cust_0147,2025-11-21,completed,4076364
gocepat_ord_00983,gocepat,gocepat_cust_0384,2025-11-21,completed,16636896
gocepat_ord_01036,gocepat,gocepat_cust_0382,2025-11-21,completed,6857611
gocepat_ord_01063,gocepat,gocepat_cust_0021,2025-11-21,completed,13261992
gocepat_ord_01076,gocepat,gocepat_cust_0011,2025-11-21,completed,21720918
gocepat_ord_01088,gocepat,gocepat_cust_0192,2025-11-21,completed,17103312
gocepat_ord_00867,gocepat,gocepat_cust_0222,2025-11-22,completed,4475431
gocepat_ord_00884,gocepat,gocepat_cust_0395,2025-11-22,completed,8776362
gocepat_ord_00917,gocepat,gocepat_cust_0083,2025-11-22,completed,27172057
gocepat_ord_00923,gocepat,gocepat_cust_0415,2025-11-22,completed,2720243
gocepat_ord_00932,gocepat,gocepat_cust_0449,2025-11-22,completed,10714960
gocepat_ord_01008,gocepat,gocepat_cust_0057,2025-11-22,completed,29503676
gocepat_ord_01029,gocepat,gocepat_cust_0083,2025-11-22,cancelled,5088378
gocepat_ord_01047,gocepat,gocepat_cust_0217,2025-11-22,completed,15828284
gocepat_ord_01074,gocepat,gocepat_cust_0154,2025-11-22,completed,23734434
gocepat_ord_01102,gocepat,gocepat_cust_0108,2025-11-22,completed,20682716
gocepat_ord_01104,gocepat,gocepat_cust_0018,2025-11-22,cancelled,458605
gocepat_ord_01132,gocepat,gocepat_cust_0427,2025-11-22,completed,4076364
gocepat_ord_00842,gocepat,gocepat_cust_0326,2025-11-23,completed,10688486
gocepat_ord_00854,gocepat,gocepat_cust_0067,2025-11-23,cancelled,360203
gocepat_ord_00871,gocepat,gocepat_cust_0189,2025-11-23,completed,22461588
gocepat_ord_00900,gocepat,gocepat_cust_0081,2025-11-23,cancelled,542613
gocepat_ord_00929,gocepat,gocepat_cust_0414,2025-11-23,completed,9946494
gocepat_ord_00949,gocepat,gocepat_cust_0447,2025-11-23,completed,3350225
gocepat_ord_00979,gocepat,gocepat_cust_0139,2025-11-23,completed,1113717
gocepat_ord_01052,gocepat,gocepat_cust_0262,2025-11-23,completed,2522662
gocepat_ord_01081,gocepat,gocepat_cust_0316,2025-11-23,completed,11789235
gocepat_ord_01085,gocepat,gocepat_cust_0276,2025-11-23,cancelled,3193190
gocepat_ord_00803,gocepat,gocepat_cust_0241,2025-11-24,completed,9212461
gocepat_ord_00810,gocepat,gocepat_cust_0403,2025-11-24,completed,15915899
gocepat_ord_00843,gocepat,gocepat_cust_0124,2025-11-24,completed,19508359
gocepat_ord_00858,gocepat,gocepat_cust_0395,2025-11-24,completed,18995545
gocepat_ord_00925,gocepat,gocepat_cust_0258,2025-11-24,cancelled,575013
gocepat_ord_00976,gocepat,gocepat_cust_0340,2025-11-24,completed,23013759
gocepat_ord_01010,gocepat,gocepat_cust_0036,2025-11-24,completed,2522662
gocepat_ord_01027,gocepat,gocepat_cust_0425,2025-11-24,cancelled,1910374
gocepat_ord_01033,gocepat,gocepat_cust_0115,2025-11-24,cancelled,1491017
gocepat_ord_01041,gocepat,gocepat_cust_0200,2025-11-24,completed,8152728
gocepat_ord_00794,gocepat,gocepat_cust_0265,2025-11-25,completed,5237550
gocepat_ord_00840,gocepat,gocepat_cust_0035,2025-11-25,completed,14935139
gocepat_ord_00877,gocepat,gocepat_cust_0315,2025-11-25,cancelled,734049
gocepat_ord_00892,gocepat,gocepat_cust_0390,2025-11-25,completed,37668763
gocepat_ord_00907,gocepat,gocepat_cust_0385,2025-11-25,completed,18060598
gocepat_ord_00928,gocepat,gocepat_cust_0118,2025-11-25,completed,12492252
gocepat_ord_01072,gocepat,gocepat_cust_0298,2025-11-25,completed,8426161
gocepat_ord_01098,gocepat,gocepat_cust_0141,2025-11-25,completed,7336790
gocepat_ord_01111,gocepat,gocepat_cust_0349,2025-11-25,cancelled,2340656
gocepat_ord_01142,gocepat,gocepat_cust_0187,2025-11-25,completed,14066044
gocepat_ord_00776,gocepat,gocepat_cust_0209,2025-11-26,completed,5587482
gocepat_ord_00777,gocepat,gocepat_cust_0349,2025-11-26,cancelled,4567650
gocepat_ord_00785,gocepat,gocepat_cust_0157,2025-11-26,cancelled,550259
gocepat_ord_00807,gocepat,gocepat_cust_0199,2025-11-26,completed,8950862
gocepat_ord_00816,gocepat,gocepat_cust_0203,2025-11-26,completed,9415183
gocepat_ord_00841,gocepat,gocepat_cust_0309,2025-11-26,completed,20954641
gocepat_ord_00941,gocepat,gocepat_cust_0285,2025-11-26,cancelled,1345656
gocepat_ord_00995,gocepat,gocepat_cust_0161,2025-11-26,cancelled,1178449
gocepat_ord_00998,gocepat,gocepat_cust_0054,2025-11-26,completed,21317271
gocepat_ord_01016,gocepat,gocepat_cust_0090,2025-11-26,completed,20502576
gocepat_ord_01022,gocepat,gocepat_cust_0320,2025-11-26,completed,14421582
gocepat_ord_01046,gocepat,gocepat_cust_0228,2025-11-26,completed,9049839
gocepat_ord_01048,gocepat,gocepat_cust_0113,2025-11-26,completed,8377876
gocepat_ord_01061,gocepat,gocepat_cust_0202,2025-11-26,completed,885298
gocepat_ord_01086,gocepat,gocepat_cust_0206,2025-11-26,completed,7829904
gocepat_ord_01096,gocepat,gocepat_cust_0178,2025-11-26,completed,20419161
gocepat_ord_01116,gocepat,gocepat_cust_0379,2025-11-26,completed,6933635
gocepat_ord_01147,gocepat,gocepat_cust_0367,2025-11-26,completed,2983994
gocepat_ord_00798,gocepat,gocepat_cust_0310,2025-11-27,completed,7336790
gocepat_ord_00809,gocepat,gocepat_cust_0354,2025-11-27,completed,5502996
gocepat_ord_00890,gocepat,gocepat_cust_0269,2025-11-27,completed,27444822
gocepat_ord_00916,gocepat,gocepat_cust_0045,2025-11-27,completed,9596204
gocepat_ord_00944,gocepat,gocepat_cust_0005,2025-11-27,completed,14104713
gocepat_ord_00975,gocepat,gocepat_cust_0099,2025-11-27,completed,349376
gocepat_ord_01054,gocepat,gocepat_cust_0016,2025-11-27,completed,10006344
gocepat_ord_01068,gocepat,gocepat_cust_0388,2025-11-27,cancelled,4156333
gocepat_ord_01140,gocepat,gocepat_cust_0223,2025-11-27,cancelled,2751268
gocepat_ord_01149,gocepat,gocepat_cust_0154,2025-11-27,completed,28363305
gocepat_ord_00791,gocepat,gocepat_cust_0112,2025-11-28,cancelled,757475
gocepat_ord_00792,gocepat,gocepat_cust_0114,2025-11-28,completed,10185603
gocepat_ord_00799,gocepat,gocepat_cust_0159,2025-11-28,cancelled,977628
gocepat_ord_00826,gocepat,gocepat_cust_0026,2025-11-28,completed,35001168
gocepat_ord_00856,gocepat,gocepat_cust_0246,2025-11-28,completed,3629033
gocepat_ord_00869,gocepat,gocepat_cust_0257,2025-11-28,completed,13371051
gocepat_ord_00876,gocepat,gocepat_cust_0429,2025-11-28,completed,30375642
gocepat_ord_00883,gocepat,gocepat_cust_0315,2025-11-28,cancelled,2315091
gocepat_ord_00888,gocepat,gocepat_cust_0425,2025-11-28,completed,18174168
gocepat_ord_00896,gocepat,gocepat_cust_0336,2025-11-28,completed,17259713
gocepat_ord_00922,gocepat,gocepat_cust_0446,2025-11-28,completed,18165300
gocepat_ord_00938,gocepat,gocepat_cust_0073,2025-11-28,completed,7764487
gocepat_ord_00954,gocepat,gocepat_cust_0381,2025-11-28,completed,20049072
gocepat_ord_00987,gocepat,gocepat_cust_0151,2025-11-28,completed,2818724
gocepat_ord_00993,gocepat,gocepat_cust_0314,2025-11-28,completed,18030215
gocepat_ord_01007,gocepat,gocepat_cust_0362,2025-11-28,completed,13404776
gocepat_ord_01025,gocepat,gocepat_cust_0271,2025-11-28,cancelled,1100519
gocepat_ord_01078,gocepat,gocepat_cust_0182,2025-11-28,completed,11497323
gocepat_ord_01130,gocepat,gocepat_cust_0240,2025-11-28,completed,22287102
gocepat_ord_00797,gocepat,gocepat_cust_0414,2025-11-29,completed,10821636
gocepat_ord_00800,gocepat,gocepat_cust_0191,2025-11-29,completed,19003898
gocepat_ord_00833,gocepat,gocepat_cust_0449,2025-11-29,completed,25021988
gocepat_ord_00886,gocepat,gocepat_cust_0194,2025-11-29,completed,3341151
gocepat_ord_00951,gocepat,gocepat_cust_0025,2025-11-29,completed,18208558
gocepat_ord_00960,gocepat,gocepat_cust_0041,2025-11-29,completed,26536232
gocepat_ord_00968,gocepat,gocepat_cust_0355,2025-11-29,completed,5864804
gocepat_ord_01003,gocepat,gocepat_cust_0022,2025-11-29,completed,20776078
gocepat_ord_01095,gocepat,gocepat_cust_0020,2025-11-29,cancelled,1342629
gocepat_ord_01103,gocepat,gocepat_cust_0418,2025-11-29,completed,17552724
gocepat_ord_01120,gocepat,gocepat_cust_0180,2025-11-29,completed,13390628
gocepat_ord_01137,gocepat,gocepat_cust_0291,2025-11-29,cancelled,1859357
gocepat_ord_00819,gocepat,gocepat_cust_0370,2025-11-30,completed,72597
gocepat_ord_00823,gocepat,gocepat_cust_0017,2025-11-30,completed,13261992
gocepat_ord_00874,gocepat,gocepat_cust_0381,2025-11-30,completed,19289941
gocepat_ord_00895,gocepat,gocepat_cust_0362,2025-11-30,completed,16179555
gocepat_ord_00921,gocepat,gocepat_cust_0431,2025-11-30,completed,13390381
gocepat_ord_00930,gocepat,gocepat_cust_0279,2025-11-30,completed,3379324
gocepat_ord_00931,gocepat,gocepat_cust_0249,2025-11-30,completed,16471058
gocepat_ord_00952,gocepat,gocepat_cust_0073,2025-11-30,completed,16287606
gocepat_ord_00988,gocepat,gocepat_cust_0240,2025-11-30,completed,13382757
gocepat_ord_01011,gocepat,gocepat_cust_0098,2025-11-30,completed,18581706
gocepat_ord_01017,gocepat,gocepat_cust_0304,2025-11-30,cancelled,2109907
gocepat_ord_01058,gocepat,gocepat_cust_0011,2025-11-30,cancelled,2161606
gocepat_ord_01059,gocepat,gocepat_cust_0183,2025-11-30,cancelled,5114201
gocepat_ord_01108,gocepat,gocepat_cust_0282,2025-11-30,completed,395162
gocepat_ord_01133,gocepat,gocepat_cust_0217,2025-11-30,completed,24327413
gocepat_ord_01165,gocepat,gocepat_cust_0332,2025-12-01,cancelled,2968890
gocepat_ord_01184,gocepat,gocepat_cust_0172,2025-12-01,completed,5985438
gocepat_ord_01228,gocepat,gocepat_cust_0231,2025-12-01,completed,15010576
gocepat_ord_01254,gocepat,gocepat_cust_0029,2025-12-01,completed,11906840
gocepat_ord_01260,gocepat,gocepat_cust_0055,2025-12-01,completed,13226151
gocepat_ord_01392,gocepat,gocepat_cust_0119,2025-12-01,completed,442649
gocepat_ord_01427,gocepat,gocepat_cust_0003,2025-12-01,completed,33627174
gocepat_ord_01488,gocepat,gocepat_cust_0105,2025-12-01,completed,11428299
