leg_id,company_id,booking_id,service_id,qty,fare_component_idr
gocepat_item_02766,gocepat,gocepat_ord_01392,gocepat_prod_0005,1,442649
gocepat_item_02767,gocepat,gocepat_ord_01393,gocepat_prod_0010,1,197581
gocepat_item_02768,gocepat,gocepat_ord_01394,gocepat_prod_0010,1,197581
gocepat_item_02769,gocepat,gocepat_ord_01394,gocepat_prod_0034,3,217791
gocepat_item_02770,gocepat,gocepat_ord_01395,gocepat_prod_0036,1,2992719
gocepat_item_02771,gocepat,gocepat_ord_01395,gocepat_prod_0015,3,8797206
gocepat_item_02772,gocepat,gocepat_ord_01395,gocepat_prod_0031,1,1200676
gocepat_item_02773,gocepat,gocepat_ord_01396,gocepat_prod_0018,1,497325
gocepat_item_02774,gocepat,gocepat_ord_01397,gocepat_prod_0028,2,5237550
gocepat_item_02775,gocepat,gocepat_ord_01398,gocepat_prod_0033,3,1834364
gocepat_item_02776,gocepat,gocepat_ord_01398,gocepat_prod_0015,2,879721
gocepat_item_02777,gocepat,gocepat_ord_01399,gocepat_prod_0025,3,7567986
gocepat_item_02778,gocepat,gocepat_ord_01399,gocepat_prod_0002,4,13390628
gocepat_item_02779,gocepat,gocepat_ord_01399,gocepat_prod_0016,4,15274888
gocepat_item_02780,gocepat,gocepat_ord_01400,gocepat_prod_0039,1,3832441
gocepat_item_02781,gocepat,gocepat_ord_01400,gocepat_prod_0006,3,12323616
gocepat_item_02782,gocepat,gocepat_ord_01401,gocepat_prod_0035,1,4475431
gocepat_item_02783,gocepat,gocepat_ord_01401,gocepat_prod_0002,2,6695314
gocepat_item_02784,gocepat,gocepat_ord_01402,gocepat_prod_0017,4,14066044
gocepat_item_02785,gocepat,gocepat_ord_01403,gocepat_prod_0027,3,13382757
gocepat_item_02786,gocepat,gocepat_ord_01404,gocepat_prod_0030,3,6496080
gocepat_item_02787,gocepat,gocepat_ord_01405,gocepat_prod_0015,2,5864804
gocepat_item_02788,gocepat,gocepat_ord_01406,gocepat_prod_0011,4,13072188
gocepat_item_02789,gocepat,gocepat_ord_01406,gocepat_prod_0036,3,8978157
gocepat_item_02790,gocepat,gocepat_ord_01406,gocepat_prod_0009,2,3379324
gocepat_item_02791,gocepat,gocepat_ord_01407,gocepat_prod_0032,4,1556858
gocepat_item_02792,gocepat,gocepat_ord_01407,gocepat_prod_0036,1,448908
gocepat_item_02793,gocepat,gocepat_ord_01407,gocepat_prod_0010,4,118549
gocepat_item_02794,gocepat,gocepat_ord_01408,gocepat_prod_0010,2,59274
gocepat_item_02795,gocepat,gocepat_ord_01409,gocepat_prod_0014,4,15333680
gocepat_item_02796,gocepat,gocepat_ord_01409,gocepat_prod_0018,3,9946494
gocepat_item_02797,gocepat,gocepat_ord_01409,gocepat_prod_0016,3,11456166
gocepat_item_02798,gocepat,gocepat_ord_01410,gocepat_prod_0009,4,6758648
gocepat_item_02799,gocepat,gocepat_ord_01411,gocepat_prod_0008,3,3341151
gocepat_item_02800,gocepat,gocepat_ord_01411,gocepat_prod_0005,2,885298
gocepat_item_02801,gocepat,gocepat_ord_01412,gocepat_prod_0036,2,897816
gocepat_item_02802,gocepat,gocepat_ord_01412,gocepat_prod_0038,2,719715
gocepat_item_02803,gocepat,gocepat_ord_01413,gocepat_prod_0033,1,4076364
gocepat_item_02804,gocepat,gocepat_ord_01413,gocepat_prod_0032,4,10379052
gocepat_item_02805,gocepat,gocepat_ord_01413,gocepat_prod_0024,4,17634868
gocepat_item_02806,gocepat,gocepat_ord_01414,gocepat_prod_0037,1,378738
gocepat_item_02807,gocepat,gocepat_ord_01414,gocepat_prod_0002,3,1506446
gocepat_item_02808,gocepat,gocepat_ord_01414,gocepat_prod_0003,4,737989
gocepat_item_02809,gocepat,gocepat_ord_01415,gocepat_prod_0039,3,11497323
gocepat_item_02810,gocepat,gocepat_ord_01415,gocepat_prod_0040,2,8776362
gocepat_item_02811,gocepat,gocepat_ord_01415,gocepat_prod_0001,4,4874220
gocepat_item_02812,gocepat,gocepat_ord_01416,gocepat_prod_0028,3,7856325
gocepat_item_02813,gocepat,gocepat_ord_01416,gocepat_prod_0006,1,4107872
gocepat_item_02814,gocepat,gocepat_ord_01417,gocepat_prod_0010,3,592743
gocepat_item_02815,gocepat,gocepat_ord_01417,gocepat_prod_0035,2,8950862
gocepat_item_02816,gocepat,gocepat_ord_01417,gocepat_prod_0032,2,5189526
gocepat_item_02817,gocepat,gocepat_ord_01418,gocepat_prod_0020,2,8197352
gocepat_item_02818,gocepat,gocepat_ord_01418,gocepat_prod_0030,2,4330720
gocepat_item_02819,gocepat,gocepat_ord_01418,gocepat_prod_0007,3,6689763
gocepat_item_02820,gocepat,gocepat_ord_01419,gocepat_prod_0007,1,2229921
gocepat_item_02821,gocepat,gocepat_ord_01420,gocepat_prod_0024,1,4408717
gocepat_item_02822,gocepat,gocepat_ord_01421,gocepat_prod_0005,4,1770596
gocepat_item_02823,gocepat,gocepat_ord_01422,gocepat_prod_0029,1,468459
gocepat_item_02824,gocepat,gocepat_ord_01422,gocepat_prod_0022,2,386031
gocepat_item_02825,gocepat,gocepat_ord_01423,gocepat_prod_0007,3,6689763
gocepat_item_02826,gocepat,gocepat_ord_01423,gocepat_prod_0004,3,11005185
gocepat_item_02827,gocepat,gocepat_ord_01423,gocepat_prod_0004,3,11005185
gocepat_item_02828,gocepat,gocepat_ord_01424,gocepat_prod_0028,2,5237550
gocepat_item_02829,gocepat,gocepat_ord_01424,gocepat_prod_0017,1,3516511
gocepat_item_02830,gocepat,gocepat_ord_01424,gocepat_prod_0035,3,13426293
gocepat_item_02831,gocepat,gocepat_ord_01425,gocepat_prod_0009,1,1689662
gocepat_item_02832,gocepat,gocepat_ord_01425,gocepat_prod_0018,2,6630996
gocepat_item_02833,gocepat,gocepat_ord_01426,gocepat_prod_0033,4,16305456
gocepat_item_02834,gocepat,gocepat_ord_01426,gocepat_prod_0021,3,8951982
gocepat_item_02835,gocepat,gocepat_ord_01427,gocepat_prod_0035,3,13426293
gocepat_item_02836,gocepat,gocepat_ord_01427,gocepat_prod_0019,3,10396740
gocepat_item_02837,gocepat,gocepat_ord_01427,gocepat_prod_0011,3,9804141
gocepat_item_02838,gocepat,gocepat_ord_01428,gocepat_prod_0009,4,6758648
gocepat_item_02839,gocepat,gocepat_ord_01428,gocepat_prod_0020,3,12296028
gocepat_item_02840,gocepat,gocepat_ord_01428,gocepat_prod_0009,3,5068986
gocepat_item_02841,gocepat,gocepat_ord_01429,gocepat_prod_0030,4,8661440
gocepat_item_02842,gocepat,gocepat_ord_01429,gocepat_prod_0026,3,8930130
gocepat_item_02843,gocepat,gocepat_ord_01430,gocepat_prod_0037,3,7574754
gocepat_item_02844,gocepat,gocepat_ord_01430,gocepat_prod_0035,1,4475431
gocepat_item_02845,gocepat,gocepat_ord_01430,gocepat_prod_0040,1,4388181
gocepat_item_02846,gocepat,gocepat_ord_01431,gocepat_prod_0023,2,698752
gocepat_item_02847,gocepat,gocepat_ord_01432,gocepat_prod_0021,2,5967988
gocepat_item_02848,gocepat,gocepat_ord_01432,gocepat_prod_0015,2,5864804
gocepat_item_02849,gocepat,gocepat_ord_01433,gocepat_prod_0033,2,8152728
gocepat_item_02850,gocepat,gocepat_ord_01433,gocepat_prod_0030,3,6496080
gocepat_item_02851,gocepat,gocepat_ord_01434,gocepat_prod_0007,4,8919684
gocepat_item_02852,gocepat,gocepat_ord_01434,gocepat_prod_0030,4,8661440
gocepat_item_02853,gocepat,gocepat_ord_01435,gocepat_prod_0020,4,16394704
gocepat_item_02854,gocepat,gocepat_ord_01435,gocepat_prod_0007,1,2229921
gocepat_item_02855,gocepat,gocepat_ord_01436,gocepat_prod_0022,2,2573542
gocepat_item_02856,gocepat,gocepat_ord_01437,gocepat_prod_0004,3,1650778
gocepat_item_02857,gocepat,gocepat_ord_01438,gocepat_prod_0009,1,253449
gocepat_item_02858,gocepat,gocepat_ord_01438,gocepat_prod_0002,1,502149
gocepat_item_02859,gocepat,gocepat_ord_01439,gocepat_prod_0037,3,1136213
gocepat_item_02860,gocepat,gocepat_ord_01440,gocepat_prod_0036,3,8978157
gocepat_item_02861,gocepat,gocepat_ord_01440,gocepat_prod_0014,3,11500260
gocepat_item_02862,gocepat,gocepat_ord_01440,gocepat_prod_0009,1,1689662
gocepat_item_02863,gocepat,gocepat_ord_01441,gocepat_prod_0005,1,442649
gocepat_item_02864,gocepat,gocepat_ord_01442,gocepat_prod_0035,1,4475431
gocepat_item_02865,gocepat,gocepat_ord_01442,gocepat_prod_0014,3,11500260
gocepat_item_02866,gocepat,gocepat_ord_01442,gocepat_prod_0040,2,8776362
gocepat_item_02867,gocepat,gocepat_ord_01443,gocepat_prod_0032,4,1556858
gocepat_item_02868,gocepat,gocepat_ord_01443,gocepat_prod_0026,1,446507
gocepat_item_02869,gocepat,gocepat_ord_01443,gocepat_prod_0010,1,29637
gocepat_item_02870,gocepat,gocepat_ord_01444,gocepat_prod_0013,2,4979212
gocepat_item_02871,gocepat,gocepat_ord_01444,gocepat_prod_0021,1,2983994
gocepat_item_02872,gocepat,gocepat_ord_01444,gocepat_prod_0025,2,5045324
gocepat_item_02873,gocepat,gocepat_ord_01445,gocepat_prod_0024,4,17634868
gocepat_item_02874,gocepat,gocepat_ord_01445,gocepat_prod_0022,2,2573542
gocepat_item_02875,gocepat,gocepat_ord_01446,gocepat_prod_0038,3,7197153
gocepat_item_02876,gocepat,gocepat_ord_01446,gocepat_prod_0034,3,217791
gocepat_item_02877,gocepat,gocepat_ord_01447,gocepat_prod_0033,2,8152728
gocepat_item_02878,gocepat,gocepat_ord_01447,gocepat_prod_0029,3,9369189
gocepat_item_02879,gocepat,gocepat_ord_01448,gocepat_prod_0038,3,7197153
gocepat_item_02880,gocepat,gocepat_ord_01449,gocepat_prod_0009,4,6758648
gocepat_item_02881,gocepat,gocepat_ord_01450,gocepat_prod_0005,4,1770596
gocepat_item_02882,gocepat,gocepat_ord_01450,gocepat_prod_0009,1,1689662
gocepat_item_02883,gocepat,gocepat_ord_01451,gocepat_prod_0039,4,15329764
gocepat_item_02884,gocepat,gocepat_ord_01452,gocepat_prod_0004,4,14673580
gocepat_item_02885,gocepat,gocepat_ord_01453,gocepat_prod_0025,4,10090648
gocepat_item_02886,gocepat,gocepat_ord_01453,gocepat_prod_0025,4,10090648
gocepat_item_02887,gocepat,gocepat_ord_01454,gocepat_prod_0017,4,14066044
gocepat_item_02888,gocepat,gocepat_ord_01454,gocepat_prod_0039,2,7664882
gocepat_item_02889,gocepat,gocepat_ord_01454,gocepat_prod_0038,4,9596204
gocepat_item_02890,gocepat,gocepat_ord_01455,gocepat_prod_0011,4,13072188
gocepat_item_02891,gocepat,gocepat_ord_01455,gocepat_prod_0034,3,217791
gocepat_item_02892,gocepat,gocepat_ord_01455,gocepat_prod_0015,1,2932402
gocepat_item_02893,gocepat,gocepat_ord_01456,gocepat_prod_0009,1,1689662
gocepat_item_02894,gocepat,gocepat_ord_01456,gocepat_prod_0010,1,197581
gocepat_item_02895,gocepat,gocepat_ord_01457,gocepat_prod_0028,4,10475100
gocepat_item_02896,gocepat,gocepat_ord_01458,gocepat_prod_0025,4,10090648
gocepat_item_02897,gocepat,gocepat_ord_01458,gocepat_prod_0019,1,3465580
gocepat_item_02898,gocepat,gocepat_ord_01459,gocepat_prod_0006,3,12323616
gocepat_item_02899,gocepat,gocepat_ord_01459,gocepat_prod_0005,4,1770596
gocepat_item_02900,gocepat,gocepat_ord_01460,gocepat_prod_0037,3,7574754
gocepat_item_02901,gocepat,gocepat_ord_01460,gocepat_prod_0029,3,9369189
gocepat_item_02902,gocepat,gocepat_ord_01460,gocepat_prod_0035,3,13426293
gocepat_item_02903,gocepat,gocepat_ord_01461,gocepat_prod_0034,4,290388
gocepat_item_02904,gocepat,gocepat_ord_01461,gocepat_prod_0030,4,8661440
gocepat_item_02905,gocepat,gocepat_ord_01461,gocepat_prod_0037,2,5049836
gocepat_item_02906,gocepat,gocepat_ord_01462,gocepat_prod_0018,3,9946494
gocepat_item_02907,gocepat,gocepat_ord_01462,gocepat_prod_0006,4,16431488
gocepat_item_02908,gocepat,gocepat_ord_01463,gocepat_prod_0009,1,1689662
gocepat_item_02909,gocepat,gocepat_ord_01463,gocepat_prod_0036,1,2992719
gocepat_item_02910,gocepat,gocepat_ord_01463,gocepat_prod_0035,2,8950862
gocepat_item_02911,gocepat,gocepat_ord_01464,gocepat_prod_0021,1,2983994
gocepat_item_02912,gocepat,gocepat_ord_01464,gocepat_prod_0014,1,3833420
gocepat_item_02913,gocepat,gocepat_ord_01464,gocepat_prod_0034,2,145194
gocepat_item_02914,gocepat,gocepat_ord_01465,gocepat_prod_0040,4,17552724
gocepat_item_02915,gocepat,gocepat_ord_01465,gocepat_prod_0027,4,17843676
gocepat_item_02916,gocepat,gocepat_ord_01466,gocepat_prod_0040,3,13164543
gocepat_item_02917,gocepat,gocepat_ord_01467,gocepat_prod_0038,3,1079573
gocepat_item_02918,gocepat,gocepat_ord_01467,gocepat_prod_0030,2,649608
gocepat_item_02919,gocepat,gocepat_ord_01467,gocepat_prod_0018,4,1989299
gocepat_item_02920,gocepat,gocepat_ord_01468,gocepat_prod_0038,1,359858
gocepat_item_02921,gocepat,gocepat_ord_01469,gocepat_prod_0012,1,3132434
gocepat_item_02922,gocepat,gocepat_ord_01469,gocepat_prod_0011,3,9804141
gocepat_item_02923,gocepat,gocepat_ord_01470,gocepat_prod_0039,3,11497323
gocepat_item_02924,gocepat,gocepat_ord_01470,gocepat_prod_0006,3,12323616
gocepat_item_02925,gocepat,gocepat_ord_01470,gocepat_prod_0004,2,7336790
gocepat_item_02926,gocepat,gocepat_ord_01471,gocepat_prod_0014,4,15333680
gocepat_item_02927,gocepat,gocepat_ord_01471,gocepat_prod_0037,3,7574754
gocepat_item_02928,gocepat,gocepat_ord_01471,gocepat_prod_0011,2,6536094
gocepat_item_02929,gocepat,gocepat_ord_01472,gocepat_prod_0022,4,772063
gocepat_item_02930,gocepat,gocepat_ord_01472,gocepat_prod_0012,2,939730
gocepat_item_02931,gocepat,gocepat_ord_01473,gocepat_prod_0025,3,7567986
gocepat_item_02932,gocepat,gocepat_ord_01474,gocepat_prod_0020,1,4098676
gocepat_item_02933,gocepat,gocepat_ord_01475,gocepat_prod_0011,1,3268047
gocepat_item_02934,gocepat,gocepat_ord_01475,gocepat_prod_0033,3,12229092
gocepat_item_02935,gocepat,gocepat_ord_01476,gocepat_prod_0037,2,5049836
gocepat_item_02936,gocepat,gocepat_ord_01476,gocepat_prod_0039,1,3832441
gocepat_item_02937,gocepat,gocepat_ord_01476,gocepat_prod_0021,4,11935976
gocepat_item_02938,gocepat,gocepat_ord_01477,gocepat_prod_0017,3,10549533
gocepat_item_02939,gocepat,gocepat_ord_01478,gocepat_prod_0013,2,4979212
gocepat_item_02940,gocepat,gocepat_ord_01478,gocepat_prod_0035,1,4475431
gocepat_item_02941,gocepat,gocepat_ord_01479,gocepat_prod_0003,4,737989
gocepat_item_02942,gocepat,gocepat_ord_01479,gocepat_prod_0015,2,879721
gocepat_item_02943,gocepat,gocepat_ord_01479,gocepat_prod_0031,4,720406
gocepat_item_02944,gocepat,gocepat_ord_01480,gocepat_prod_0030,4,8661440
gocepat_item_02945,gocepat,gocepat_ord_01481,gocepat_prod_0019,3,10396740
gocepat_item_02946,gocepat,gocepat_ord_01481,gocepat_prod_0025,1,2522662
gocepat_item_02947,gocepat,gocepat_ord_01482,gocepat_prod_0003,1,1229982
gocepat_item_02948,gocepat,gocepat_ord_01483,gocepat_prod_0022,1,1286771
gocepat_item_02949,gocepat,gocepat_ord_01483,gocepat_prod_0030,2,4330720
gocepat_item_02950,gocepat,gocepat_ord_01483,gocepat_prod_0004,4,14673580
gocepat_item_02951,gocepat,gocepat_ord_01484,gocepat_prod_0009,4,6758648
gocepat_item_02952,gocepat,gocepat_ord_01484,gocepat_prod_0018,4,13261992
gocepat_item_02953,gocepat,gocepat_ord_01485,gocepat_prod_0009,1,1689662
gocepat_item_02954,gocepat,gocepat_ord_01486,gocepat_prod_0023,4,1397504
gocepat_item_02955,gocepat,gocepat_ord_01486,gocepat_prod_0035,2,8950862
gocepat_item_02956,gocepat,gocepat_ord_01487,gocepat_prod_0006,2,8215744
gocepat_item_02957,gocepat,gocepat_ord_01487,gocepat_prod_0013,1,2489606
gocepat_item_02958,gocepat,gocepat_ord_01487,gocepat_prod_0022,4,5147084
gocepat_item_02959,gocepat,gocepat_ord_01488,gocepat_prod_0025,3,7567986
gocepat_item_02960,gocepat,gocepat_ord_01488,gocepat_prod_0022,3,3860313
gocepat_item_02961,gocepat,gocepat_ord_01489,gocepat_prod_0030,3,6496080
gocepat_item_02962,gocepat,gocepat_ord_01489,gocepat_prod_0040,4,17552724
gocepat_item_02963,gocepat,gocepat_ord_01489,gocepat_prod_0032,2,5189526
gocepat_item_02964,gocepat,gocepat_ord_01490,gocepat_prod_0027,4,17843676
gocepat_item_02965,gocepat,gocepat_ord_01490,gocepat_prod_0025,2,5045324
gocepat_item_02966,gocepat,gocepat_ord_01491,gocepat_prod_0001,4,4874220
gocepat_item_02967,gocepat,gocepat_ord_01491,gocepat_prod_0015,2,5864804
gocepat_item_02968,gocepat,gocepat_ord_01491,gocepat_prod_0019,4,13862320
gocepat_item_02969,gocepat,gocepat_ord_01492,gocepat_prod_0021,2,895198
gocepat_item_02970,gocepat,gocepat_ord_01492,gocepat_prod_0024,2,1322615
gocepat_item_02971,gocepat,gocepat_ord_01492,gocepat_prod_0011,3,1470621
gocepat_item_02972,gocepat,gocepat_ord_01493,gocepat_prod_0038,4,9596204
gocepat_item_02973,gocepat,gocepat_ord_01494,gocepat_prod_0027,2,8921838
gocepat_item_02974,gocepat,gocepat_ord_01495,gocepat_prod_0028,2,5237550
gocepat_item_02975,gocepat,gocepat_ord_01495,gocepat_prod_0006,2,8215744
gocepat_item_02976,gocepat,gocepat_ord_01496,gocepat_prod_0038,1,2399051
gocepat_item_02977,gocepat,gocepat_ord_01496,gocepat_prod_0040,3,13164543
gocepat_item_02978,gocepat,gocepat_ord_01497,gocepat_prod_0032,4,10379052
gocepat_item_02979,gocepat,gocepat_ord_01498,gocepat_prod_0001,3,3655665
gocepat_item_02980,gocepat,gocepat_ord_01499,gocepat_prod_0002,3,10042971
gocepat_item_02981,gocepat,gocepat_ord_01499,gocepat_prod_0016,2,7637444
gocepat_item_02982,gocepat,gocepat_ord_01499,gocepat_prod_0031,4,4802704
gocepat_item_02983,gocepat,gocepat_ord_01500,gocepat_prod_0021,4,11935976
gocepat_item_02984,gocepat,gocepat_ord_01501,gocepat_prod_0036,3,8978157
gocepat_item_02985,gocepat,gocepat_ord_01501,gocepat_prod_0032,3,7784289
gocepat_item_02986,gocepat,gocepat_ord_01502,gocepat_prod_0014,1,3833420
gocepat_item_02987,gocepat,gocepat_ord_01502,gocepat_prod_0001,2,2437110
gocepat_item_02988,gocepat,gocepat_ord_01503,gocepat_prod_0039,2,1149732
gocepat_item_02989,gocepat,gocepat_ord_01504,gocepat_prod_0028,3,1178449
gocepat_item_02990,gocepat,gocepat_ord_01504,gocepat_prod_0033,2,1222909
gocepat_item_02991,gocepat,gocepat_ord_01505,gocepat_prod_0012,1,3132434
gocepat_item_02992,gocepat,gocepat_ord_01505,gocepat_prod_0020,4,16394704
gocepat_item_02993,gocepat,gocepat_ord_01506,gocepat_prod_0011,4,13072188
gocepat_item_02994,gocepat,gocepat_ord_01506,gocepat_prod_0015,3,8797206
gocepat_item_02995,gocepat,gocepat_ord_01507,gocepat_prod_0039,1,3832441
gocepat_item_02996,gocepat,gocepat_ord_01507,gocepat_prod_0029,2,6246126
gocepat_item_02997,gocepat,gocepat_ord_01507,gocepat_prod_0027,4,17843676
gocepat_item_02998,gocepat,gocepat_ord_01508,gocepat_prod_0034,3,217791
gocepat_item_02999,gocepat,gocepat_ord_01509,gocepat_prod_0012,1,3132434
gocepat_item_03000,gocepat,gocepat_ord_01509,gocepat_prod_0036,3,8978157
gocepat_item_03001,gocepat,gocepat_ord_01509,gocepat_prod_0031,1,1200676
gocepat_item_03002,gocepat,gocepat_ord_01510,gocepat_prod_0006,3,12323616
gocepat_item_03003,gocepat,gocepat_ord_01511,gocepat_prod_0037,1,2524918
gocepat_item_03004,gocepat,gocepat_ord_01511,gocepat_prod_0018,3,9946494
gocepat_item_03005,gocepat,gocepat_ord_01512,gocepat_prod_0035,2,1342629
gocepat_item_03006,gocepat,gocepat_ord_01513,gocepat_prod_0011,4,13072188
gocepat_item_03007,gocepat,gocepat_ord_01513,gocepat_prod_0008,1,1113717
gocepat_item_03008,gocepat,gocepat_ord_01514,gocepat_prod_0002,4,13390628
gocepat_item_03009,gocepat,gocepat_ord_01514,gocepat_prod_0019,4,13862320
gocepat_item_03010,gocepat,gocepat_ord_01514,gocepat_prod_0016,1,3818722
gocepat_item_03011,gocepat,gocepat_ord_01515,gocepat_prod_0035,4,17901724
gocepat_item_03012,gocepat,gocepat_ord_01515,gocepat_prod_0012,4,12529736
gocepat_item_03013,gocepat,gocepat_ord_01516,gocepat_prod_0004,4,2201037
gocepat_item_03014,gocepat,gocepat_ord_01516,gocepat_prod_0010,1,29637
gocepat_item_03015,gocepat,gocepat_ord_01517,gocepat_prod_0039,2,7664882
gocepat_item_03016,gocepat,gocepat_ord_01518,gocepat_prod_0011,4,1960828
gocepat_item_03017,gocepat,gocepat_ord_01518,gocepat_prod_0004,1,550259
gocepat_item_03018,gocepat,gocepat_ord_01518,gocepat_prod_0031,3,540304
gocepat_item_03019,gocepat,gocepat_ord_01519,gocepat_prod_0030,2,4330720
gocepat_item_03020,gocepat,gocepat_ord_01519,gocepat_prod_0040,2,8776362
gocepat_item_03021,gocepat,gocepat_ord_01519,gocepat_prod_0005,2,885298
gocepat_item_03022,gocepat,gocepat_ord_01520,gocepat_prod_0037,4,10099672
gocepat_item_03023,gocepat,gocepat_ord_01521,gocepat_prod_0015,4,11729608
gocepat_item_03024,gocepat,gocepat_ord_01521,gocepat_prod_0028,1,2618775
gocepat_item_03025,gocepat,gocepat_ord_01521,gocepat_prod_0035,2,8950862
gocepat_item_03026,gocepat,gocepat_ord_01522,gocepat_prod_0027,3,13382757
gocepat_item_03027,gocepat,gocepat_ord_01523,gocepat_prod_0037,3,7574754
gocepat_item_03028,gocepat,gocepat_ord_01524,gocepat_prod_0025,2,5045324
gocepat_item_03029,gocepat,gocepat_ord_01524,gocepat_prod_0015,2,5864804
gocepat_item_03030,gocepat,gocepat_ord_01525,gocepat_prod_0019,2,6931160
gocepat_item_03031,gocepat,gocepat_ord_01526,gocepat_prod_0012,3,9397302
gocepat_item_03032,gocepat,gocepat_ord_01527,gocepat_prod_0029,1,3123063
gocepat_item_03033,gocepat,gocepat_ord_01527,gocepat_prod_0023,1,349376
gocepat_item_03034,gocepat,gocepat_ord_01527,gocepat_prod_0016,1,3818722
gocepat_item_03035,gocepat,gocepat_ord_01528,gocepat_prod_0003,4,4919928
gocepat_item_03036,gocepat,gocepat_ord_01528,gocepat_prod_0025,1,2522662
gocepat_item_03037,gocepat,gocepat_ord_01529,gocepat_prod_0008,1,167058
gocepat_item_03038,gocepat,gocepat_ord_01529,gocepat_prod_0026,4,1786026
gocepat_item_03039,gocepat,gocepat_ord_01530,gocepat_prod_0035,4,17901724
gocepat_item_03040,gocepat,gocepat_ord_01530,gocepat_prod_0038,4,9596204
gocepat_item_03041,gocepat,gocepat_ord_01530,gocepat_prod_0037,4,10099672
gocepat_item_03042,gocepat,gocepat_ord_01531,gocepat_prod_0010,4,118549
gocepat_item_03043,gocepat,gocepat_ord_01531,gocepat_prod_0026,3,1339520
gocepat_item_03044,gocepat,gocepat_ord_01531,gocepat_prod_0030,3,974412
gocepat_item_03045,gocepat,gocepat_ord_01532,gocepat_prod_0011,1,3268047
gocepat_item_03046,gocepat,gocepat_ord_01532,gocepat_prod_0007,2,4459842
gocepat_item_03047,gocepat,gocepat_ord_01533,gocepat_prod_0015,2,5864804
gocepat_item_03048,gocepat,gocepat_ord_01533,gocepat_prod_0022,2,2573542
gocepat_item_03049,gocepat,gocepat_ord_01533,gocepat_prod_0033,3,12229092
gocepat_item_03050,gocepat,gocepat_ord_01534,gocepat_prod_0009,4,1013797
gocepat_item_03051,gocepat,gocepat_ord_01534,gocepat_prod_0036,4,1795631
gocepat_item_03052,gocepat,gocepat_ord_01535,gocepat_prod_0004,3,11005185
gocepat_item_03053,gocepat,gocepat_ord_01536,gocepat_prod_0030,4,8661440
gocepat_item_03054,gocepat,gocepat_ord_01537,gocepat_prod_0001,3,548350
gocepat_item_03055,gocepat,gocepat_ord_01537,gocepat_prod_0038,3,1079573
gocepat_item_03056,gocepat,gocepat_ord_01537,gocepat_prod_0021,4,1790396
gocepat_item_03057,gocepat,gocepat_ord_01538,gocepat_prod_0031,4,4802704
gocepat_item_03058,gocepat,gocepat_ord_01539,gocepat_prod_0001,2,2437110
gocepat_item_03059,gocepat,gocepat_ord_01539,gocepat_prod_0014,1,3833420
gocepat_item_03060,gocepat,gocepat_ord_01539,gocepat_prod_0038,1,2399051
gocepat_item_03061,gocepat,gocepat_ord_01540,gocepat_prod_0020,4,16394704
gocepat_item_03062,gocepat,gocepat_ord_01540,gocepat_prod_0026,3,8930130
gocepat_item_03063,gocepat,gocepat_ord_01541,gocepat_prod_0037,1,2524918
gocepat_item_03064,gocepat,gocepat_ord_01541,gocepat_prod_0033,4,16305456
gocepat_item_03065,gocepat,gocepat_ord_01542,gocepat_prod_0034,4,290388
gocepat_item_03066,gocepat,gocepat_ord_01542,gocepat_prod_0039,3,11497323
gocepat_item_03067,gocepat,gocepat_ord_01542,gocepat_prod_0031,2,2401352
gocepat_item_03068,gocepat,gocepat_ord_01543,gocepat_prod_0015,4,11729608
gocepat_item_03069,gocepat,gocepat_ord_01543,gocepat_prod_0038,1,2399051
gocepat_item_03070,gocepat,gocepat_ord_01543,gocepat_prod_0007,2,4459842
gocepat_item_03071,gocepat,gocepat_ord_01544,gocepat_prod_0005,1,66397
gocepat_item_03072,gocepat,gocepat_ord_01544,gocepat_prod_0004,1,550259
gocepat_item_03073,gocepat,gocepat_ord_01544,gocepat_prod_0037,4,1514951
gocepat_item_03074,gocepat,gocepat_ord_01545,gocepat_prod_0005,1,442649
gocepat_item_03075,gocepat,gocepat_ord_01546,gocepat_prod_0012,4,12529736
gocepat_item_03076,gocepat,gocepat_ord_01546,gocepat_prod_0006,1,4107872
gocepat_item_03077,gocepat,gocepat_ord_01546,gocepat_prod_0013,4,9958424
gocepat_item_03078,gocepat,gocepat_ord_01547,gocepat_prod_0037,2,757475
gocepat_item_03079,gocepat,gocepat_ord_01548,gocepat_prod_0020,1,4098676
gocepat_item_03080,gocepat,gocepat_ord_01548,gocepat_prod_0002,3,10042971
gocepat_item_03081,gocepat,gocepat_ord_01549,gocepat_prod_0035,1,4475431
gocepat_item_03082,gocepat,gocepat_ord_01549,gocepat_prod_0010,2,395162
gocepat_item_03083,gocepat,gocepat_ord_01550,gocepat_prod_0004,3,11005185
gocepat_item_03084,gocepat,gocepat_ord_01550,gocepat_prod_0034,3,217791
gocepat_item_03085,gocepat,gocepat_ord_01550,gocepat_prod_0022,2,2573542
gocepat_item_03086,gocepat,gocepat_ord_01551,gocepat_prod_0023,1,52406
gocepat_item_03087,gocepat,gocepat_ord_01551,gocepat_prod_0007,2,668976
gocepat_item_03088,gocepat,gocepat_ord_01551,gocepat_prod_0027,1,669138
gocepat_item_03089,gocepat,gocepat_ord_01552,gocepat_prod_0034,3,217791
gocepat_item_03090,gocepat,gocepat_ord_01552,gocepat_prod_0031,2,2401352
gocepat_item_03091,gocepat,gocepat_ord_01552,gocepat_prod_0010,1,197581
