booking_id,company_id,traveler_id,travel_date,booking_status,booking_value_idr
jelajahid_ord_00695,jelajahid,jelajahid_cust_0277,2025-11-23,completed,15503167
jelajahid_ord_00707,jelajahid,jelajahid_cust_0209,2025-11-23,completed,1416954
jelajahid_ord_00716,jelajahid,jelajahid_cust_0225,2025-11-23,completed,10732057
jelajahid_ord_00723,jelajahid,jelajahid_cust_0260,2025-11-23,completed,10305526
jelajahid_ord_00738,jelajahid,jelajahid_cust_0348,2025-11-23,completed,27503796
jelajahid_ord_00746,jelajahid,jelajahid_cust_0090,2025-11-23,completed,7638508
jelajahid_ord_00755,jelajahid,jelajahid_cust_0168,2025-11-23,cancelled,1284554
jelajahid_ord_00770,jelajahid,jelajahid_cust_0240,2025-11-23,completed,18001178
jelajahid_ord_00779,jelajahid,jelajahid_cust_0231,2025-11-23,cancelled,3622065
jelajahid_ord_00782,jelajahid,jelajahid_cust_0110,2025-11-23,completed,8862060
jelajahid_ord_00549,jelajahid,jelajahid_cust_0295,2025-11-24,completed,4244715
jelajahid_ord_00568,jelajahid,jelajahid_cust_0240,2025-11-24,completed,17132476
jelajahid_ord_00589,jelajahid,jelajahid_cust_0221,2025-11-24,completed,1576568
jelajahid_ord_00765,jelajahid,jelajahid_cust_0010,2025-11-24,completed,2829810
jelajahid_ord_00559,jelajahid,jelajahid_cust_0281,2025-11-25,completed,12202477
jelajahid_ord_00611,jelajahid,jelajahid_cust_0321,2025-11-25,completed,4521308
jelajahid_ord_00657,jelajahid,jelajahid_cust_0330,2025-11-25,completed,18491239
jelajahid_ord_00669,jelajahid,jelajahid_cust_0256,2025-11-25,completed,16798664
jelajahid_ord_00693,jelajahid,jelajahid_cust_0105,2025-11-25,completed,29247305
jelajahid_ord_00696,jelajahid,jelajahid_cust_0243,2025-11-25,completed,29212033
jelajahid_ord_00734,jelajahid,jelajahid_cust_0047,2025-11-25,completed,27359247
jelajahid_ord_00735,jelajahid,jelajahid_cust_0102,2025-11-25,cancelled,3565414
jelajahid_ord_00560,jelajahid,jelajahid_cust_0083,2025-11-26,cancelled,1593766
jelajahid_ord_00570,jelajahid,jelajahid_cust_0271,2025-11-26,cancelled,154150
jelajahid_ord_00624,jelajahid,jelajahid_cust_0039,2025-11-26,completed,10388064
jelajahid_ord_00726,jelajahid,jelajahid_cust_0171,2025-11-26,completed,11335653
jelajahid_ord_00774,jelajahid,jelajahid_cust_0048,2025-11-26,completed,5659620
jelajahid_ord_00618,jelajahid,jelajahid_cust_0205,2025-11-27,completed,3019599
jelajahid_ord_00704,jelajahid,jelajahid_cust_0263,2025-11-27,completed,24200992
jelajahid_ord_00752,jelajahid,jelajahid_cust_0028,2025-11-27,completed,944636
jelajahid_ord_00773,jelajahid,jelajahid_cust_0348,2025-11-27,completed,3712179
jelajahid_ord_00532,jelajahid,jelajahid_cust_0132,2025-11-28,completed,15235908
jelajahid_ord_00556,jelajahid,jelajahid_cust_0050,2025-11-28,cancelled,1385757
jelajahid_ord_00600,jelajahid,jelajahid_cust_0324,2025-11-28,completed,788284
jelajahid_ord_00631,jelajahid,jelajahid_cust_0167,2025-11-28,completed,1414905
jelajahid_ord_00637,jelajahid,jelajahid_cust_0094,2025-11-28,cancelled,140355
jelajahid_ord_00684,jelajahid,jelajahid_cust_0087,2025-11-28,completed,14032644
jelajahid_ord_00687,jelajahid,jelajahid_cust_0211,2025-11-28,completed,14848716
jelajahid_ord_00705,jelajahid,jelajahid_cust_0224,2025-11-28,completed,14240180
jelajahid_ord_00558,jelajahid,jelajahid_cust_0050,2025-11-29,completed,3138114
jelajahid_ord_00642,jelajahid,jelajahid_cust_0208,2025-11-29,cancelled,3302368
jelajahid_ord_00658,jelajahid,jelajahid_cust_0093,2025-11-29,completed,14308446
jelajahid_ord_00663,jelajahid,jelajahid_cust_0135,2025-11-29,completed,9223432
jelajahid_ord_00775,jelajahid,jelajahid_cust_0139,2025-11-29,completed,16195699
jelajahid_ord_00531,jelajahid,jelajahid_cust_0235,2025-11-30,completed,739767
jelajahid_ord_00573,jelajahid,jelajahid_cust_0001,2025-11-30,cancelled,1678272
jelajahid_ord_00593,jelajahid,jelajahid_cust_0135,2025-11-30,completed,944636
jelajahid_ord_00602,jelajahid,jelajahid_cust_0064,2025-11-30,completed,12699879
jelajahid_ord_00616,jelajahid,jelajahid_cust_0107,2025-11-30,completed,9509910
jelajahid_ord_00619,jelajahid,jelajahid_cust_0317,2025-11-30,completed,10327140
jelajahid_ord_00632,jelajahid,jelajahid_cust_0095,2025-11-30,cancelled,1100214
jelajahid_ord_00638,jelajahid,jelajahid_cust_0170,2025-11-30,completed,17156973
jelajahid_ord_00645,jelajahid,jelajahid_cust_0185,2025-11-30,completed,7664586
jelajahid_ord_00724,jelajahid,jelajahid_cust_0329,2025-11-30,completed,23673310
jelajahid_ord_00725,jelajahid,jelajahid_cust_0218,2025-11-30,completed,17781812
jelajahid_ord_00748,jelajahid,jelajahid_cust_0233,2025-11-30,cancelled,70848
jelajahid_ord_00760,jelajahid,jelajahid_cust_0065,2025-11-30,completed,10247199
jelajahid_ord_00831,jelajahid,jelajahid_cust_0193,2025-12-01,completed,2285464
jelajahid_ord_00864,jelajahid,jelajahid_cust_0281,2025-12-01,completed,9693836
jelajahid_ord_00865,jelajahid,jelajahid_cust_0244,2025-12-01,completed,14367164
jelajahid_ord_00875,jelajahid,jelajahid_cust_0026,2025-12-01,completed,7821366
jelajahid_ord_00895,jelajahid,jelajahid_cust_0233,2025-12-01,cancelled,1602020
jelajahid_ord_00930,jelajahid,jelajahid_cust_0329,2025-12-01,completed,7334757
jelajahid_ord_01015,jelajahid,jelajahid_cust_0114,2025-12-01,completed,19405824
jelajahid_ord_00805,jelajahid,jelajahid_cust_0076,2025-12-02,cancelled,1651287
jelajahid_ord_00824,jelajahid,jelajahid_cust_0119,2025-12-02,completed,13422001
jelajahid_ord_00870,jelajahid,jelajahid_cust_0156,2025-12-02,completed,21699775
jelajahid_ord_00999,jelajahid,jelajahid_cust_0347,2025-12-02,completed,8811496
jelajahid_ord_00815,jelajahid,jelajahid_cust_0035,2025-12-03,completed,7334757
jelajahid_ord_00816,jelajahid,jelajahid_cust_0045,2025-12-03,completed,13331155
jelajahid_ord_00846,jelajahid,jelajahid_cust_0093,2025-12-03,cancelled,1145776
jelajahid_ord_00855,jelajahid,jelajahid_cust_0207,2025-12-03,completed,19807739
jelajahid_ord_00881,jelajahid,jelajahid_cust_0088,2025-12-03,completed,2533424
jelajahid_ord_00884,jelajahid,jelajahid_cust_0296,2025-12-03,completed,12203235
jelajahid_ord_00892,jelajahid,jelajahid_cust_0007,2025-12-03,completed,10140583
jelajahid_ord_00935,jelajahid,jelajahid_cust_0051,2025-12-03,completed,17763665
jelajahid_ord_00957,jelajahid,jelajahid_cust_0017,2025-12-03,completed,7343708
jelajahid_ord_01012,jelajahid,jelajahid_cust_0231,2025-12-03,completed,1852752
jelajahid_ord_00798,jelajahid,jelajahid_cust_0016,2025-12-04,completed,9878163
jelajahid_ord_00826,jelajahid,jelajahid_cust_0286,2025-12-04,completed,17256095
jelajahid_ord_00836,jelajahid,jelajahid_cust_0137,2025-12-04,completed,11231679
jelajahid_ord_00887,jelajahid,jelajahid_cust_0183,2025-12-04,completed,28054428
jelajahid_ord_00913,jelajahid,jelajahid_cust_0071,2025-12-04,completed,3385792
jelajahid_ord_00942,jelajahid,jelajahid_cust_0210,2025-12-04,completed,17848767
jelajahid_ord_01018,jelajahid,jelajahid_cust_0226,2025-12-04,cancelled,814263
jelajahid_ord_01023,jelajahid,jelajahid_cust_0080,2025-12-04,completed,22524134
jelajahid_ord_00794,jelajahid,jelajahid_cust_0075,2025-12-05,completed,19535869
jelajahid_ord_00804,jelajahid,jelajahid_cust_0316,2025-12-05,completed,17893707
jelajahid_ord_00808,jelajahid,jelajahid_cust_0221,2025-12-05,completed,19346613
jelajahid_ord_00858,jelajahid,jelajahid_cust_0285,2025-12-05,completed,13635580
jelajahid_ord_00880,jelajahid,jelajahid_cust_0271,2025-12-05,cancelled,927473
jelajahid_ord_00886,jelajahid,jelajahid_cust_0193,2025-12-05,cancelled,3715845
jelajahid_ord_00938,jelajahid,jelajahid_cust_0330,2025-12-05,completed,3800136
jelajahid_ord_00948,jelajahid,jelajahid_cust_0323,2025-12-05,completed,1889272
jelajahid_ord_00978,jelajahid,jelajahid_cust_0335,2025-12-05,completed,6608361
jelajahid_ord_01007,jelajahid,jelajahid_cust_0299,2025-12-05,completed,9820828
jelajahid_ord_01042,jelajahid,jelajahid_cust_0178,2025-12-05,completed,15914386
jelajahid_ord_00833,jelajahid,jelajahid_cust_0079,2025-12-06,completed,739767
jelajahid_ord_00849,jelajahid,jelajahid_cust_0108,2025-12-06,completed,1576568
jelajahid_ord_00872,jelajahid,jelajahid_cust_0116,2025-12-06,completed,18282519
jelajahid_ord_00874,jelajahid,jelajahid_cust_0080,2025-12-06,completed,5803994
jelajahid_ord_00919,jelajahid,jelajahid_cust_0188,2025-12-06,cancelled,1466951
jelajahid_ord_00928,jelajahid,jelajahid_cust_0198,2025-12-06,cancelled,2391106
jelajahid_ord_01026,jelajahid,jelajahid_cust_0150,2025-12-06,cancelled,636707
jelajahid_ord_01035,jelajahid,jelajahid_cust_0310,2025-12-06,completed,4233293
jelajahid_ord_00822,jelajahid,jelajahid_cust_0156,2025-12-07,cancelled,3967350
jelajahid_ord_00838,jelajahid,jelajahid_cust_0232,2025-12-07,completed,12024684
jelajahid_ord_00896,jelajahid,jelajahid_cust_0285,2025-12-07,completed,32608679
jelajahid_ord_00899,jelajahid,jelajahid_cust_0341,2025-12-07,completed,3704965
jelajahid_ord_00931,jelajahid,jelajahid_cust_0031,2025-12-07,cancelled,2531533
jelajahid_ord_00951,jelajahid,jelajahid_cust_0347,2025-12-07,completed,2581785
jelajahid_ord_00966,jelajahid,jelajahid_cust_0008,2025-12-07,completed,24473434
jelajahid_ord_00834,jelajahid,jelajahid_cust_0127,2025-12-08,completed,23946144
jelajahid_ord_00869,jelajahid,jelajahid_cust_0003,2025-12-08,completed,17638265
jelajahid_ord_00883,jelajahid,jelajahid_cust_0115,2025-12-08,completed,4125559
jelajahid_ord_00910,jelajahid,jelajahid_cust_0303,2025-12-08,completed,13701004
jelajahid_ord_00915,jelajahid,jelajahid_cust_0175,2025-12-08,completed,33684877
jelajahid_ord_00947,jelajahid,jelajahid_cust_0118,2025-12-08,completed,25077107
jelajahid_ord_00977,jelajahid,jelajahid_cust_0009,2025-12-08,completed,9238377
jelajahid_ord_01003,jelajahid,jelajahid_cust_0102,2025-12-08,completed,7123262
jelajahid_ord_01037,jelajahid,jelajahid_cust_0242,2025-12-08,cancelled,1541363
jelajahid_ord_01038,jelajahid,jelajahid_cust_0053,2025-12-08,completed,14246524
jelajahid_ord_01043,jelajahid,jelajahid_cust_0300,2025-12-08,cancelled,2227307
jelajahid_ord_00817,jelajahid,jelajahid_cust_0350,2025-12-09,completed,23259866
jelajahid_ord_00845,jelajahid,jelajahid_cust_0032,2025-12-09,completed,16655521
jelajahid_ord_00857,jelajahid,jelajahid_cust_0076,2025-12-09,cancelled,2104156
jelajahid_ord_00905,jelajahid,jelajahid_cust_0074,2025-12-09,completed,18524825
jelajahid_ord_00980,jelajahid,jelajahid_cust_0129,2025-12-09,completed,17876380
jelajahid_ord_00982,jelajahid,jelajahid_cust_0306,2025-12-09,completed,24729827
jelajahid_ord_01006,jelajahid,jelajahid_cust_0178,2025-12-09,completed,14856326
jelajahid_ord_00832,jelajahid,jelajahid_cust_0259,2025-12-10,completed,10661790
jelajahid_ord_00848,jelajahid,jelajahid_cust_0071,2025-12-10,cancelled,566783
jelajahid_ord_00856,jelajahid,jelajahid_cust_0168,2025-12-10,completed,5280948
jelajahid_ord_00995,jelajahid,jelajahid_cust_0109,2025-12-10,cancelled,903494
jelajahid_ord_00998,jelajahid,jelajahid_cust_0169,2025-12-10,completed,7334757
jelajahid_ord_01029,jelajahid,jelajahid_cust_0345,2025-12-10,cancelled,4376207
jelajahid_ord_00810,jelajahid,jelajahid_cust_0021,2025-12-11,completed,22312683
jelajahid_ord_00900,jelajahid,jelajahid_cust_0089,2025-12-11,completed,17195968
jelajahid_ord_00906,jelajahid,jelajahid_cust_0327,2025-12-11,cancelled,1259900
jelajahid_ord_00976,jelajahid,jelajahid_cust_0135,2025-12-11,completed,17336405
jelajahid_ord_00991,jelajahid,jelajahid_cust_0058,2025-12-11,completed,12321369
jelajahid_ord_01013,jelajahid,jelajahid_cust_0084,2025-12-11,completed,1416954
jelajahid_ord_01020,jelajahid,jelajahid_cust_0350,2025-12-11,completed,4570928
jelajahid_ord_01032,jelajahid,jelajahid_cust_0129,2025-12-11,cancelled,782466
jelajahid_ord_00821,jelajahid,jelajahid_cust_0020,2025-12-12,completed,12699879
jelajahid_ord_00854,jelajahid,jelajahid_cust_0095,2025-12-12,completed,12922444
jelajahid_ord_00862,jelajahid,jelajahid_cust_0246,2025-12-12,completed,12689876
jelajahid_ord_00964,jelajahid,jelajahid_cust_0279,2025-12-12,cancelled,2790897
jelajahid_ord_01001,jelajahid,jelajahid_cust_0211,2025-12-12,completed,8444381
jelajahid_ord_01010,jelajahid,jelajahid_cust_0158,2025-12-12,completed,4110656
jelajahid_ord_00829,jelajahid,jelajahid_cust_0287,2025-12-13,completed,13701004
jelajahid_ord_00830,jelajahid,jelajahid_cust_0295,2025-12-13,cancelled,1956748
jelajahid_ord_00894,jelajahid,jelajahid_cust_0227,2025-12-13,completed,14585360
jelajahid_ord_00932,jelajahid,jelajahid_cust_0100,2025-12-13,completed,14334018
jelajahid_ord_00943,jelajahid,jelajahid_cust_0161,2025-12-13,completed,17156973
jelajahid_ord_00973,jelajahid,jelajahid_cust_0062,2025-12-13,cancelled,221930
jelajahid_ord_00974,jelajahid,jelajahid_cust_0333,2025-12-13,completed,6733107
jelajahid_ord_00796,jelajahid,jelajahid_cust_0239,2025-12-14,completed,3390981
jelajahid_ord_00799,jelajahid,jelajahid_cust_0147,2025-12-14,cancelled,4286617
jelajahid_ord_00807,jelajahid,jelajahid_cust_0266,2025-12-14,cancelled,1720263
jelajahid_ord_00852,jelajahid,jelajahid_cust_0225,2025-12-14,completed,31093624
jelajahid_ord_00861,jelajahid,jelajahid_cust_0055,2025-12-14,cancelled,283391
jelajahid_ord_00879,jelajahid,jelajahid_cust_0073,2025-12-14,cancelled,888972
jelajahid_ord_00898,jelajahid,jelajahid_cust_0173,2025-12-14,completed,2833908
jelajahid_ord_00950,jelajahid,jelajahid_cust_0042,2025-12-14,completed,20887346
jelajahid_ord_00967,jelajahid,jelajahid_cust_0162,2025-12-14,cancelled,4900892
jelajahid_ord_00975,jelajahid,jelajahid_cust_0301,2025-12-14,completed,15246185
jelajahid_ord_00990,jelajahid,jelajahid_cust_0262,2025-12-14,completed,28126569
jelajahid_ord_01019,jelajahid,jelajahid_cust_0276,2025-12-14,completed,19901712
jelajahid_ord_01021,jelajahid,jelajahid_cust_0174,2025-12-14,completed,9965854
jelajahid_ord_00814,jelajahid,jelajahid_cust_0089,2025-12-15,completed,1576568
jelajahid_ord_00888,jelajahid,jelajahid_cust_0053,2025-12-15,completed,6277150
jelajahid_ord_00891,jelajahid,jelajahid_cust_0349,2025-12-15,cancelled,3053763
jelajahid_ord_00946,jelajahid,jelajahid_cust_0083,2025-12-15,completed,15235908
jelajahid_ord_00981,jelajahid,jelajahid_cust_0166,2025-12-15,completed,13095614
jelajahid_ord_00997,jelajahid,jelajahid_cust_0130,2025-12-15,completed,14385639
jelajahid_ord_01009,jelajahid,jelajahid_cust_0298,2025-12-15,cancelled,1866554
jelajahid_ord_01024,jelajahid,jelajahid_cust_0002,2025-12-15,completed,19623083
jelajahid_ord_00806,jelajahid,jelajahid_cust_0086,2025-12-16,completed,10661790
jelajahid_ord_00818,jelajahid,jelajahid_cust_0101,2025-12-16,completed,26391782
jelajahid_ord_00844,jelajahid,jelajahid_cust_0254,2025-12-16,completed,27293969
jelajahid_ord_00885,jelajahid,jelajahid_cust_0218,2025-12-16,completed,19286421
jelajahid_ord_00902,jelajahid,jelajahid_cust_0342,2025-12-16,completed,18474133
jelajahid_ord_00953,jelajahid,jelajahid_cust_0269,2025-12-16,cancelled,2370451
jelajahid_ord_00962,jelajahid,jelajahid_cust_0289,2025-12-16,completed,19144315
jelajahid_ord_00797,jelajahid,jelajahid_cust_0288,2025-12-17,completed,18881774
jelajahid_ord_00823,jelajahid,jelajahid_cust_0078,2025-12-17,completed,19725796
jelajahid_ord_00828,jelajahid,jelajahid_cust_0272,2025-12-17,completed,7933707
jelajahid_ord_00837,jelajahid,jelajahid_cust_0290,2025-12-17,cancelled,2708946
jelajahid_ord_00851,jelajahid,jelajahid_cust_0001,2025-12-17,completed,20784634
jelajahid_ord_00988,jelajahid,jelajahid_cust_0350,2025-12-17,completed,3425251
jelajahid_ord_00989,jelajahid,jelajahid_cust_0101,2025-12-17,completed,10376708
jelajahid_ord_01000,jelajahid,jelajahid_cust_0332,2025-12-17,completed,18449013
jelajahid_ord_00800,jelajahid,jelajahid_cust_0145,2025-12-18,completed,13525070
jelajahid_ord_00878,jelajahid,jelajahid_cust_0343,2025-12-18,completed,12747205
jelajahid_ord_00897,jelajahid,jelajahid_cust_0248,2025-12-18,completed,8674954
jelajahid_ord_00901,jelajahid,jelajahid_cust_0267,2025-12-18,completed,6608622
jelajahid_ord_00961,jelajahid,jelajahid_cust_0259,2025-12-18,completed,14819860
jelajahid_ord_01008,jelajahid,jelajahid_cust_0008,2025-12-18,completed,10131119
jelajahid_ord_01040,jelajahid,jelajahid_cust_0191,2025-12-18,completed,6591897
jelajahid_ord_00801,jelajahid,jelajahid_cust_0279,2025-12-19,completed,2260654
jelajahid_ord_00803,jelajahid,jelajahid_cust_0107,2025-12-19,completed,1871402
jelajahid_ord_00813,jelajahid,jelajahid_cust_0058,2025-12-19,completed,22757339
jelajahid_ord_00827,jelajahid,jelajahid_cust_0270,2025-12-19,completed,21301631
jelajahid_ord_00840,jelajahid,jelajahid_cust_0209,2025-12-19,completed,21234173
jelajahid_ord_00860,jelajahid,jelajahid_cust_0245,2025-12-19,completed,13623464
jelajahid_ord_00868,jelajahid,jelajahid_cust_0208,2025-12-19,completed,7247450
jelajahid_ord_01036,jelajahid,jelajahid_cust_0301,2025-12-19,completed,6670350
jelajahid_ord_00812,jelajahid,jelajahid_cust_0023,2025-12-20,cancelled,1702648
jelajahid_ord_00863,jelajahid,jelajahid_cust_0116,2025-12-20,completed,19884067
jelajahid_ord_00893,jelajahid,jelajahid_cust_0340,2025-12-20,completed,18786648
jelajahid_ord_00912,jelajahid,jelajahid_cust_0194,2025-12-20,cancelled,387423
jelajahid_ord_00917,jelajahid,jelajahid_cust_0270,2025-12-20,completed,6850502
jelajahid_ord_00954,jelajahid,jelajahid_cust_0171,2025-12-20,completed,3082992
jelajahid_ord_00970,jelajahid,jelajahid_cust_0246,2025-12-20,completed,22405818
jelajahid_ord_00972,jelajahid,jelajahid_cust_0131,2025-12-20,completed,5482868
jelajahid_ord_01005,jelajahid,jelajahid_cust_0335,2025-12-20,completed,17626963
jelajahid_ord_00819,jelajahid,jelajahid_cust_0195,2025-12-21,completed,11426931
jelajahid_ord_00820,jelajahid,jelajahid_cust_0091,2025-12-21,completed,3428196
jelajahid_ord_00914,jelajahid,jelajahid_cust_0327,2025-12-21,completed,14018552
jelajahid_ord_00918,jelajahid,jelajahid_cust_0216,2025-12-21,completed,13234821
jelajahid_ord_00929,jelajahid,jelajahid_cust_0128,2025-12-21,completed,27825043
jelajahid_ord_00992,jelajahid,jelajahid_cust_0011,2025-12-21,completed,11968936
jelajahid_ord_01017,jelajahid,jelajahid_cust_0023,2025-12-21,completed,9779676
jelajahid_ord_00839,jelajahid,jelajahid_cust_0191,2025-12-22,completed,1130327
jelajahid_ord_00853,jelajahid,jelajahid_cust_0328,2025-12-22,completed,1212085
jelajahid_ord_00867,jelajahid,jelajahid_cust_0314,2025-12-22,completed,24924078
jelajahid_ord_00871,jelajahid,jelajahid_cust_0147,2025-12-22,cancelled,840134
jelajahid_ord_00889,jelajahid,jelajahid_cust_0280,2025-12-22,completed,17809795
jelajahid_ord_00921,jelajahid,jelajahid_cust_0213,2025-12-22,cancelled,1363835
jelajahid_ord_00922,jelajahid,jelajahid_cust_0348,2025-12-22,cancelled,555745
jelajahid_ord_00949,jelajahid,jelajahid_cust_0122,2025-12-22,completed,8231166
jelajahid_ord_00996,jelajahid,jelajahid_cust_0120,2025-12-22,completed,5121092
jelajahid_ord_01030,jelajahid,jelajahid_cust_0341,2025-12-22,completed,20027760
jelajahid_ord_00825,jelajahid,jelajahid_cust_0313,2025-12-23,completed,19531816
jelajahid_ord_00904,jelajahid,jelajahid_cust_0257,2025-12-23,cancelled,1763143
jelajahid_ord_00927,jelajahid,jelajahid_cust_0010,2025-12-23,completed,18024219
jelajahid_ord_00936,jelajahid,jelajahid_cust_0102,2025-12-23,completed,1966296
jelajahid_ord_00939,jelajahid,jelajahid_cust_0138,2025-12-23,completed,13322261
jelajahid_ord_00958,jelajahid,jelajahid_cust_0289,2025-12-23,completed,38331761
jelajahid_ord_00969,jelajahid,jelajahid_cust_0133,2025-12-23,cancelled,461919
jelajahid_ord_00985,jelajahid,jelajahid_cust_0073,2025-12-23,completed,15474603
jelajahid_ord_01004,jelajahid,jelajahid_cust_0123,2025-12-23,cancelled,1113654
jelajahid_ord_01027,jelajahid,jelajahid_cust_0304,2025-12-23,cancelled,6122713
jelajahid_ord_01034,jelajahid,jelajahid_cust_0014,2025-12-23,completed,7169532
jelajahid_ord_01041,jelajahid,jelajahid_cust_0306,2025-12-23,completed,4435574
jelajahid_ord_00842,jelajahid,jelajahid_cust_0259,2025-12-24,completed,22431958
jelajahid_ord_00859,jelajahid,jelajahid_cust_0229,2025-12-24,completed,983148
jelajahid_ord_00903,jelajahid,jelajahid_cust_0162,2025-12-24,completed,3079459
jelajahid_ord_00923,jelajahid,jelajahid_cust_0116,2025-12-24,completed,7142066
jelajahid_ord_00994,jelajahid,jelajahid_cust_0106,2025-12-24,cancelled,3752657
jelajahid_ord_01039,jelajahid,jelajahid_cust_0327,2025-12-24,completed,12433957
jelajahid_ord_00847,jelajahid,jelajahid_cust_0111,2025-12-25,completed,9238377
jelajahid_ord_00941,jelajahid,jelajahid_cust_0315,2025-12-25,completed,23605950
jelajahid_ord_00944,jelajahid,jelajahid_cust_0178,2025-12-25,completed,1479534
jelajahid_ord_00956,jelajahid,jelajahid_cust_0154,2025-12-25,completed,10661790
jelajahid_ord_00959,jelajahid,jelajahid_cust_0002,2025-12-25,completed,14362685
jelajahid_ord_00963,jelajahid,jelajahid_cust_0218,2025-12-25,completed,9752089
jelajahid_ord_00993,jelajahid,jelajahid_cust_0122,2025-12-25,completed,10275753
jelajahid_ord_01011,jelajahid,jelajahid_cust_0303,2025-12-25,completed,5165644
jelajahid_ord_00866,jelajahid,jelajahid_cust_0090,2025-12-26,completed,9927193
jelajahid_ord_00873,jelajahid,jelajahid_cust_0223,2025-12-26,completed,1266712
jelajahid_ord_00920,jelajahid,jelajahid_cust_0248,2025-12-26,completed,10359302
jelajahid_ord_00925,jelajahid,jelajahid_cust_0115,2025-12-26,completed,1479534
jelajahid_ord_00955,jelajahid,jelajahid_cust_0320,2025-12-26,completed,16383850
jelajahid_ord_00979,jelajahid,jelajahid_cust_0347,2025-12-26,cancelled,849259
jelajahid_ord_00983,jelajahid,jelajahid_cust_0259,2025-12-26,completed,18063648
jelajahid_ord_00984,jelajahid,jelajahid_cust_0241,2025-12-26,cancelled,2920299
jelajahid_ord_00987,jelajahid,jelajahid_cust_0146,2025-12-26,completed,3561631
jelajahid_ord_01022,jelajahid,jelajahid_cust_0084,2025-12-26,completed,24291014
jelajahid_ord_01025,jelajahid,jelajahid_cust_0062,2025-12-26,completed,22491428
jelajahid_ord_01028,jelajahid,jelajahid_cust_0106,2025-12-26,completed,17221187
jelajahid_ord_00802,jelajahid,jelajahid_cust_0054,2025-12-27,completed,11941519
jelajahid_ord_00843,jelajahid,jelajahid_cust_0057,2025-12-27,completed,12968186
jelajahid_ord_00877,jelajahid,jelajahid_cust_0079,2025-12-27,cancelled,947325
jelajahid_ord_00924,jelajahid,jelajahid_cust_0103,2025-12-27,completed,35028595
jelajahid_ord_00937,jelajahid,jelajahid_cust_0034,2025-12-27,completed,12829268
jelajahid_ord_00945,jelajahid,jelajahid_cust_0347,2025-12-27,completed,19685387
jelajahid_ord_00876,jelajahid,jelajahid_cust_0079,2025-12-28,completed,31135283
jelajahid_ord_00882,jelajahid,jelajahid_cust_0180,2025-12-28,completed,2533424
jelajahid_ord_00890,jelajahid,jelajahid_cust_0304,2025-12-28,completed,6953853
jelajahid_ord_00907,jelajahid,jelajahid_cust_0023,2025-12-28,completed,12608498
jelajahid_ord_00926,jelajahid,jelajahid_cust_0248,2025-12-28,cancelled,1929789
jelajahid_ord_00933,jelajahid,jelajahid_cust_0336,2025-12-28,completed,3712179
jelajahid_ord_00965,jelajahid,jelajahid_cust_0018,2025-12-28,completed,17138492
jelajahid_ord_01031,jelajahid,jelajahid_cust_0297,2025-12-28,cancelled,1927127
jelajahid_ord_01033,jelajahid,jelajahid_cust_0048,2025-12-28,completed,12779119
jelajahid_ord_00811,jelajahid,jelajahid_cust_0086,2025-12-29,completed,23118174
jelajahid_ord_00850,jelajahid,jelajahid_cust_0278,2025-12-29,completed,10275753
jelajahid_ord_00908,jelajahid,jelajahid_cust_0038,2025-12-29,completed,10779513
jelajahid_ord_00916,jelajahid,jelajahid_cust_0328,2025-12-29,cancelled,2942177
jelajahid_ord_00986,jelajahid,jelajahid_cust_0052,2025-12-29,cancelled,1929973
jelajahid_ord_01002,jelajahid,jelajahid_cust_0094,2025-12-29,completed,15383753
jelajahid_ord_01014,jelajahid,jelajahid_cust_0076,2025-12-29,completed,3712179
jelajahid_ord_01016,jelajahid,jelajahid_cust_0103,2025-12-29,completed,3712179
jelajahid_ord_00795,jelajahid,jelajahid_cust_0303,2025-12-30,completed,6283782
jelajahid_ord_00841,jelajahid,jelajahid_cust_0003,2025-12-30,cancelled,1145776
jelajahid_ord_00911,jelajahid,jelajahid_cust_0018,2025-12-30,completed,23433849
jelajahid_ord_00952,jelajahid,jelajahid_cust_0065,2025-12-30,completed,15267844
jelajahid_ord_00960,jelajahid,jelajahid_cust_0317,2025-12-30,completed,16562551
jelajahid_ord_00971,jelajahid,jelajahid_cust_0017,2025-12-30,completed,28228689
jelajahid_ord_00809,jelajahid,jelajahid_cust_0060,2025-12-31,cancelled,649560
jelajahid_ord_00835,jelajahid,jelajahid_cust_0316,2025-12-31,cancelled,1133565
jelajahid_ord_00909,jelajahid,jelajahid_cust_0283,2025-12-31,cancelled,485406
jelajahid_ord_00934,jelajahid,jelajahid_cust_0254,2025-12-31,completed,10680135
jelajahid_ord_00940,jelajahid,jelajahid_cust_0286,2025-12-31,completed,15007954
jelajahid_ord_00968,jelajahid,jelajahid_cust_0020,2025-12-31,completed,15597350
jelajahid_ord_01062,jelajahid,jelajahid_cust_0339,2026-01-01,cancelled,1367290
jelajahid_ord_01163,jelajahid,jelajahid_cust_0179,2026-01-01,completed,5749959
jelajahid_ord_01171,jelajahid,jelajahid_cust_0316,2026-01-01,completed,4233293
jelajahid_ord_01184,jelajahid,jelajahid_cust_0001,2026-01-01,completed,13635580
jelajahid_ord_01217,jelajahid,jelajahid_cust_0132,2026-01-01,completed,1443466
jelajahid_ord_01222,jelajahid,jelajahid_cust_0231,2026-01-01,completed,4521308
jelajahid_ord_01274,jelajahid,jelajahid_cust_0092,2026-01-01,completed,10779513
jelajahid_ord_01284,jelajahid,jelajahid_cust_0096,2026-01-01,completed,11904429
