traveler_id,company_id,traveler_name,traveler_segment,origin_region,member_since
jelajahid_cust_0275,jelajahid,Toko Rasa Nusantara 275,UMKM,Jawa,2024-09-25
jelajahid_cust_0276,jelajahid,Toko Tekno Rimba 276,UMKM,Indonesia Timur,2024-11-11
jelajahid_cust_0277,jelajahid,Toko Karya Bangsa 277,Menengah,Indonesia Timur,2024-09-02
jelajahid_cust_0278,jelajahid,Warung Fashion Lokal 278,UMKM,Indonesia Timur,2024-08-01
jelajahid_cust_0279,jelajahid,Warung Laut Biru 279,UMKM,Jabodetabek,2024-08-12
jelajahid_cust_0280,jelajahid,Warung Karya Bangsa 280,Menengah,Indonesia Timur,2024-04-28
jelajahid_cust_0281,jelajahid,PT Anugerah Prima 281,UMKM,Sumatera,2024-07-24
jelajahid_cust_0282,jelajahid,UD Indah Makmur 282,Korporasi,Indonesia Timur,2024-01-14
jelajahid_cust_0283,jelajahid,Toko Tekno Rimba 283,Korporasi,Jawa,2024-02-01
jelajahid_cust_0284,jelajahid,CV Karya Bangsa 284,UMKM,Indonesia Timur,2024-03-05
jelajahid_cust_0285,jelajahid,CV Fashion Lokal 285,UMKM,Jabodetabek,2024-04-06
jelajahid_cust_0286,jelajahid,Toko Rumah Nyaman 286,Korporasi,Jabodetabek,2024-02-14
jelajahid_cust_0287,jelajahid,Warung Berkah Mandiri 287,UMKM,Jabodetabek,2024-01-15
jelajahid_cust_0288,jelajahid,Warung Berkah Mandiri 288,Menengah,Indonesia Timur,2024-07-13
jelajahid_cust_0289,jelajahid,Toko Fashion Lokal 289,Menengah,Sumatera,2024-07-25
jelajahid_cust_0290,jelajahid,PT Nusantara Digital 290,Menengah,Jabodetabek,2024-11-22
jelajahid_cust_0291,jelajahid,CV Bumi Lestari 291,Korporasi,Sumatera,2024-10-01
jelajahid_cust_0292,jelajahid,Warung Maju Jaya 292,Korporasi,Jawa,2024-05-16
jelajahid_cust_0293,jelajahid,Toko Nusantara Digital 293,Korporasi,Sumatera,2024-07-20
jelajahid_cust_0294,jelajahid,UD Karya Bangsa 294,Menengah,Jabodetabek,2024-04-08
jelajahid_cust_0295,jelajahid,PT Rasa Nusantara 295,Menengah,Jabodetabek,2024-02-28
jelajahid_cust_0296,jelajahid,Toko Anugerah Prima 296,Korporasi,Indonesia Timur,2024-01-08
jelajahid_cust_0297,jelajahid,UD Sinar Abadi 297,Korporasi,Jawa,2024-07-13
jelajahid_cust_0298,jelajahid,CV Pangan Sehat 298,UMKM,Jabodetabek,2024-01-16
jelajahid_cust_0299,jelajahid,CV Anugerah Prima 299,UMKM,Jawa,2024-06-05
jelajahid_cust_0300,jelajahid,UD Nusantara Digital 300,Menengah,Jawa,2024-12-14
jelajahid_cust_0301,jelajahid,UD Fashion Lokal 301,Korporasi,Indonesia Timur,2024-06-09
jelajahid_cust_0302,jelajahid,CV Karya Bangsa 302,Menengah,Jabodetabek,2024-07-20
jelajahid_cust_0303,jelajahid,UD Karya Bangsa 303,Korporasi,Indonesia Timur,2024-05-05
jelajahid_cust_0304,jelajahid,PT Sumber Rejeki 304,UMKM,Jabodetabek,2024-06-27
jelajahid_cust_0305,jelajahid,CV Gunung Mas 305,Menengah,Jabodetabek,2024-12-28
jelajahid_cust_0306,jelajahid,UD Batik Cantik 306,Menengah,Indonesia Timur,2024-06-18
jelajahid_cust_0307,jelajahid,Warung Rumah Nyaman 307,UMKM,Sumatera,2024-11-13
jelajahid_cust_0308,jelajahid,CV Mitra Dagang 308,UMKM,Jawa,2024-12-10
jelajahid_cust_0309,jelajahid,Warung Elektronik Ceria 309,Menengah,Jawa,2024-10-17
jelajahid_cust_0310,jelajahid,Warung Karya Bangsa 310,Korporasi,Sumatera,2024-06-04
jelajahid_cust_0311,jelajahid,UD Gunung Mas 311,Menengah,Sumatera,2024-05-14
jelajahid_cust_0312,jelajahid,UD Sinar Abadi 312,UMKM,Jabodetabek,2024-05-04
jelajahid_cust_0313,jelajahid,UD Pangan Sehat 313,Menengah,Sumatera,2024-01-08
jelajahid_cust_0314,jelajahid,Toko Rasa Nusantara 314,Korporasi,Jawa,2024-11-04
jelajahid_cust_0315,jelajahid,Warung Batik Cantik 315,UMKM,Indonesia Timur,2024-01-04
jelajahid_cust_0316,jelajahid,CV Berkah Mandiri 316,UMKM,Indonesia Timur,2024-02-20
jelajahid_cust_0317,jelajahid,PT Batik Cantik 317,Menengah,Jawa,2024-11-03
jelajahid_cust_0318,jelajahid,Warung Elektronik Ceria 318,Menengah,Sumatera,2024-05-20
jelajahid_cust_0319,jelajahid,Toko Rasa Nusantara 319,UMKM,Jawa,2024-05-11
jelajahid_cust_0320,jelajahid,CV Bumi Lestari 320,Menengah,Jawa,2024-10-26
jelajahid_cust_0321,jelajahid,CV Nusantara Digital 321,Korporasi,Indonesia Timur,2024-09-24
jelajahid_cust_0322,jelajahid,Warung Bumi Lestari 322,Menengah,Jawa,2024-05-09
jelajahid_cust_0323,jelajahid,UD Anugerah Prima 323,Korporasi,Jabodetabek,2024-02-23
jelajahid_cust_0324,jelajahid,PT Rumah Nyaman 324,Menengah,Jabodetabek,2024-06-14
jelajahid_cust_0325,jelajahid,UD Fashion Lokal 325,Menengah,Sumatera,2024-01-02
jelajahid_cust_0326,jelajahid,CV Elektronik Ceria 326,UMKM,Jabodetabek,2024-02-05
jelajahid_cust_0327,jelajahid,PT Batik Cantik 327,Korporasi,Indonesia Timur,2024-11-08
jelajahid_cust_0328,jelajahid,UD Rumah Nyaman 328,Menengah,Jawa,2024-06-24
jelajahid_cust_0329,jelajahid,Warung Elektronik Ceria 329,Menengah,Indonesia Timur,2024-05-21
jelajahid_cust_0330,jelajahid,CV Pangan Sehat 330,Menengah,Indonesia Timur,2024-02-20
jelajahid_cust_0331,jelajahid,UD Laut Biru 331,Korporasi,Jawa,2024-05-17
jelajahid_cust_0332,jelajahid,UD Mitra Dagang 332,Menengah,Jawa,2024-08-05
jelajahid_cust_0333,jelajahid,PT Elektronik Ceria 333,UMKM,Jabodetabek,2024-02-27
jelajahid_cust_0334,jelajahid,UD Mitra Dagang 334,Korporasi,Jabodetabek,2024-01-01
jelajahid_cust_0335,jelajahid,Warung Sinar Abadi 335,Menengah,Jawa,2024-04-02
jelajahid_cust_0336,jelajahid,Warung Pangan Sehat 336,Korporasi,Sumatera,2024-07-08
jelajahid_cust_0337,jelajahid,PT Tekno Rimba 337,Korporasi,Jawa,2024-03-22
jelajahid_cust_0338,jelajahid,UD Bumi Lestari 338,UMKM,Jabodetabek,2024-06-01
jelajahid_cust_0339,jelajahid,Warung Batik Cantik 339,Menengah,Sumatera,2024-08-28
jelajahid_cust_0340,jelajahid,Warung Batik Cantik 340,Korporasi,Jabodetabek,2024-10-15
jelajahid_cust_0341,jelajahid,UD Citra Sejahtera 341,Korporasi,Jawa,2024-08-24
jelajahid_cust_0342,jelajahid,UD Maju Jaya 342,Korporasi,Sumatera,2024-06-07
jelajahid_cust_0343,jelajahid,Warung Mitra Dagang 343,UMKM,Sumatera,2024-06-02
jelajahid_cust_0344,jelajahid,UD Pangan Sehat 344,Korporasi,Sumatera,2024-08-09
jelajahid_cust_0345,jelajahid,CV Anugerah Prima 345,Menengah,Jawa,2024-03-18
jelajahid_cust_0346,jelajahid,Toko Maju Jaya 346,UMKM,Jawa,2024-01-08
jelajahid_cust_0347,jelajahid,UD Citra Sejahtera 347,Menengah,Sumatera,2024-02-04
jelajahid_cust_0348,jelajahid,PT Tekno Rimba 348,Menengah,Indonesia Timur,2024-02-28
jelajahid_cust_0349,jelajahid,PT Gunung Mas 349,Menengah,Jawa,2024-11-01
jelajahid_cust_0350,jelajahid,PT Maju Jaya 350,Menengah,Indonesia Timur,2024-07-18
