stay_line_id,company_id,booking_id,package_id,guests,line_amount_idr
jelajahid_item_00688,jelajahid,jelajahid_ord_00339,jelajahid_prod_0021,2,7617954
jelajahid_item_00689,jelajahid,jelajahid_ord_00340,jelajahid_prod_0028,1,4431030
jelajahid_item_00690,jelajahid,jelajahid_ord_00340,jelajahid_prod_0023,3,10661790
jelajahid_item_00691,jelajahid,jelajahid_ord_00340,jelajahid_prod_0004,1,2581785
jelajahid_item_00692,jelajahid,jelajahid_ord_00341,jelajahid_prod_0006,4,2155903
jelajahid_item_00693,jelajahid,jelajahid_ord_00341,jelajahid_prod_0009,4,2136027
jelajahid_item_00694,jelajahid,jelajahid_ord_00341,jelajahid_prod_0033,1,500276
jelajahid_item_00695,jelajahid,jelajahid_ord_00342,jelajahid_prod_0031,1,1443466
jelajahid_item_00696,jelajahid,jelajahid_ord_00342,jelajahid_prod_0011,1,983148
jelajahid_item_00697,jelajahid,jelajahid_ord_00343,jelajahid_prod_0030,2,4889838
jelajahid_item_00698,jelajahid,jelajahid_ord_00343,jelajahid_prod_0031,4,5773864
jelajahid_item_00699,jelajahid,jelajahid_ord_00343,jelajahid_prod_0004,4,10327140
jelajahid_item_00700,jelajahid,jelajahid_ord_00344,jelajahid_prod_0004,1,2581785
jelajahid_item_00701,jelajahid,jelajahid_ord_00344,jelajahid_prod_0014,4,10331288
jelajahid_item_00702,jelajahid,jelajahid_ord_00344,jelajahid_prod_0005,1,1852752
jelajahid_item_00703,jelajahid,jelajahid_ord_00345,jelajahid_prod_0029,1,846448
jelajahid_item_00704,jelajahid,jelajahid_ord_00345,jelajahid_prod_0026,4,17876380
jelajahid_item_00705,jelajahid,jelajahid_ord_00345,jelajahid_prod_0018,4,15114204
jelajahid_item_00706,jelajahid,jelajahid_ord_00346,jelajahid_prod_0002,4,16933172
jelajahid_item_00707,jelajahid,jelajahid_ord_00346,jelajahid_prod_0001,3,6608622
jelajahid_item_00708,jelajahid,jelajahid_ord_00347,jelajahid_prod_0019,2,2829810
jelajahid_item_00709,jelajahid,jelajahid_ord_00347,jelajahid_prod_0035,1,3236040
jelajahid_item_00710,jelajahid,jelajahid_ord_00347,jelajahid_prod_0014,4,10331288
jelajahid_item_00711,jelajahid,jelajahid_ord_00348,jelajahid_prod_0016,3,10275753
jelajahid_item_00712,jelajahid,jelajahid_ord_00349,jelajahid_prod_0014,3,7748466
jelajahid_item_00713,jelajahid,jelajahid_ord_00349,jelajahid_prod_0031,4,5773864
jelajahid_item_00714,jelajahid,jelajahid_ord_00349,jelajahid_prod_0028,3,13293090
jelajahid_item_00715,jelajahid,jelajahid_ord_00350,jelajahid_prod_0013,3,2364852
jelajahid_item_00716,jelajahid,jelajahid_ord_00350,jelajahid_prod_0008,3,3800136
jelajahid_item_00717,jelajahid,jelajahid_ord_00351,jelajahid_prod_0016,4,13701004
jelajahid_item_00718,jelajahid,jelajahid_ord_00351,jelajahid_prod_0032,4,4570928
jelajahid_item_00719,jelajahid,jelajahid_ord_00352,jelajahid_prod_0005,4,7411008
jelajahid_item_00720,jelajahid,jelajahid_ord_00352,jelajahid_prod_0030,2,4889838
jelajahid_item_00721,jelajahid,jelajahid_ord_00353,jelajahid_prod_0004,2,5163570
jelajahid_item_00722,jelajahid,jelajahid_ord_00353,jelajahid_prod_0024,3,3390981
jelajahid_item_00723,jelajahid,jelajahid_ord_00354,jelajahid_prod_0035,3,9708120
jelajahid_item_00724,jelajahid,jelajahid_ord_00354,jelajahid_prod_0020,1,3079459
jelajahid_item_00725,jelajahid,jelajahid_ord_00355,jelajahid_prod_0004,1,2581785
jelajahid_item_00726,jelajahid,jelajahid_ord_00355,jelajahid_prod_0003,1,472318
jelajahid_item_00727,jelajahid,jelajahid_ord_00355,jelajahid_prod_0006,3,10779513
jelajahid_item_00728,jelajahid,jelajahid_ord_00356,jelajahid_prod_0026,3,13407285
jelajahid_item_00729,jelajahid,jelajahid_ord_00356,jelajahid_prod_0017,3,11350989
jelajahid_item_00730,jelajahid,jelajahid_ord_00357,jelajahid_prod_0011,3,2949444
jelajahid_item_00731,jelajahid,jelajahid_ord_00357,jelajahid_prod_0013,2,1576568
jelajahid_item_00732,jelajahid,jelajahid_ord_00357,jelajahid_prod_0002,2,8466586
jelajahid_item_00733,jelajahid,jelajahid_ord_00358,jelajahid_prod_0035,3,9708120
jelajahid_item_00734,jelajahid,jelajahid_ord_00358,jelajahid_prod_0022,3,5728881
jelajahid_item_00735,jelajahid,jelajahid_ord_00358,jelajahid_prod_0018,2,7557102
jelajahid_item_00736,jelajahid,jelajahid_ord_00359,jelajahid_prod_0017,2,7567326
jelajahid_item_00737,jelajahid,jelajahid_ord_00360,jelajahid_prod_0031,4,866080
jelajahid_item_00738,jelajahid,jelajahid_ord_00360,jelajahid_prod_0030,4,1466951
jelajahid_item_00739,jelajahid,jelajahid_ord_00360,jelajahid_prod_0019,3,636707
jelajahid_item_00740,jelajahid,jelajahid_ord_00361,jelajahid_prod_0027,3,11136537
jelajahid_item_00741,jelajahid,jelajahid_ord_00362,jelajahid_prod_0022,4,7638508
jelajahid_item_00742,jelajahid,jelajahid_ord_00363,jelajahid_prod_0011,2,1966296
jelajahid_item_00743,jelajahid,jelajahid_ord_00364,jelajahid_prod_0002,3,12699879
jelajahid_item_00744,jelajahid,jelajahid_ord_00364,jelajahid_prod_0004,2,5163570
jelajahid_item_00745,jelajahid,jelajahid_ord_00364,jelajahid_prod_0029,3,2539344
jelajahid_item_00746,jelajahid,jelajahid_ord_00365,jelajahid_prod_0035,2,6472080
jelajahid_item_00747,jelajahid,jelajahid_ord_00365,jelajahid_prod_0001,2,4405748
jelajahid_item_00748,jelajahid,jelajahid_ord_00366,jelajahid_prod_0001,1,2202874
jelajahid_item_00749,jelajahid,jelajahid_ord_00366,jelajahid_prod_0029,3,2539344
jelajahid_item_00750,jelajahid,jelajahid_ord_00366,jelajahid_prod_0010,2,7123262
jelajahid_item_00751,jelajahid,jelajahid_ord_00367,jelajahid_prod_0022,1,1909627
jelajahid_item_00752,jelajahid,jelajahid_ord_00368,jelajahid_prod_0025,1,935701
jelajahid_item_00753,jelajahid,jelajahid_ord_00368,jelajahid_prod_0002,2,8466586
jelajahid_item_00754,jelajahid,jelajahid_ord_00368,jelajahid_prod_0013,3,2364852
jelajahid_item_00755,jelajahid,jelajahid_ord_00369,jelajahid_prod_0031,3,4330398
jelajahid_item_00756,jelajahid,jelajahid_ord_00369,jelajahid_prod_0019,3,4244715
jelajahid_item_00757,jelajahid,jelajahid_ord_00370,jelajahid_prod_0024,3,3390981
jelajahid_item_00758,jelajahid,jelajahid_ord_00370,jelajahid_prod_0028,2,8862060
jelajahid_item_00759,jelajahid,jelajahid_ord_00370,jelajahid_prod_0008,2,2533424
jelajahid_item_00760,jelajahid,jelajahid_ord_00371,jelajahid_prod_0003,1,472318
jelajahid_item_00761,jelajahid,jelajahid_ord_00372,jelajahid_prod_0021,1,571347
jelajahid_item_00762,jelajahid,jelajahid_ord_00372,jelajahid_prod_0015,2,1111490
jelajahid_item_00763,jelajahid,jelajahid_ord_00372,jelajahid_prod_0023,3,1599269
jelajahid_item_00764,jelajahid,jelajahid_ord_00373,jelajahid_prod_0007,3,12598998
jelajahid_item_00765,jelajahid,jelajahid_ord_00373,jelajahid_prod_0032,2,2285464
jelajahid_item_00766,jelajahid,jelajahid_ord_00374,jelajahid_prod_0032,3,3428196
jelajahid_item_00767,jelajahid,jelajahid_ord_00374,jelajahid_prod_0020,1,3079459
jelajahid_item_00768,jelajahid,jelajahid_ord_00374,jelajahid_prod_0008,2,2533424
jelajahid_item_00769,jelajahid,jelajahid_ord_00375,jelajahid_prod_0019,4,5659620
jelajahid_item_00770,jelajahid,jelajahid_ord_00375,jelajahid_prod_0026,1,4469095
jelajahid_item_00771,jelajahid,jelajahid_ord_00376,jelajahid_prod_0006,1,3593171
jelajahid_item_00772,jelajahid,jelajahid_ord_00377,jelajahid_prod_0011,1,983148
jelajahid_item_00773,jelajahid,jelajahid_ord_00377,jelajahid_prod_0025,3,2807103
jelajahid_item_00774,jelajahid,jelajahid_ord_00377,jelajahid_prod_0001,3,6608622
jelajahid_item_00775,jelajahid,jelajahid_ord_00378,jelajahid_prod_0007,4,16798664
jelajahid_item_00776,jelajahid,jelajahid_ord_00378,jelajahid_prod_0002,3,12699879
jelajahid_item_00777,jelajahid,jelajahid_ord_00379,jelajahid_prod_0025,2,1871402
jelajahid_item_00778,jelajahid,jelajahid_ord_00379,jelajahid_prod_0028,2,8862060
jelajahid_item_00779,jelajahid,jelajahid_ord_00380,jelajahid_prod_0009,2,7120090
jelajahid_item_00780,jelajahid,jelajahid_ord_00380,jelajahid_prod_0020,2,6158918
jelajahid_item_00781,jelajahid,jelajahid_ord_00380,jelajahid_prod_0020,3,9238377
jelajahid_item_00782,jelajahid,jelajahid_ord_00381,jelajahid_prod_0015,4,14819860
jelajahid_item_00783,jelajahid,jelajahid_ord_00382,jelajahid_prod_0027,2,7424358
jelajahid_item_00784,jelajahid,jelajahid_ord_00383,jelajahid_prod_0029,4,3385792
jelajahid_item_00785,jelajahid,jelajahid_ord_00383,jelajahid_prod_0001,4,8811496
jelajahid_item_00786,jelajahid,jelajahid_ord_00384,jelajahid_prod_0012,2,2055328
jelajahid_item_00787,jelajahid,jelajahid_ord_00384,jelajahid_prod_0028,2,8862060
jelajahid_item_00788,jelajahid,jelajahid_ord_00385,jelajahid_prod_0033,3,10005525
jelajahid_item_00789,jelajahid,jelajahid_ord_00386,jelajahid_prod_0013,4,3153136
jelajahid_item_00790,jelajahid,jelajahid_ord_00387,jelajahid_prod_0024,4,4521308
jelajahid_item_00791,jelajahid,jelajahid_ord_00387,jelajahid_prod_0025,1,935701
jelajahid_item_00792,jelajahid,jelajahid_ord_00388,jelajahid_prod_0029,2,253934
jelajahid_item_00793,jelajahid,jelajahid_ord_00389,jelajahid_prod_0032,3,3428196
jelajahid_item_00794,jelajahid,jelajahid_ord_00390,jelajahid_prod_0028,1,4431030
jelajahid_item_00795,jelajahid,jelajahid_ord_00390,jelajahid_prod_0013,4,3153136
jelajahid_item_00796,jelajahid,jelajahid_ord_00391,jelajahid_prod_0006,1,3593171
jelajahid_item_00797,jelajahid,jelajahid_ord_00391,jelajahid_prod_0004,4,10327140
jelajahid_item_00798,jelajahid,jelajahid_ord_00391,jelajahid_prod_0018,4,15114204
jelajahid_item_00799,jelajahid,jelajahid_ord_00392,jelajahid_prod_0022,3,5728881
jelajahid_item_00800,jelajahid,jelajahid_ord_00393,jelajahid_prod_0007,2,8399332
jelajahid_item_00801,jelajahid,jelajahid_ord_00393,jelajahid_prod_0005,1,1852752
jelajahid_item_00802,jelajahid,jelajahid_ord_00394,jelajahid_prod_0022,3,5728881
jelajahid_item_00803,jelajahid,jelajahid_ord_00394,jelajahid_prod_0008,4,5066848
jelajahid_item_00804,jelajahid,jelajahid_ord_00394,jelajahid_prod_0026,2,8938190
jelajahid_item_00805,jelajahid,jelajahid_ord_00395,jelajahid_prod_0003,1,472318
jelajahid_item_00806,jelajahid,jelajahid_ord_00396,jelajahid_prod_0009,1,3560045
jelajahid_item_00807,jelajahid,jelajahid_ord_00397,jelajahid_prod_0025,3,2807103
jelajahid_item_00808,jelajahid,jelajahid_ord_00397,jelajahid_prod_0008,3,3800136
jelajahid_item_00809,jelajahid,jelajahid_ord_00397,jelajahid_prod_0003,4,1889272
jelajahid_item_00810,jelajahid,jelajahid_ord_00398,jelajahid_prod_0027,4,2227307
jelajahid_item_00811,jelajahid,jelajahid_ord_00398,jelajahid_prod_0030,1,366738
jelajahid_item_00812,jelajahid,jelajahid_ord_00398,jelajahid_prod_0006,4,2155903
jelajahid_item_00813,jelajahid,jelajahid_ord_00399,jelajahid_prod_0010,4,14246524
jelajahid_item_00814,jelajahid,jelajahid_ord_00400,jelajahid_prod_0009,1,3560045
jelajahid_item_00815,jelajahid,jelajahid_ord_00400,jelajahid_prod_0024,1,1130327
jelajahid_item_00816,jelajahid,jelajahid_ord_00400,jelajahid_prod_0021,4,15235908
jelajahid_item_00817,jelajahid,jelajahid_ord_00401,jelajahid_prod_0016,1,3425251
jelajahid_item_00818,jelajahid,jelajahid_ord_00401,jelajahid_prod_0014,2,5165644
jelajahid_item_00819,jelajahid,jelajahid_ord_00402,jelajahid_prod_0018,3,11335653
jelajahid_item_00820,jelajahid,jelajahid_ord_00402,jelajahid_prod_0011,1,983148
jelajahid_item_00821,jelajahid,jelajahid_ord_00402,jelajahid_prod_0002,4,16933172
jelajahid_item_00822,jelajahid,jelajahid_ord_00403,jelajahid_prod_0018,3,11335653
jelajahid_item_00823,jelajahid,jelajahid_ord_00403,jelajahid_prod_0022,3,5728881
jelajahid_item_00824,jelajahid,jelajahid_ord_00404,jelajahid_prod_0019,2,2829810
jelajahid_item_00825,jelajahid,jelajahid_ord_00405,jelajahid_prod_0017,2,1135099
jelajahid_item_00826,jelajahid,jelajahid_ord_00406,jelajahid_prod_0023,3,10661790
jelajahid_item_00827,jelajahid,jelajahid_ord_00406,jelajahid_prod_0021,1,3808977
jelajahid_item_00828,jelajahid,jelajahid_ord_00407,jelajahid_prod_0023,2,7107860
jelajahid_item_00829,jelajahid,jelajahid_ord_00407,jelajahid_prod_0022,4,7638508
jelajahid_item_00830,jelajahid,jelajahid_ord_00407,jelajahid_prod_0025,3,2807103
jelajahid_item_00831,jelajahid,jelajahid_ord_00408,jelajahid_prod_0011,1,147472
jelajahid_item_00832,jelajahid,jelajahid_ord_00408,jelajahid_prod_0026,2,1340729
jelajahid_item_00833,jelajahid,jelajahid_ord_00408,jelajahid_prod_0027,4,2227307
jelajahid_item_00834,jelajahid,jelajahid_ord_00409,jelajahid_prod_0016,1,3425251
jelajahid_item_00835,jelajahid,jelajahid_ord_00409,jelajahid_prod_0008,2,2533424
jelajahid_item_00836,jelajahid,jelajahid_ord_00410,jelajahid_prod_0031,1,1443466
jelajahid_item_00837,jelajahid,jelajahid_ord_00410,jelajahid_prod_0016,2,6850502
jelajahid_item_00838,jelajahid,jelajahid_ord_00411,jelajahid_prod_0004,1,2581785
jelajahid_item_00839,jelajahid,jelajahid_ord_00412,jelajahid_prod_0028,1,4431030
jelajahid_item_00840,jelajahid,jelajahid_ord_00412,jelajahid_prod_0031,3,4330398
jelajahid_item_00841,jelajahid,jelajahid_ord_00413,jelajahid_prod_0019,4,5659620
jelajahid_item_00842,jelajahid,jelajahid_ord_00413,jelajahid_prod_0001,3,6608622
jelajahid_item_00843,jelajahid,jelajahid_ord_00413,jelajahid_prod_0023,2,7107860
jelajahid_item_00844,jelajahid,jelajahid_ord_00414,jelajahid_prod_0007,3,1889850
jelajahid_item_00845,jelajahid,jelajahid_ord_00414,jelajahid_prod_0005,2,555826
jelajahid_item_00846,jelajahid,jelajahid_ord_00414,jelajahid_prod_0027,1,556827
jelajahid_item_00847,jelajahid,jelajahid_ord_00415,jelajahid_prod_0031,4,5773864
jelajahid_item_00848,jelajahid,jelajahid_ord_00415,jelajahid_prod_0002,1,4233293
jelajahid_item_00849,jelajahid,jelajahid_ord_00415,jelajahid_prod_0012,1,1027664
jelajahid_item_00850,jelajahid,jelajahid_ord_00416,jelajahid_prod_0020,2,6158918
jelajahid_item_00851,jelajahid,jelajahid_ord_00416,jelajahid_prod_0035,2,6472080
jelajahid_item_00852,jelajahid,jelajahid_ord_00417,jelajahid_prod_0030,1,2444919
jelajahid_item_00853,jelajahid,jelajahid_ord_00417,jelajahid_prod_0028,2,8862060
jelajahid_item_00854,jelajahid,jelajahid_ord_00418,jelajahid_prod_0022,4,7638508
jelajahid_item_00855,jelajahid,jelajahid_ord_00418,jelajahid_prod_0001,1,2202874
jelajahid_item_00856,jelajahid,jelajahid_ord_00419,jelajahid_prod_0015,1,3704965
jelajahid_item_00857,jelajahid,jelajahid_ord_00419,jelajahid_prod_0015,2,7409930
jelajahid_item_00858,jelajahid,jelajahid_ord_00419,jelajahid_prod_0011,4,3932592
jelajahid_item_00859,jelajahid,jelajahid_ord_00420,jelajahid_prod_0005,4,7411008
jelajahid_item_00860,jelajahid,jelajahid_ord_00421,jelajahid_prod_0032,4,685639
jelajahid_item_00861,jelajahid,jelajahid_ord_00421,jelajahid_prod_0024,2,339098
jelajahid_item_00862,jelajahid,jelajahid_ord_00421,jelajahid_prod_0035,3,1456218
jelajahid_item_00863,jelajahid,jelajahid_ord_00422,jelajahid_prod_0001,1,330431
jelajahid_item_00864,jelajahid,jelajahid_ord_00422,jelajahid_prod_0001,2,660862
jelajahid_item_00865,jelajahid,jelajahid_ord_00423,jelajahid_prod_0035,3,1456218
jelajahid_item_00866,jelajahid,jelajahid_ord_00424,jelajahid_prod_0031,1,216520
jelajahid_item_00867,jelajahid,jelajahid_ord_00424,jelajahid_prod_0030,2,733476
jelajahid_item_00868,jelajahid,jelajahid_ord_00424,jelajahid_prod_0009,4,2136027
jelajahid_item_00869,jelajahid,jelajahid_ord_00425,jelajahid_prod_0035,3,9708120
jelajahid_item_00870,jelajahid,jelajahid_ord_00425,jelajahid_prod_0010,3,10684893
jelajahid_item_00871,jelajahid,jelajahid_ord_00426,jelajahid_prod_0017,1,3783663
jelajahid_item_00872,jelajahid,jelajahid_ord_00426,jelajahid_prod_0019,3,4244715
jelajahid_item_00873,jelajahid,jelajahid_ord_00426,jelajahid_prod_0005,2,3705504
jelajahid_item_00874,jelajahid,jelajahid_ord_00427,jelajahid_prod_0016,3,10275753
jelajahid_item_00875,jelajahid,jelajahid_ord_00427,jelajahid_prod_0017,4,15134652
jelajahid_item_00876,jelajahid,jelajahid_ord_00428,jelajahid_prod_0025,1,935701
jelajahid_item_00877,jelajahid,jelajahid_ord_00428,jelajahid_prod_0015,4,14819860
jelajahid_item_00878,jelajahid,jelajahid_ord_00429,jelajahid_prod_0018,1,3778551
jelajahid_item_00879,jelajahid,jelajahid_ord_00430,jelajahid_prod_0015,4,14819860
jelajahid_item_00880,jelajahid,jelajahid_ord_00430,jelajahid_prod_0030,1,2444919
jelajahid_item_00881,jelajahid,jelajahid_ord_00431,jelajahid_prod_0016,2,6850502
jelajahid_item_00882,jelajahid,jelajahid_ord_00432,jelajahid_prod_0017,1,567549
jelajahid_item_00883,jelajahid,jelajahid_ord_00433,jelajahid_prod_0028,4,17724120
jelajahid_item_00884,jelajahid,jelajahid_ord_00433,jelajahid_prod_0027,3,11136537
jelajahid_item_00885,jelajahid,jelajahid_ord_00433,jelajahid_prod_0028,3,13293090
jelajahid_item_00886,jelajahid,jelajahid_ord_00434,jelajahid_prod_0007,4,16798664
jelajahid_item_00887,jelajahid,jelajahid_ord_00434,jelajahid_prod_0010,4,14246524
jelajahid_item_00888,jelajahid,jelajahid_ord_00434,jelajahid_prod_0017,4,15134652
jelajahid_item_00889,jelajahid,jelajahid_ord_00435,jelajahid_prod_0025,3,421065
jelajahid_item_00890,jelajahid,jelajahid_ord_00435,jelajahid_prod_0027,1,556827
jelajahid_item_00891,jelajahid,jelajahid_ord_00435,jelajahid_prod_0005,3,833738
jelajahid_item_00892,jelajahid,jelajahid_ord_00436,jelajahid_prod_0026,1,4469095
jelajahid_item_00893,jelajahid,jelajahid_ord_00436,jelajahid_prod_0020,3,9238377
jelajahid_item_00894,jelajahid,jelajahid_ord_00436,jelajahid_prod_0007,1,4199666
jelajahid_item_00895,jelajahid,jelajahid_ord_00437,jelajahid_prod_0019,2,424472
jelajahid_item_00896,jelajahid,jelajahid_ord_00437,jelajahid_prod_0028,2,1329309
jelajahid_item_00897,jelajahid,jelajahid_ord_00437,jelajahid_prod_0001,1,330431
jelajahid_item_00898,jelajahid,jelajahid_ord_00438,jelajahid_prod_0030,1,366738
jelajahid_item_00899,jelajahid,jelajahid_ord_00439,jelajahid_prod_0003,2,944636
jelajahid_item_00900,jelajahid,jelajahid_ord_00440,jelajahid_prod_0025,2,1871402
jelajahid_item_00901,jelajahid,jelajahid_ord_00440,jelajahid_prod_0007,4,16798664
jelajahid_item_00902,jelajahid,jelajahid_ord_00440,jelajahid_prod_0022,1,1909627
jelajahid_item_00903,jelajahid,jelajahid_ord_00441,jelajahid_prod_0020,3,9238377
jelajahid_item_00904,jelajahid,jelajahid_ord_00441,jelajahid_prod_0003,3,1416954
jelajahid_item_00905,jelajahid,jelajahid_ord_00442,jelajahid_prod_0007,3,12598998
jelajahid_item_00906,jelajahid,jelajahid_ord_00442,jelajahid_prod_0034,2,1479534
jelajahid_item_00907,jelajahid,jelajahid_ord_00442,jelajahid_prod_0025,1,935701
jelajahid_item_00908,jelajahid,jelajahid_ord_00443,jelajahid_prod_0014,4,10331288
jelajahid_item_00909,jelajahid,jelajahid_ord_00443,jelajahid_prod_0007,1,4199666
jelajahid_item_00910,jelajahid,jelajahid_ord_00444,jelajahid_prod_0006,3,10779513
jelajahid_item_00911,jelajahid,jelajahid_ord_00444,jelajahid_prod_0030,2,4889838
jelajahid_item_00912,jelajahid,jelajahid_ord_00444,jelajahid_prod_0011,4,3932592
jelajahid_item_00913,jelajahid,jelajahid_ord_00445,jelajahid_prod_0010,4,2136979
jelajahid_item_00914,jelajahid,jelajahid_ord_00446,jelajahid_prod_0019,3,4244715
jelajahid_item_00915,jelajahid,jelajahid_ord_00447,jelajahid_prod_0035,3,9708120
jelajahid_item_00916,jelajahid,jelajahid_ord_00448,jelajahid_prod_0021,3,11426931
jelajahid_item_00917,jelajahid,jelajahid_ord_00448,jelajahid_prod_0028,4,17724120
jelajahid_item_00918,jelajahid,jelajahid_ord_00448,jelajahid_prod_0002,2,8466586
jelajahid_item_00919,jelajahid,jelajahid_ord_00449,jelajahid_prod_0010,3,1602734
jelajahid_item_00920,jelajahid,jelajahid_ord_00449,jelajahid_prod_0024,4,678196
jelajahid_item_00921,jelajahid,jelajahid_ord_00450,jelajahid_prod_0018,2,7557102
jelajahid_item_00922,jelajahid,jelajahid_ord_00450,jelajahid_prod_0024,2,2260654
jelajahid_item_00923,jelajahid,jelajahid_ord_00450,jelajahid_prod_0031,3,4330398
jelajahid_item_00924,jelajahid,jelajahid_ord_00451,jelajahid_prod_0002,3,1904982
jelajahid_item_00925,jelajahid,jelajahid_ord_00451,jelajahid_prod_0020,1,461919
jelajahid_item_00926,jelajahid,jelajahid_ord_00451,jelajahid_prod_0029,4,507869
jelajahid_item_00927,jelajahid,jelajahid_ord_00452,jelajahid_prod_0009,1,534007
jelajahid_item_00928,jelajahid,jelajahid_ord_00452,jelajahid_prod_0024,1,169549
jelajahid_item_00929,jelajahid,jelajahid_ord_00452,jelajahid_prod_0021,3,1714040
jelajahid_item_00930,jelajahid,jelajahid_ord_00453,jelajahid_prod_0022,1,1909627
jelajahid_item_00931,jelajahid,jelajahid_ord_00454,jelajahid_prod_0008,2,2533424
jelajahid_item_00932,jelajahid,jelajahid_ord_00454,jelajahid_prod_0028,1,4431030
jelajahid_item_00933,jelajahid,jelajahid_ord_00454,jelajahid_prod_0003,4,1889272
jelajahid_item_00934,jelajahid,jelajahid_ord_00455,jelajahid_prod_0027,1,3712179
jelajahid_item_00935,jelajahid,jelajahid_ord_00455,jelajahid_prod_0008,2,2533424
jelajahid_item_00936,jelajahid,jelajahid_ord_00456,jelajahid_prod_0033,1,500276
jelajahid_item_00937,jelajahid,jelajahid_ord_00456,jelajahid_prod_0033,1,500276
jelajahid_item_00938,jelajahid,jelajahid_ord_00456,jelajahid_prod_0015,2,1111490
jelajahid_item_00939,jelajahid,jelajahid_ord_00457,jelajahid_prod_0016,1,3425251
jelajahid_item_00940,jelajahid,jelajahid_ord_00457,jelajahid_prod_0020,4,12317836
jelajahid_item_00941,jelajahid,jelajahid_ord_00457,jelajahid_prod_0033,2,6670350
jelajahid_item_00942,jelajahid,jelajahid_ord_00458,jelajahid_prod_0030,2,4889838
jelajahid_item_00943,jelajahid,jelajahid_ord_00458,jelajahid_prod_0020,4,12317836
jelajahid_item_00944,jelajahid,jelajahid_ord_00459,jelajahid_prod_0024,3,3390981
jelajahid_item_00945,jelajahid,jelajahid_ord_00460,jelajahid_prod_0003,3,1416954
jelajahid_item_00946,jelajahid,jelajahid_ord_00460,jelajahid_prod_0029,4,3385792
jelajahid_item_00947,jelajahid,jelajahid_ord_00461,jelajahid_prod_0002,2,1269988
jelajahid_item_00948,jelajahid,jelajahid_ord_00461,jelajahid_prod_0008,1,190007
jelajahid_item_00949,jelajahid,jelajahid_ord_00462,jelajahid_prod_0014,2,774847
jelajahid_item_00950,jelajahid,jelajahid_ord_00462,jelajahid_prod_0034,2,221930
jelajahid_item_00951,jelajahid,jelajahid_ord_00463,jelajahid_prod_0014,2,5165644
jelajahid_item_00952,jelajahid,jelajahid_ord_00463,jelajahid_prod_0009,1,3560045
jelajahid_item_00953,jelajahid,jelajahid_ord_00464,jelajahid_prod_0029,1,846448
jelajahid_item_00954,jelajahid,jelajahid_ord_00464,jelajahid_prod_0001,2,4405748
jelajahid_item_00955,jelajahid,jelajahid_ord_00465,jelajahid_prod_0004,1,387268
jelajahid_item_00956,jelajahid,jelajahid_ord_00466,jelajahid_prod_0014,1,387423
jelajahid_item_00957,jelajahid,jelajahid_ord_00466,jelajahid_prod_0030,1,366738
jelajahid_item_00958,jelajahid,jelajahid_ord_00466,jelajahid_prod_0004,1,387268
jelajahid_item_00959,jelajahid,jelajahid_ord_00467,jelajahid_prod_0004,2,5163570
jelajahid_item_00960,jelajahid,jelajahid_ord_00468,jelajahid_prod_0032,4,685639
jelajahid_item_00961,jelajahid,jelajahid_ord_00468,jelajahid_prod_0026,4,2681457
jelajahid_item_00962,jelajahid,jelajahid_ord_00469,jelajahid_prod_0017,2,7567326
jelajahid_item_00963,jelajahid,jelajahid_ord_00470,jelajahid_prod_0011,3,442417
jelajahid_item_00964,jelajahid,jelajahid_ord_00471,jelajahid_prod_0012,4,4110656
jelajahid_item_00965,jelajahid,jelajahid_ord_00471,jelajahid_prod_0001,2,4405748
jelajahid_item_00966,jelajahid,jelajahid_ord_00471,jelajahid_prod_0035,2,6472080
jelajahid_item_00967,jelajahid,jelajahid_ord_00472,jelajahid_prod_0014,3,7748466
jelajahid_item_00968,jelajahid,jelajahid_ord_00472,jelajahid_prod_0007,4,16798664
jelajahid_item_00969,jelajahid,jelajahid_ord_00472,jelajahid_prod_0007,1,4199666
jelajahid_item_00970,jelajahid,jelajahid_ord_00473,jelajahid_prod_0008,1,1266712
jelajahid_item_00971,jelajahid,jelajahid_ord_00473,jelajahid_prod_0015,3,11114895
jelajahid_item_00972,jelajahid,jelajahid_ord_00473,jelajahid_prod_0017,1,3783663
jelajahid_item_00973,jelajahid,jelajahid_ord_00474,jelajahid_prod_0010,4,14246524
jelajahid_item_00974,jelajahid,jelajahid_ord_00474,jelajahid_prod_0035,2,6472080
jelajahid_item_00975,jelajahid,jelajahid_ord_00474,jelajahid_prod_0001,1,2202874
jelajahid_item_00976,jelajahid,jelajahid_ord_00475,jelajahid_prod_0035,1,3236040
jelajahid_item_00977,jelajahid,jelajahid_ord_00475,jelajahid_prod_0013,3,2364852
jelajahid_item_00978,jelajahid,jelajahid_ord_00476,jelajahid_prod_0013,2,1576568
jelajahid_item_00979,jelajahid,jelajahid_ord_00476,jelajahid_prod_0016,4,13701004
jelajahid_item_00980,jelajahid,jelajahid_ord_00476,jelajahid_prod_0007,4,16798664
jelajahid_item_00981,jelajahid,jelajahid_ord_00477,jelajahid_prod_0017,3,1702648
jelajahid_item_00982,jelajahid,jelajahid_ord_00477,jelajahid_prod_0016,4,2055151
jelajahid_item_00983,jelajahid,jelajahid_ord_00477,jelajahid_prod_0021,3,1714040
jelajahid_item_00984,jelajahid,jelajahid_ord_00478,jelajahid_prod_0012,4,4110656
jelajahid_item_00985,jelajahid,jelajahid_ord_00479,jelajahid_prod_0016,3,1541363
