shipment_id,company_id,shipper_id,ship_date,shipment_status,revenue_idr
angkutprima_ord_00734,angkutprima,angkutprima_cust_0274,2025-11-02,completed,6418072
angkutprima_ord_00774,angkutprima,angkutprima_cust_0123,2025-11-02,completed,2364264
angkutprima_ord_00808,angkutprima,angkutprima_cust_0268,2025-11-02,completed,2851515
angkutprima_ord_00587,angkutprima,angkutprima_cust_0158,2025-11-03,completed,4817764
angkutprima_ord_00595,angkutprima,angkutprima_cust_0243,2025-11-03,completed,12087671
angkutprima_ord_00602,angkutprima,angkutprima_cust_0091,2025-11-03,completed,513002
angkutprima_ord_00616,angkutprima,angkutprima_cust_0025,2025-11-03,completed,22793652
angkutprima_ord_00641,angkutprima,angkutprima_cust_0077,2025-11-03,completed,11165766
angkutprima_ord_00659,angkutprima,angkutprima_cust_0004,2025-11-03,completed,23921574
angkutprima_ord_00705,angkutprima,angkutprima_cust_0139,2025-11-03,completed,7069674
angkutprima_ord_00736,angkutprima,angkutprima_cust_0247,2025-11-03,completed,2493355
angkutprima_ord_00748,angkutprima,angkutprima_cust_0282,2025-11-03,completed,10379290
angkutprima_ord_00768,angkutprima,angkutprima_cust_0136,2025-11-03,completed,687088
angkutprima_ord_00794,angkutprima,angkutprima_cust_0285,2025-11-03,completed,3209036
angkutprima_ord_00826,angkutprima,angkutprima_cust_0011,2025-11-03,completed,13550469
angkutprima_ord_00839,angkutprima,angkutprima_cust_0190,2025-11-03,completed,171772
angkutprima_ord_00603,angkutprima,angkutprima_cust_0171,2025-11-04,completed,9748600
angkutprima_ord_00628,angkutprima,angkutprima_cust_0065,2025-11-04,completed,298073
angkutprima_ord_00630,angkutprima,angkutprima_cust_0042,2025-11-04,completed,8091614
angkutprima_ord_00687,angkutprima,angkutprima_cust_0107,2025-11-04,completed,11045975
angkutprima_ord_00721,angkutprima,angkutprima_cust_0120,2025-11-04,completed,13959334
angkutprima_ord_00797,angkutprima,angkutprima_cust_0290,2025-11-04,cancelled,1524879
angkutprima_ord_00563,angkutprima,angkutprima_cust_0058,2025-11-05,completed,607968
angkutprima_ord_00568,angkutprima,angkutprima_cust_0020,2025-11-05,cancelled,2991614
angkutprima_ord_00585,angkutprima,angkutprima_cust_0296,2025-11-05,completed,3773727
angkutprima_ord_00614,angkutprima,angkutprima_cust_0096,2025-11-05,cancelled,3559655
angkutprima_ord_00720,angkutprima,angkutprima_cust_0228,2025-11-05,cancelled,594183
angkutprima_ord_00767,angkutprima,angkutprima_cust_0096,2025-11-05,completed,10256540
angkutprima_ord_00795,angkutprima,angkutprima_cust_0049,2025-11-05,completed,6477036
angkutprima_ord_00838,angkutprima,angkutprima_cust_0206,2025-11-05,completed,15616415
angkutprima_ord_00567,angkutprima,angkutprima_cust_0190,2025-11-06,completed,15476219
angkutprima_ord_00581,angkutprima,angkutprima_cust_0124,2025-11-06,completed,4784406
angkutprima_ord_00582,angkutprima,angkutprima_cust_0169,2025-11-06,completed,1957724
angkutprima_ord_00613,angkutprima,angkutprima_cust_0010,2025-11-06,completed,3961218
angkutprima_ord_00662,angkutprima,angkutprima_cust_0286,2025-11-06,cancelled,1045709
angkutprima_ord_00716,angkutprima,angkutprima_cust_0244,2025-11-06,completed,1957724
angkutprima_ord_00732,angkutprima,angkutprima_cust_0226,2025-11-06,cancelled,1664114
angkutprima_ord_00741,angkutprima,angkutprima_cust_0163,2025-11-06,completed,24093710
angkutprima_ord_00753,angkutprima,angkutprima_cust_0190,2025-11-06,completed,4092869
angkutprima_ord_00757,angkutprima,angkutprima_cust_0119,2025-11-06,cancelled,1167755
angkutprima_ord_00802,angkutprima,angkutprima_cust_0105,2025-11-06,completed,19751421
angkutprima_ord_00810,angkutprima,angkutprima_cust_0202,2025-11-06,completed,15488347
angkutprima_ord_00814,angkutprima,angkutprima_cust_0250,2025-11-06,completed,8594410
angkutprima_ord_00828,angkutprima,angkutprima_cust_0091,2025-11-06,completed,19333953
angkutprima_ord_00559,angkutprima,angkutprima_cust_0264,2025-11-07,completed,6813118
angkutprima_ord_00586,angkutprima,angkutprima_cust_0035,2025-11-07,cancelled,1500441
angkutprima_ord_00592,angkutprima,angkutprima_cust_0013,2025-11-07,completed,4143858
angkutprima_ord_00661,angkutprima,angkutprima_cust_0158,2025-11-07,completed,1591893
angkutprima_ord_00680,angkutprima,angkutprima_cust_0216,2025-11-07,completed,3669886
angkutprima_ord_00709,angkutprima,angkutprima_cust_0044,2025-11-07,completed,2311600
angkutprima_ord_00740,angkutprima,angkutprima_cust_0040,2025-11-07,completed,1155800
angkutprima_ord_00822,angkutprima,angkutprima_cust_0056,2025-11-07,completed,9174715
angkutprima_ord_00829,angkutprima,angkutprima_cust_0271,2025-11-07,cancelled,824308
angkutprima_ord_00848,angkutprima,angkutprima_cust_0005,2025-11-07,completed,7204548
angkutprima_ord_00615,angkutprima,angkutprima_cust_0184,2025-11-08,completed,4051814
angkutprima_ord_00623,angkutprima,angkutprima_cust_0137,2025-11-08,completed,8349232
angkutprima_ord_00629,angkutprima,angkutprima_cust_0252,2025-11-08,cancelled,1104567
angkutprima_ord_00700,angkutprima,angkutprima_cust_0023,2025-11-08,completed,5404559
angkutprima_ord_00789,angkutprima,angkutprima_cust_0185,2025-11-08,completed,11847392
angkutprima_ord_00801,angkutprima,angkutprima_cust_0131,2025-11-08,completed,11562199
angkutprima_ord_00817,angkutprima,angkutprima_cust_0056,2025-11-08,completed,16059272
angkutprima_ord_00857,angkutprima,angkutprima_cust_0088,2025-11-08,completed,3749708
angkutprima_ord_00625,angkutprima,angkutprima_cust_0274,2025-11-09,completed,4222427
angkutprima_ord_00653,angkutprima,angkutprima_cust_0048,2025-11-09,completed,6144157
angkutprima_ord_00654,angkutprima,angkutprima_cust_0240,2025-11-09,completed,16897066
angkutprima_ord_00676,angkutprima,angkutprima_cust_0224,2025-11-09,completed,9644944
angkutprima_ord_00699,angkutprima,angkutprima_cust_0234,2025-11-09,cancelled,3081452
angkutprima_ord_00727,angkutprima,angkutprima_cust_0062,2025-11-09,completed,12431574
angkutprima_ord_00744,angkutprima,angkutprima_cust_0027,2025-11-09,completed,15811781
angkutprima_ord_00761,angkutprima,angkutprima_cust_0073,2025-11-09,completed,4552303
angkutprima_ord_00804,angkutprima,angkutprima_cust_0262,2025-11-09,completed,2522031
angkutprima_ord_00806,angkutprima,angkutprima_cust_0021,2025-11-09,completed,7480065
angkutprima_ord_00841,angkutprima,angkutprima_cust_0104,2025-11-09,completed,3467400
angkutprima_ord_00597,angkutprima,angkutprima_cust_0086,2025-11-10,cancelled,702977
angkutprima_ord_00733,angkutprima,angkutprima_cust_0028,2025-11-10,completed,6337575
angkutprima_ord_00743,angkutprima,angkutprima_cust_0244,2025-11-10,completed,10226344
angkutprima_ord_00784,angkutprima,angkutprima_cust_0168,2025-11-10,completed,1123284
angkutprima_ord_00803,angkutprima,angkutprima_cust_0035,2025-11-10,completed,11425314
angkutprima_ord_00853,angkutprima,angkutprima_cust_0118,2025-11-10,completed,7499416
angkutprima_ord_00571,angkutprima,angkutprima_cust_0171,2025-11-11,cancelled,2533456
angkutprima_ord_00621,angkutprima,angkutprima_cust_0188,2025-11-11,completed,12832158
angkutprima_ord_00634,angkutprima,angkutprima_cust_0050,2025-11-11,completed,21685496
angkutprima_ord_00701,angkutprima,angkutprima_cust_0118,2025-11-11,completed,18262020
angkutprima_ord_00726,angkutprima,angkutprima_cust_0153,2025-11-11,cancelled,2687923
angkutprima_ord_00738,angkutprima,angkutprima_cust_0100,2025-11-11,completed,4775679
angkutprima_ord_00756,angkutprima,angkutprima_cust_0140,2025-11-11,completed,1026004
angkutprima_ord_00758,angkutprima,angkutprima_cust_0286,2025-11-11,completed,14995768
angkutprima_ord_00572,angkutprima,angkutprima_cust_0130,2025-11-12,completed,5132115
angkutprima_ord_00575,angkutprima,angkutprima_cust_0098,2025-11-12,completed,7746914
angkutprima_ord_00632,angkutprima,angkutprima_cust_0103,2025-11-12,completed,1313720
angkutprima_ord_00639,angkutprima,angkutprima_cust_0251,2025-11-12,cancelled,178844
angkutprima_ord_00665,angkutprima,angkutprima_cust_0158,2025-11-12,completed,3688038
angkutprima_ord_00678,angkutprima,angkutprima_cust_0099,2025-11-12,completed,3209036
angkutprima_ord_00703,angkutprima,angkutprima_cust_0247,2025-11-12,cancelled,188686
angkutprima_ord_00725,angkutprima,angkutprima_cust_0050,2025-11-12,completed,6340420
angkutprima_ord_00730,angkutprima,angkutprima_cust_0041,2025-11-12,completed,8972229
angkutprima_ord_00792,angkutprima,angkutprima_cust_0245,2025-11-12,cancelled,395737
angkutprima_ord_00796,angkutprima,angkutprima_cust_0291,2025-11-12,cancelled,765616
angkutprima_ord_00800,angkutprima,angkutprima_cust_0292,2025-11-12,completed,14707161
angkutprima_ord_00811,angkutprima,angkutprima_cust_0105,2025-11-12,completed,17284264
angkutprima_ord_00554,angkutprima,angkutprima_cust_0084,2025-11-13,cancelled,754745
angkutprima_ord_00565,angkutprima,angkutprima_cust_0299,2025-11-13,completed,5864474
angkutprima_ord_00578,angkutprima,angkutprima_cust_0275,2025-11-13,completed,12082099
angkutprima_ord_00588,angkutprima,angkutprima_cust_0179,2025-11-13,completed,18591858
angkutprima_ord_00644,angkutprima,angkutprima_cust_0225,2025-11-13,cancelled,1310232
angkutprima_ord_00673,angkutprima,angkutprima_cust_0234,2025-11-13,completed,22208186
angkutprima_ord_00754,angkutprima,angkutprima_cust_0296,2025-11-13,completed,13149834
angkutprima_ord_00760,angkutprima,angkutprima_cust_0127,2025-11-13,completed,8554545
angkutprima_ord_00775,angkutprima,angkutprima_cust_0039,2025-11-13,completed,9748600
angkutprima_ord_00843,angkutprima,angkutprima_cust_0227,2025-11-13,completed,591066
angkutprima_ord_00596,angkutprima,angkutprima_cust_0111,2025-11-14,completed,3159208
angkutprima_ord_00618,angkutprima,angkutprima_cust_0081,2025-11-14,completed,20076053
angkutprima_ord_00626,angkutprima,angkutprima_cust_0108,2025-11-14,completed,12155442
angkutprima_ord_00652,angkutprima,angkutprima_cust_0175,2025-11-14,completed,12636832
angkutprima_ord_00664,angkutprima,angkutprima_cust_0271,2025-11-14,cancelled,3207881
angkutprima_ord_00667,angkutprima,angkutprima_cust_0219,2025-11-14,completed,22138735
angkutprima_ord_00672,angkutprima,angkutprima_cust_0106,2025-11-14,completed,11247423
angkutprima_ord_00677,angkutprima,angkutprima_cust_0161,2025-11-14,cancelled,1636500
angkutprima_ord_00715,angkutprima,angkutprima_cust_0096,2025-11-14,completed,343544
angkutprima_ord_00746,angkutprima,angkutprima_cust_0002,2025-11-14,completed,11804217
angkutprima_ord_00799,angkutprima,angkutprima_cust_0054,2025-11-14,completed,15599412
angkutprima_ord_00824,angkutprima,angkutprima_cust_0247,2025-11-14,completed,5574864
angkutprima_ord_00833,angkutprima,angkutprima_cust_0283,2025-11-14,completed,5708400
angkutprima_ord_00835,angkutprima,angkutprima_cust_0261,2025-11-14,completed,15603044
angkutprima_ord_00837,angkutprima,angkutprima_cust_0044,2025-11-14,cancelled,2373339
angkutprima_ord_00855,angkutprima,angkutprima_cust_0018,2025-11-14,completed,7231839
angkutprima_ord_00584,angkutprima,angkutprima_cust_0279,2025-11-15,completed,18303145
angkutprima_ord_00633,angkutprima,angkutprima_cust_0143,2025-11-15,completed,19300896
angkutprima_ord_00635,angkutprima,angkutprima_cust_0066,2025-11-15,cancelled,169628
angkutprima_ord_00666,angkutprima,angkutprima_cust_0046,2025-11-15,cancelled,1095842
angkutprima_ord_00669,angkutprima,angkutprima_cust_0289,2025-11-15,completed,7922436
angkutprima_ord_00670,angkutprima,angkutprima_cust_0013,2025-11-15,completed,23603934
angkutprima_ord_00685,angkutprima,angkutprima_cust_0152,2025-11-15,cancelled,2427974
angkutprima_ord_00691,angkutprima,angkutprima_cust_0101,2025-11-15,completed,3964145
angkutprima_ord_00728,angkutprima,angkutprima_cust_0274,2025-11-15,cancelled,947762
angkutprima_ord_00781,angkutprima,angkutprima_cust_0266,2025-11-15,cancelled,1420077
angkutprima_ord_00849,angkutprima,angkutprima_cust_0187,2025-11-15,cancelled,633364
angkutprima_ord_00579,angkutprima,angkutprima_cust_0109,2025-11-16,cancelled,1895525
angkutprima_ord_00696,angkutprima,angkutprima_cust_0089,2025-11-16,completed,9641040
angkutprima_ord_00787,angkutprima,angkutprima_cust_0147,2025-11-16,cancelled,3512442
angkutprima_ord_00858,angkutprima,angkutprima_cust_0159,2025-11-16,completed,9039491
angkutprima_ord_00556,angkutprima,angkutprima_cust_0145,2025-11-17,cancelled,973856
angkutprima_ord_00600,angkutprima,angkutprima_cust_0263,2025-11-17,completed,1957724
angkutprima_ord_00637,angkutprima,angkutprima_cust_0067,2025-11-17,cancelled,188222
angkutprima_ord_00675,angkutprima,angkutprima_cust_0282,2025-11-17,completed,14404195
angkutprima_ord_00686,angkutprima,angkutprima_cust_0084,2025-11-17,completed,12636832
angkutprima_ord_00724,angkutprima,angkutprima_cust_0066,2025-11-17,completed,1957724
angkutprima_ord_00747,angkutprima,angkutprima_cust_0005,2025-11-17,completed,2138927
angkutprima_ord_00777,angkutprima,angkutprima_cust_0043,2025-11-17,completed,19966191
angkutprima_ord_00832,angkutprima,angkutprima_cust_0045,2025-11-17,completed,12644873
angkutprima_ord_00573,angkutprima,angkutprima_cust_0103,2025-11-18,completed,7339772
angkutprima_ord_00598,angkutprima,angkutprima_cust_0107,2025-11-18,completed,7725815
angkutprima_ord_00638,angkutprima,angkutprima_cust_0031,2025-11-18,completed,1468293
angkutprima_ord_00640,angkutprima,angkutprima_cust_0159,2025-11-18,cancelled,2533456
angkutprima_ord_00647,angkutprima,angkutprima_cust_0232,2025-11-18,completed,17656346
angkutprima_ord_00658,angkutprima,angkutprima_cust_0030,2025-11-18,completed,3467400
angkutprima_ord_00769,angkutprima,angkutprima_cust_0261,2025-11-18,completed,8742739
angkutprima_ord_00825,angkutprima,angkutprima_cust_0256,2025-11-18,completed,9570245
angkutprima_ord_00847,angkutprima,angkutprima_cust_0189,2025-11-18,completed,9818061
angkutprima_ord_00594,angkutprima,angkutprima_cust_0200,2025-11-19,cancelled,2010125
angkutprima_ord_00643,angkutprima,angkutprima_cust_0141,2025-11-19,cancelled,947762
angkutprima_ord_00714,angkutprima,angkutprima_cust_0164,2025-11-19,cancelled,166925
angkutprima_ord_00729,angkutprima,angkutprima_cust_0206,2025-11-19,completed,6367572
angkutprima_ord_00739,angkutprima,angkutprima_cust_0246,2025-11-19,completed,11620371
angkutprima_ord_00752,angkutprima,angkutprima_cust_0064,2025-11-19,completed,23215528
angkutprima_ord_00755,angkutprima,angkutprima_cust_0080,2025-11-19,completed,11858144
angkutprima_ord_00772,angkutprima,angkutprima_cust_0297,2025-11-19,cancelled,89422
angkutprima_ord_00786,angkutprima,angkutprima_cust_0169,2025-11-19,completed,11647550
angkutprima_ord_00854,angkutprima,angkutprima_cust_0053,2025-11-19,completed,3961218
angkutprima_ord_00562,angkutprima,angkutprima_cust_0261,2025-11-20,cancelled,1421644
angkutprima_ord_00564,angkutprima,angkutprima_cust_0085,2025-11-20,completed,1711220
angkutprima_ord_00601,angkutprima,angkutprima_cust_0197,2025-11-20,completed,12209054
angkutprima_ord_00610,angkutprima,angkutprima_cust_0178,2025-11-20,completed,2553870
angkutprima_ord_00622,angkutprima,angkutprima_cust_0157,2025-11-20,completed,1192292
angkutprima_ord_00645,angkutprima,angkutprima_cust_0115,2025-11-20,completed,7570810
angkutprima_ord_00650,angkutprima,angkutprima_cust_0181,2025-11-20,completed,11749604
angkutprima_ord_00663,angkutprima,angkutprima_cust_0239,2025-11-20,cancelled,955311
angkutprima_ord_00698,angkutprima,angkutprima_cust_0098,2025-11-20,completed,591066
angkutprima_ord_00710,angkutprima,angkutprima_cust_0031,2025-11-20,completed,8700094
angkutprima_ord_00723,angkutprima,angkutprima_cust_0119,2025-11-20,cancelled,2978651
angkutprima_ord_00745,angkutprima,angkutprima_cust_0165,2025-11-20,completed,17724476
angkutprima_ord_00813,angkutprima,angkutprima_cust_0082,2025-11-20,completed,27032790
angkutprima_ord_00818,angkutprima,angkutprima_cust_0113,2025-11-20,completed,4775679
angkutprima_ord_00819,angkutprima,angkutprima_cust_0276,2025-11-20,completed,11883654
angkutprima_ord_00846,angkutprima,angkutprima_cust_0198,2025-11-20,completed,7204548
angkutprima_ord_00583,angkutprima,angkutprima_cust_0104,2025-11-21,completed,15844872
angkutprima_ord_00599,angkutprima,angkutprima_cust_0253,2025-11-21,completed,13648522
angkutprima_ord_00611,angkutprima,angkutprima_cust_0132,2025-11-21,cancelled,3065926
angkutprima_ord_00649,angkutprima,angkutprima_cust_0028,2025-11-21,completed,25758019
angkutprima_ord_00656,angkutprima,angkutprima_cust_0012,2025-11-21,completed,1773198
angkutprima_ord_00702,angkutprima,angkutprima_cust_0115,2025-11-21,completed,20453085
angkutprima_ord_00718,angkutprima,angkutprima_cust_0264,2025-11-21,cancelled,307801
angkutprima_ord_00827,angkutprima,angkutprima_cust_0169,2025-11-21,cancelled,1737531
angkutprima_ord_00836,angkutprima,angkutprima_cust_0037,2025-11-21,cancelled,897223
angkutprima_ord_00842,angkutprima,angkutprima_cust_0069,2025-11-21,completed,489431
angkutprima_ord_00609,angkutprima,angkutprima_cust_0121,2025-11-22,cancelled,2324074
angkutprima_ord_00619,angkutprima,angkutprima_cust_0146,2025-11-22,completed,19383070
angkutprima_ord_00674,angkutprima,angkutprima_cust_0126,2025-11-22,completed,4051814
angkutprima_ord_00684,angkutprima,angkutprima_cust_0054,2025-11-22,completed,1711220
angkutprima_ord_00688,angkutprima,angkutprima_cust_0076,2025-11-22,completed,20827213
angkutprima_ord_00751,angkutprima,angkutprima_cust_0040,2025-11-22,completed,4623200
angkutprima_ord_00788,angkutprima,angkutprima_cust_0041,2025-11-22,completed,3467400
angkutprima_ord_00791,angkutprima,angkutprima_cust_0006,2025-11-22,completed,5648976
angkutprima_ord_00798,angkutprima,angkutprima_cust_0029,2025-11-22,completed,34611584
angkutprima_ord_00844,angkutprima,angkutprima_cust_0218,2025-11-22,completed,1313720
angkutprima_ord_00851,angkutprima,angkutprima_cust_0071,2025-11-22,completed,8041166
angkutprima_ord_00558,angkutprima,angkutprima_cust_0132,2025-11-23,completed,8508651
angkutprima_ord_00589,angkutprima,angkutprima_cust_0010,2025-11-23,completed,8649136
angkutprima_ord_00605,angkutprima,angkutprima_cust_0126,2025-11-23,completed,6298688
angkutprima_ord_00620,angkutprima,angkutprima_cust_0227,2025-11-23,completed,8319866
angkutprima_ord_00648,angkutprima,angkutprima_cust_0033,2025-11-23,completed,591066
angkutprima_ord_00668,angkutprima,angkutprima_cust_0107,2025-11-23,completed,985290
angkutprima_ord_00689,angkutprima,angkutprima_cust_0048,2025-11-23,completed,2052008
angkutprima_ord_00713,angkutprima,angkutprima_cust_0061,2025-11-23,completed,12393934
angkutprima_ord_00719,angkutprima,angkutprima_cust_0031,2025-11-23,completed,20525464
angkutprima_ord_00737,angkutprima,angkutprima_cust_0286,2025-11-23,completed,2515818
angkutprima_ord_00762,angkutprima,angkutprima_cust_0118,2025-11-23,completed,26695992
angkutprima_ord_00770,angkutprima,angkutprima_cust_0274,2025-11-23,completed,9973420
angkutprima_ord_00845,angkutprima,angkutprima_cust_0171,2025-11-23,completed,6400971
angkutprima_ord_00593,angkutprima,angkutprima_cust_0239,2025-11-24,completed,8520208
angkutprima_ord_00651,angkutprima,angkutprima_cust_0295,2025-11-24,completed,10778850
angkutprima_ord_00735,angkutprima,angkutprima_cust_0207,2025-11-24,cancelled,1266728
angkutprima_ord_00764,angkutprima,angkutprima_cust_0252,2025-11-24,completed,16957689
angkutprima_ord_00793,angkutprima,angkutprima_cust_0108,2025-11-24,completed,16166672
angkutprima_ord_00830,angkutprima,angkutprima_cust_0019,2025-11-24,completed,12690544
angkutprima_ord_00834,angkutprima,angkutprima_cust_0260,2025-11-24,cancelled,68396
angkutprima_ord_00553,angkutprima,angkutprima_cust_0237,2025-11-25,cancelled,594183
angkutprima_ord_00576,angkutprima,angkutprima_cust_0179,2025-11-25,completed,15246098
angkutprima_ord_00590,angkutprima,angkutprima_cust_0285,2025-11-25,completed,1834943
angkutprima_ord_00631,angkutprima,angkutprima_cust_0188,2025-11-25,completed,13802488
angkutprima_ord_00636,angkutprima,angkutprima_cust_0068,2025-11-25,completed,12096348
angkutprima_ord_00681,angkutprima,angkutprima_cust_0222,2025-11-25,cancelled,293659
angkutprima_ord_00692,angkutprima,angkutprima_cust_0078,2025-11-25,completed,7244456
angkutprima_ord_00708,angkutprima,angkutprima_cust_0015,2025-11-25,cancelled,2225878
angkutprima_ord_00812,angkutprima,angkutprima_cust_0040,2025-11-25,completed,6563641
angkutprima_ord_00557,angkutprima,angkutprima_cust_0137,2025-11-26,completed,10177005
angkutprima_ord_00566,angkutprima,angkutprima_cust_0291,2025-11-26,completed,10847127
angkutprima_ord_00569,angkutprima,angkutprima_cust_0258,2025-11-26,completed,20079946
angkutprima_ord_00627,angkutprima,angkutprima_cust_0215,2025-11-26,completed,9302877
angkutprima_ord_00683,angkutprima,angkutprima_cust_0235,2025-11-26,cancelled,1214976
angkutprima_ord_00694,angkutprima,angkutprima_cust_0230,2025-11-26,completed,687088
angkutprima_ord_00712,angkutprima,angkutprima_cust_0215,2025-11-26,completed,1182132
angkutprima_ord_00722,angkutprima,angkutprima_cust_0180,2025-11-26,completed,3749708
angkutprima_ord_00759,angkutprima,angkutprima_cust_0243,2025-11-26,completed,489431
angkutprima_ord_00807,angkutprima,angkutprima_cust_0234,2025-11-26,completed,6231678
angkutprima_ord_00816,angkutprima,angkutprima_cust_0052,2025-11-26,completed,22834380
angkutprima_ord_00831,angkutprima,angkutprima_cust_0151,2025-11-26,completed,14464334
angkutprima_ord_00624,angkutprima,angkutprima_cust_0289,2025-11-27,completed,7311450
angkutprima_ord_00655,angkutprima,angkutprima_cust_0233,2025-11-27,completed,30832261
angkutprima_ord_00707,angkutprima,angkutprima_cust_0184,2025-11-27,completed,8182425
angkutprima_ord_00717,angkutprima,angkutprima_cust_0228,2025-11-27,completed,10061352
angkutprima_ord_00749,angkutprima,angkutprima_cust_0185,2025-11-27,completed,15376943
angkutprima_ord_00750,angkutprima,angkutprima_cust_0011,2025-11-27,cancelled,3276557
angkutprima_ord_00771,angkutprima,angkutprima_cust_0150,2025-11-27,completed,3749708
angkutprima_ord_00773,angkutprima,angkutprima_cust_0278,2025-11-27,cancelled,1024051
angkutprima_ord_00783,angkutprima,angkutprima_cust_0150,2025-11-27,completed,13418486
angkutprima_ord_00790,angkutprima,angkutprima_cust_0125,2025-11-27,completed,4986710
angkutprima_ord_00820,angkutprima,angkutprima_cust_0282,2025-11-27,completed,2651240
angkutprima_ord_00856,angkutprima,angkutprima_cust_0130,2025-11-27,completed,6474722
angkutprima_ord_00555,angkutprima,angkutprima_cust_0053,2025-11-28,completed,328430
angkutprima_ord_00570,angkutprima,angkutprima_cust_0285,2025-11-28,completed,9285920
angkutprima_ord_00577,angkutprima,angkutprima_cust_0067,2025-11-28,completed,12667281
angkutprima_ord_00660,angkutprima,angkutprima_cust_0097,2025-11-28,completed,33213648
angkutprima_ord_00682,angkutprima,angkutprima_cust_0068,2025-11-28,completed,16189207
angkutprima_ord_00706,angkutprima,angkutprima_cust_0047,2025-11-28,cancelled,2097695
angkutprima_ord_00779,angkutprima,angkutprima_cust_0058,2025-11-28,completed,2515818
angkutprima_ord_00805,angkutprima,angkutprima_cust_0281,2025-11-28,cancelled,607772
angkutprima_ord_00823,angkutprima,angkutprima_cust_0146,2025-11-28,completed,2052008
angkutprima_ord_00850,angkutprima,angkutprima_cust_0137,2025-11-28,completed,24529158
angkutprima_ord_00560,angkutprima,angkutprima_cust_0154,2025-11-29,completed,8522684
angkutprima_ord_00606,angkutprima,angkutprima_cust_0063,2025-11-29,completed,5290694
angkutprima_ord_00607,angkutprima,angkutprima_cust_0016,2025-11-29,completed,19225680
angkutprima_ord_00617,angkutprima,angkutprima_cust_0288,2025-11-29,completed,5741628
angkutprima_ord_00679,angkutprima,angkutprima_cust_0125,2025-11-29,completed,22280879
angkutprima_ord_00697,angkutprima,angkutprima_cust_0197,2025-11-29,cancelled,1772859
angkutprima_ord_00704,angkutprima,angkutprima_cust_0287,2025-11-29,completed,6367572
angkutprima_ord_00776,angkutprima,angkutprima_cust_0268,2025-11-29,cancelled,4656200
angkutprima_ord_00778,angkutprima,angkutprima_cust_0098,2025-11-29,completed,9629616
angkutprima_ord_00782,angkutprima,angkutprima_cust_0042,2025-11-29,cancelled,1986520
angkutprima_ord_00809,angkutprima,angkutprima_cust_0043,2025-11-29,completed,10552992
angkutprima_ord_00821,angkutprima,angkutprima_cust_0230,2025-11-29,completed,513002
angkutprima_ord_00608,angkutprima,angkutprima_cust_0267,2025-11-30,completed,9339696
angkutprima_ord_00671,angkutprima,angkutprima_cust_0267,2025-11-30,cancelled,877943
angkutprima_ord_00711,angkutprima,angkutprima_cust_0255,2025-11-30,completed,18052408
angkutprima_ord_00765,angkutprima,angkutprima_cust_0207,2025-11-30,completed,8743554
angkutprima_ord_00785,angkutprima,angkutprima_cust_0106,2025-11-30,completed,3669886
angkutprima_ord_00840,angkutprima,angkutprima_cust_0235,2025-11-30,completed,14340511
angkutprima_ord_00912,angkutprima,angkutprima_cust_0018,2025-12-01,completed,7311450
angkutprima_ord_00923,angkutprima,angkutprima_cust_0157,2025-12-01,completed,16956864
angkutprima_ord_00943,angkutprima,angkutprima_cust_0057,2025-12-01,completed,5317325
angkutprima_ord_00998,angkutprima,angkutprima_cust_0131,2025-12-01,cancelled,1985493
angkutprima_ord_01028,angkutprima,angkutprima_cust_0082,2025-12-01,completed,13232776
angkutprima_ord_01121,angkutprima,angkutprima_cust_0067,2025-12-01,completed,6545169
angkutprima_ord_00888,angkutprima,angkutprima_cust_0261,2025-12-02,completed,22404542
angkutprima_ord_00981,angkutprima,angkutprima_cust_0092,2025-12-02,cancelled,1208359
angkutprima_ord_01041,angkutprima,angkutprima_cust_0043,2025-12-02,completed,10136052
angkutprima_ord_01042,angkutprima,angkutprima_cust_0058,2025-12-02,cancelled,2123066
angkutprima_ord_01068,angkutprima,angkutprima_cust_0053,2025-12-02,completed,5573300
angkutprima_ord_01105,angkutprima,angkutprima_cust_0087,2025-12-02,completed,19613626
angkutprima_ord_01123,angkutprima,angkutprima_cust_0003,2025-12-02,cancelled,1096718
angkutprima_ord_00890,angkutprima,angkutprima_cust_0213,2025-12-03,completed,16256666
angkutprima_ord_00936,angkutprima,angkutprima_cust_0138,2025-12-03,cancelled,459028
angkutprima_ord_00989,angkutprima,angkutprima_cust_0165,2025-12-03,completed,8912066
angkutprima_ord_00990,angkutprima,angkutprima_cust_0189,2025-12-03,completed,3764439
angkutprima_ord_00993,angkutprima,angkutprima_cust_0273,2025-12-03,completed,24416248
angkutprima_ord_01077,angkutprima,angkutprima_cust_0169,2025-12-03,completed,15844872
angkutprima_ord_01094,angkutprima,angkutprima_cust_0104,2025-12-03,completed,23687321
angkutprima_ord_01104,angkutprima,angkutprima_cust_0183,2025-12-03,completed,7311450
angkutprima_ord_00862,angkutprima,angkutprima_cust_0029,2025-12-04,completed,3602274
angkutprima_ord_00995,angkutprima,angkutprima_cust_0008,2025-12-04,cancelled,1520173
angkutprima_ord_01000,angkutprima,angkutprima_cust_0013,2025-12-04,completed,9176020
angkutprima_ord_01065,angkutprima,angkutprima_cust_0254,2025-12-04,completed,2751089
angkutprima_ord_01090,angkutprima,angkutprima_cust_0247,2025-12-04,completed,19171560
angkutprima_ord_00884,angkutprima,angkutprima_cust_0044,2025-12-05,completed,5033686
angkutprima_ord_00933,angkutprima,angkutprima_cust_0003,2025-12-05,completed,16472690
