parcel_id,company_id,shipment_id,service_sku,parcels,charge_idr
angkutprima_item_01286,angkutprima,angkutprima_ord_00660,angkutprima_prod_0029,4,15493828
angkutprima_item_01287,angkutprima,angkutprima_ord_00660,angkutprima_prod_0001,4,7339772
angkutprima_item_01288,angkutprima,angkutprima_ord_00661,angkutprima_prod_0025,1,1591893
angkutprima_item_01289,angkutprima,angkutprima_ord_00662,angkutprima_prod_0017,1,310789
angkutprima_item_01290,angkutprima,angkutprima_ord_00662,angkutprima_prod_0011,2,153901
angkutprima_item_01291,angkutprima,angkutprima_ord_00662,angkutprima_prod_0029,1,581019
angkutprima_item_01292,angkutprima,angkutprima_ord_00663,angkutprima_prod_0020,3,566059
angkutprima_item_01293,angkutprima,angkutprima_ord_00663,angkutprima_prod_0023,1,389252
angkutprima_item_01294,angkutprima,angkutprima_ord_00664,angkutprima_prod_0008,1,256683
angkutprima_item_01295,angkutprima,angkutprima_ord_00664,angkutprima_prod_0016,3,520110
angkutprima_item_01296,angkutprima,angkutprima_ord_00664,angkutprima_prod_0027,4,2431088
angkutprima_item_01297,angkutprima,angkutprima_ord_00665,angkutprima_prod_0011,3,1539006
angkutprima_item_01298,angkutprima,angkutprima_ord_00665,angkutprima_prod_0003,1,1254813
angkutprima_item_01299,angkutprima,angkutprima_ord_00665,angkutprima_prod_0022,3,894219
angkutprima_item_01300,angkutprima,angkutprima_ord_00666,angkutprima_prod_0026,1,545500
angkutprima_item_01301,angkutprima,angkutprima_ord_00666,angkutprima_prod_0008,1,256683
angkutprima_item_01302,angkutprima,angkutprima_ord_00666,angkutprima_prod_0013,4,293659
angkutprima_item_01303,angkutprima,angkutprima_ord_00667,angkutprima_prod_0016,1,1155800
angkutprima_item_01304,angkutprima,angkutprima_ord_00667,angkutprima_prod_0027,4,16207256
angkutprima_item_01305,angkutprima,angkutprima_ord_00667,angkutprima_prod_0025,3,4775679
angkutprima_item_01306,angkutprima,angkutprima_ord_00668,angkutprima_prod_0024,3,985290
angkutprima_item_01307,angkutprima,angkutprima_ord_00669,angkutprima_prod_0021,2,7922436
angkutprima_item_01308,angkutprima,angkutprima_ord_00670,angkutprima_prod_0018,2,8064232
angkutprima_item_01309,angkutprima,angkutprima_ord_00670,angkutprima_prod_0005,2,4986710
angkutprima_item_01310,angkutprima,angkutprima_ord_00670,angkutprima_prod_0009,4,10552992
angkutprima_item_01311,angkutprima,angkutprima_ord_00671,angkutprima_prod_0030,1,270171
angkutprima_item_01312,angkutprima,angkutprima_ord_00671,angkutprima_prod_0027,1,607772
angkutprima_item_01313,angkutprima,angkutprima_ord_00672,angkutprima_prod_0017,3,6215787
angkutprima_item_01314,angkutprima,angkutprima_ord_00672,angkutprima_prod_0020,4,5031636
angkutprima_item_01315,angkutprima,angkutprima_ord_00673,angkutprima_prod_0010,4,2364264
angkutprima_item_01316,angkutprima,angkutprima_ord_00673,angkutprima_prod_0027,4,16207256
angkutprima_item_01317,angkutprima,angkutprima_ord_00673,angkutprima_prod_0026,1,3636666
angkutprima_item_01318,angkutprima,angkutprima_ord_00674,angkutprima_prod_0027,1,4051814
angkutprima_item_01319,angkutprima,angkutprima_ord_00675,angkutprima_prod_0025,1,1591893
angkutprima_item_01320,angkutprima,angkutprima_ord_00675,angkutprima_prod_0027,3,12155442
angkutprima_item_01321,angkutprima,angkutprima_ord_00675,angkutprima_prod_0024,2,656860
angkutprima_item_01322,angkutprima,angkutprima_ord_00676,angkutprima_prod_0002,2,8444854
angkutprima_item_01323,angkutprima,angkutprima_ord_00676,angkutprima_prod_0014,4,687088
angkutprima_item_01324,angkutprima,angkutprima_ord_00676,angkutprima_prod_0011,1,513002
angkutprima_item_01325,angkutprima,angkutprima_ord_00677,angkutprima_prod_0026,3,1636500
angkutprima_item_01326,angkutprima,angkutprima_ord_00678,angkutprima_prod_0028,2,3209036
angkutprima_item_01327,angkutprima,angkutprima_ord_00679,angkutprima_prod_0014,4,687088
angkutprima_item_01328,angkutprima,angkutprima_ord_00679,angkutprima_prod_0005,4,9973420
angkutprima_item_01329,angkutprima,angkutprima_ord_00679,angkutprima_prod_0029,3,11620371
angkutprima_item_01330,angkutprima,angkutprima_ord_00680,angkutprima_prod_0001,2,3669886
angkutprima_item_01331,angkutprima,angkutprima_ord_00681,angkutprima_prod_0013,4,293659
angkutprima_item_01332,angkutprima,angkutprima_ord_00682,angkutprima_prod_0017,3,6215787
angkutprima_item_01333,angkutprima,angkutprima_ord_00682,angkutprima_prod_0005,4,9973420
angkutprima_item_01334,angkutprima,angkutprima_ord_00683,angkutprima_prod_0001,3,825724
angkutprima_item_01335,angkutprima,angkutprima_ord_00683,angkutprima_prod_0023,1,389252
angkutprima_item_01336,angkutprima,angkutprima_ord_00684,angkutprima_prod_0008,1,1711220
angkutprima_item_01337,angkutprima,angkutprima_ord_00685,angkutprima_prod_0009,2,791474
angkutprima_item_01338,angkutprima,angkutprima_ord_00685,angkutprima_prod_0026,3,1636500
angkutprima_item_01339,angkutprima,angkutprima_ord_00686,angkutprima_prod_0019,4,12636832
angkutprima_item_01340,angkutprima,angkutprima_ord_00687,angkutprima_prod_0025,4,6367572
angkutprima_item_01341,angkutprima,angkutprima_ord_00687,angkutprima_prod_0002,1,4222427
angkutprima_item_01342,angkutprima,angkutprima_ord_00687,angkutprima_prod_0015,3,455976
angkutprima_item_01343,angkutprima,angkutprima_ord_00688,angkutprima_prod_0005,3,7480065
angkutprima_item_01344,angkutprima,angkutprima_ord_00688,angkutprima_prod_0004,1,2437150
angkutprima_item_01345,angkutprima,angkutprima_ord_00688,angkutprima_prod_0026,3,10909998
angkutprima_item_01346,angkutprima,angkutprima_ord_00689,angkutprima_prod_0011,4,2052008
angkutprima_item_01347,angkutprima,angkutprima_ord_00690,angkutprima_prod_0005,1,2493355
angkutprima_item_01348,angkutprima,angkutprima_ord_00690,angkutprima_prod_0024,4,1313720
angkutprima_item_01349,angkutprima,angkutprima_ord_00691,angkutprima_prod_0024,4,1313720
angkutprima_item_01350,angkutprima,angkutprima_ord_00691,angkutprima_prod_0013,3,1468293
angkutprima_item_01351,angkutprima,angkutprima_ord_00691,angkutprima_prod_0010,2,1182132
angkutprima_item_01352,angkutprima,angkutprima_ord_00692,angkutprima_prod_0019,1,3159208
angkutprima_item_01353,angkutprima,angkutprima_ord_00692,angkutprima_prod_0005,1,2493355
angkutprima_item_01354,angkutprima,angkutprima_ord_00692,angkutprima_prod_0025,1,1591893
angkutprima_item_01355,angkutprima,angkutprima_ord_00693,angkutprima_prod_0018,2,8064232
angkutprima_item_01356,angkutprima,angkutprima_ord_00693,angkutprima_prod_0027,1,4051814
angkutprima_item_01357,angkutprima,angkutprima_ord_00694,angkutprima_prod_0014,4,687088
angkutprima_item_01358,angkutprima,angkutprima_ord_00695,angkutprima_prod_0022,3,894219
angkutprima_item_01359,angkutprima,angkutprima_ord_00696,angkutprima_prod_0001,4,7339772
angkutprima_item_01360,angkutprima,angkutprima_ord_00696,angkutprima_prod_0014,2,343544
angkutprima_item_01361,angkutprima,angkutprima_ord_00696,angkutprima_prod_0013,4,1957724
angkutprima_item_01362,angkutprima,angkutprima_ord_00697,angkutprima_prod_0014,4,103063
angkutprima_item_01363,angkutprima,angkutprima_ord_00697,angkutprima_prod_0019,2,947762
angkutprima_item_01364,angkutprima,angkutprima_ord_00697,angkutprima_prod_0028,3,722033
angkutprima_item_01365,angkutprima,angkutprima_ord_00698,angkutprima_prod_0010,1,591066
angkutprima_item_01366,angkutprima,angkutprima_ord_00699,angkutprima_prod_0004,3,1096718
angkutprima_item_01367,angkutprima,angkutprima_ord_00699,angkutprima_prod_0012,1,427727
angkutprima_item_01368,angkutprima,angkutprima_ord_00699,angkutprima_prod_0023,4,1557007
angkutprima_item_01369,angkutprima,angkutprima_ord_00700,angkutprima_prod_0010,2,1182132
angkutprima_item_01370,angkutprima,angkutprima_ord_00700,angkutprima_prod_0002,1,4222427
angkutprima_item_01371,angkutprima,angkutprima_ord_00701,angkutprima_prod_0027,4,16207256
angkutprima_item_01372,angkutprima,angkutprima_ord_00701,angkutprima_prod_0014,2,343544
angkutprima_item_01373,angkutprima,angkutprima_ord_00701,angkutprima_prod_0008,1,1711220
angkutprima_item_01374,angkutprima,angkutprima_ord_00702,angkutprima_prod_0003,3,3764439
angkutprima_item_01375,angkutprima,angkutprima_ord_00702,angkutprima_prod_0019,4,12636832
angkutprima_item_01376,angkutprima,angkutprima_ord_00702,angkutprima_prod_0027,1,4051814
angkutprima_item_01377,angkutprima,angkutprima_ord_00703,angkutprima_prod_0020,1,188686
angkutprima_item_01378,angkutprima,angkutprima_ord_00704,angkutprima_prod_0025,4,6367572
angkutprima_item_01379,angkutprima,angkutprima_ord_00705,angkutprima_prod_0030,1,1801137
angkutprima_item_01380,angkutprima,angkutprima_ord_00705,angkutprima_prod_0030,1,1801137
angkutprima_item_01381,angkutprima,angkutprima_ord_00705,angkutprima_prod_0016,3,3467400
angkutprima_item_01382,angkutprima,angkutprima_ord_00706,angkutprima_prod_0010,4,354640
angkutprima_item_01383,angkutprima,angkutprima_ord_00706,angkutprima_prod_0029,3,1743056
angkutprima_item_01384,angkutprima,angkutprima_ord_00707,angkutprima_prod_0006,1,1623094
angkutprima_item_01385,angkutprima,angkutprima_ord_00707,angkutprima_prod_0017,3,6215787
angkutprima_item_01386,angkutprima,angkutprima_ord_00707,angkutprima_prod_0014,2,343544
angkutprima_item_01387,angkutprima,angkutprima_ord_00708,angkutprima_prod_0001,4,1100966
angkutprima_item_01388,angkutprima,angkutprima_ord_00708,angkutprima_prod_0007,2,1124912
angkutprima_item_01389,angkutprima,angkutprima_ord_00709,angkutprima_prod_0016,2,2311600
angkutprima_item_01390,angkutprima,angkutprima_ord_00710,angkutprima_prod_0007,1,3749708
angkutprima_item_01391,angkutprima,angkutprima_ord_00710,angkutprima_prod_0024,4,1313720
angkutprima_item_01392,angkutprima,angkutprima_ord_00710,angkutprima_prod_0026,1,3636666
angkutprima_item_01393,angkutprima,angkutprima_ord_00711,angkutprima_prod_0007,2,7499416
angkutprima_item_01394,angkutprima,angkutprima_ord_00711,angkutprima_prod_0009,4,10552992
angkutprima_item_01395,angkutprima,angkutprima_ord_00712,angkutprima_prod_0010,2,1182132
angkutprima_item_01396,angkutprima,angkutprima_ord_00713,angkutprima_prod_0029,2,7746914
angkutprima_item_01397,angkutprima,angkutprima_ord_00713,angkutprima_prod_0011,4,2052008
angkutprima_item_01398,angkutprima,angkutprima_ord_00713,angkutprima_prod_0023,1,2595012
angkutprima_item_01399,angkutprima,angkutprima_ord_00714,angkutprima_prod_0015,3,68396
angkutprima_item_01400,angkutprima,angkutprima_ord_00714,angkutprima_prod_0024,2,98529
angkutprima_item_01401,angkutprima,angkutprima_ord_00715,angkutprima_prod_0014,2,343544
angkutprima_item_01402,angkutprima,angkutprima_ord_00716,angkutprima_prod_0013,3,1468293
angkutprima_item_01403,angkutprima,angkutprima_ord_00716,angkutprima_prod_0013,1,489431
angkutprima_item_01404,angkutprima,angkutprima_ord_00717,angkutprima_prod_0013,4,1957724
angkutprima_item_01405,angkutprima,angkutprima_ord_00717,angkutprima_prod_0027,2,8103628
angkutprima_item_01406,angkutprima,angkutprima_ord_00718,angkutprima_prod_0011,4,307801
angkutprima_item_01407,angkutprima,angkutprima_ord_00719,angkutprima_prod_0029,4,15493828
angkutprima_item_01408,angkutprima,angkutprima_ord_00719,angkutprima_prod_0020,4,5031636
angkutprima_item_01409,angkutprima,angkutprima_ord_00720,angkutprima_prod_0021,1,594183
angkutprima_item_01410,angkutprima,angkutprima_ord_00721,angkutprima_prod_0003,2,2509626
angkutprima_item_01411,angkutprima,angkutprima_ord_00721,angkutprima_prod_0028,4,6418072
angkutprima_item_01412,angkutprima,angkutprima_ord_00721,angkutprima_prod_0020,4,5031636
angkutprima_item_01413,angkutprima,angkutprima_ord_00722,angkutprima_prod_0007,1,3749708
angkutprima_item_01414,angkutprima,angkutprima_ord_00723,angkutprima_prod_0023,4,1557007
angkutprima_item_01415,angkutprima,angkutprima_ord_00723,angkutprima_prod_0019,3,1421644
angkutprima_item_01416,angkutprima,angkutprima_ord_00724,angkutprima_prod_0013,4,1957724
angkutprima_item_01417,angkutprima,angkutprima_ord_00725,angkutprima_prod_0004,1,2437150
angkutprima_item_01418,angkutprima,angkutprima_ord_00725,angkutprima_prod_0011,3,1539006
angkutprima_item_01419,angkutprima,angkutprima_ord_00725,angkutprima_prod_0010,4,2364264
angkutprima_item_01420,angkutprima,angkutprima_ord_00726,angkutprima_prod_0018,1,604817
angkutprima_item_01421,angkutprima,angkutprima_ord_00726,angkutprima_prod_0007,3,1687369
angkutprima_item_01422,angkutprima,angkutprima_ord_00726,angkutprima_prod_0009,1,395737
angkutprima_item_01423,angkutprima,angkutprima_ord_00727,angkutprima_prod_0017,2,4143858
angkutprima_item_01424,angkutprima,angkutprima_ord_00727,angkutprima_prod_0017,4,8287716
angkutprima_item_01425,angkutprima,angkutprima_ord_00728,angkutprima_prod_0019,2,947762
angkutprima_item_01426,angkutprima,angkutprima_ord_00729,angkutprima_prod_0025,4,6367572
angkutprima_item_01427,angkutprima,angkutprima_ord_00730,angkutprima_prod_0001,3,5504829
angkutprima_item_01428,angkutprima,angkutprima_ord_00730,angkutprima_prod_0016,3,3467400
angkutprima_item_01429,angkutprima,angkutprima_ord_00731,angkutprima_prod_0019,4,12636832
angkutprima_item_01430,angkutprima,angkutprima_ord_00731,angkutprima_prod_0003,2,2509626
angkutprima_item_01431,angkutprima,angkutprima_ord_00731,angkutprima_prod_0014,3,515316
angkutprima_item_01432,angkutprima,angkutprima_ord_00732,angkutprima_prod_0025,3,716352
angkutprima_item_01433,angkutprima,angkutprima_ord_00732,angkutprima_prod_0019,2,947762
angkutprima_item_01434,angkutprima,angkutprima_ord_00733,angkutprima_prod_0013,3,1468293
angkutprima_item_01435,angkutprima,angkutprima_ord_00733,angkutprima_prod_0006,3,4869282
angkutprima_item_01436,angkutprima,angkutprima_ord_00734,angkutprima_prod_0028,4,6418072
angkutprima_item_01437,angkutprima,angkutprima_ord_00735,angkutprima_prod_0002,2,1266728
angkutprima_item_01438,angkutprima,angkutprima_ord_00736,angkutprima_prod_0005,1,2493355
angkutprima_item_01439,angkutprima,angkutprima_ord_00737,angkutprima_prod_0020,2,2515818
angkutprima_item_01440,angkutprima,angkutprima_ord_00738,angkutprima_prod_0025,3,4775679
angkutprima_item_01441,angkutprima,angkutprima_ord_00739,angkutprima_prod_0029,3,11620371
angkutprima_item_01442,angkutprima,angkutprima_ord_00740,angkutprima_prod_0016,1,1155800
angkutprima_item_01443,angkutprima,angkutprima_ord_00741,angkutprima_prod_0007,4,14998832
angkutprima_item_01444,angkutprima,angkutprima_ord_00741,angkutprima_prod_0008,3,5133660
angkutprima_item_01445,angkutprima,angkutprima_ord_00741,angkutprima_prod_0021,1,3961218
angkutprima_item_01446,angkutprima,angkutprima_ord_00742,angkutprima_prod_0021,3,11883654
angkutprima_item_01447,angkutprima,angkutprima_ord_00742,angkutprima_prod_0028,4,6418072
angkutprima_item_01448,angkutprima,angkutprima_ord_00743,angkutprima_prod_0009,3,7914744
angkutprima_item_01449,angkutprima,angkutprima_ord_00743,angkutprima_prod_0016,2,2311600
angkutprima_item_01450,angkutprima,angkutprima_ord_00744,angkutprima_prod_0023,4,10380048
angkutprima_item_01451,angkutprima,angkutprima_ord_00744,angkutprima_prod_0008,3,5133660
angkutprima_item_01452,angkutprima,angkutprima_ord_00744,angkutprima_prod_0022,1,298073
angkutprima_item_01453,angkutprima,angkutprima_ord_00745,angkutprima_prod_0012,4,11406060
angkutprima_item_01454,angkutprima,angkutprima_ord_00745,angkutprima_prod_0019,2,6318416
angkutprima_item_01455,angkutprima,angkutprima_ord_00746,angkutprima_prod_0026,3,10909998
angkutprima_item_01456,angkutprima,angkutprima_ord_00746,angkutprima_prod_0022,3,894219
angkutprima_item_01457,angkutprima,angkutprima_ord_00747,angkutprima_prod_0015,2,303984
angkutprima_item_01458,angkutprima,angkutprima_ord_00747,angkutprima_prod_0001,1,1834943
angkutprima_item_01459,angkutprima,angkutprima_ord_00748,angkutprima_prod_0028,4,6418072
angkutprima_item_01460,angkutprima,angkutprima_ord_00748,angkutprima_prod_0021,1,3961218
angkutprima_item_01461,angkutprima,angkutprima_ord_00749,angkutprima_prod_0026,3,10909998
angkutprima_item_01462,angkutprima,angkutprima_ord_00749,angkutprima_prod_0028,2,3209036
angkutprima_item_01463,angkutprima,angkutprima_ord_00749,angkutprima_prod_0020,1,1257909
angkutprima_item_01464,angkutprima,angkutprima_ord_00750,angkutprima_prod_0007,4,2249825
angkutprima_item_01465,angkutprima,angkutprima_ord_00750,angkutprima_prod_0008,4,1026732
angkutprima_item_01466,angkutprima,angkutprima_ord_00751,angkutprima_prod_0016,4,4623200
angkutprima_item_01467,angkutprima,angkutprima_ord_00752,angkutprima_prod_0001,2,3669886
angkutprima_item_01468,angkutprima,angkutprima_ord_00752,angkutprima_prod_0029,4,15493828
angkutprima_item_01469,angkutprima,angkutprima_ord_00752,angkutprima_prod_0027,1,4051814
angkutprima_item_01470,angkutprima,angkutprima_ord_00753,angkutprima_prod_0024,1,328430
angkutprima_item_01471,angkutprima,angkutprima_ord_00753,angkutprima_prod_0003,3,3764439
angkutprima_item_01472,angkutprima,angkutprima_ord_00754,angkutprima_prod_0019,4,12636832
angkutprima_item_01473,angkutprima,angkutprima_ord_00754,angkutprima_prod_0011,1,513002
angkutprima_item_01474,angkutprima,angkutprima_ord_00755,angkutprima_prod_0019,1,3159208
angkutprima_item_01475,angkutprima,angkutprima_ord_00755,angkutprima_prod_0009,2,5276496
angkutprima_item_01476,angkutprima,angkutprima_ord_00755,angkutprima_prod_0008,2,3422440
angkutprima_item_01477,angkutprima,angkutprima_ord_00756,angkutprima_prod_0011,2,1026004
angkutprima_item_01478,angkutprima,angkutprima_ord_00757,angkutprima_prod_0023,3,1167755
angkutprima_item_01479,angkutprima,angkutprima_ord_00758,angkutprima_prod_0003,3,3764439
angkutprima_item_01480,angkutprima,angkutprima_ord_00758,angkutprima_prod_0020,1,1257909
angkutprima_item_01481,angkutprima,angkutprima_ord_00758,angkutprima_prod_0005,4,9973420
angkutprima_item_01482,angkutprima,angkutprima_ord_00759,angkutprima_prod_0013,1,489431
angkutprima_item_01483,angkutprima,angkutprima_ord_00760,angkutprima_prod_0012,3,8554545
angkutprima_item_01484,angkutprima,angkutprima_ord_00761,angkutprima_prod_0022,2,596146
angkutprima_item_01485,angkutprima,angkutprima_ord_00761,angkutprima_prod_0010,4,2364264
angkutprima_item_01486,angkutprima,angkutprima_ord_00761,angkutprima_prod_0025,1,1591893
angkutprima_item_01487,angkutprima,angkutprima_ord_00762,angkutprima_prod_0005,4,9973420
angkutprima_item_01488,angkutprima,angkutprima_ord_00762,angkutprima_prod_0027,4,16207256
angkutprima_item_01489,angkutprima,angkutprima_ord_00762,angkutprima_prod_0014,3,515316
angkutprima_item_01490,angkutprima,angkutprima_ord_00763,angkutprima_prod_0023,1,2595012
angkutprima_item_01491,angkutprima,angkutprima_ord_00763,angkutprima_prod_0011,1,513002
angkutprima_item_01492,angkutprima,angkutprima_ord_00764,angkutprima_prod_0005,3,7480065
angkutprima_item_01493,angkutprima,angkutprima_ord_00764,angkutprima_prod_0019,3,9477624
angkutprima_item_01494,angkutprima,angkutprima_ord_00765,angkutprima_prod_0030,4,7204548
angkutprima_item_01495,angkutprima,angkutprima_ord_00765,angkutprima_prod_0011,3,1539006
angkutprima_item_01496,angkutprima,angkutprima_ord_00766,angkutprima_prod_0021,1,3961218
angkutprima_item_01497,angkutprima,angkutprima_ord_00766,angkutprima_prod_0028,2,3209036
angkutprima_item_01498,angkutprima,angkutprima_ord_00767,angkutprima_prod_0029,2,7746914
angkutprima_item_01499,angkutprima,angkutprima_ord_00767,angkutprima_prod_0003,2,2509626
angkutprima_item_01500,angkutprima,angkutprima_ord_00768,angkutprima_prod_0014,4,687088
angkutprima_item_01501,angkutprima,angkutprima_ord_00769,angkutprima_prod_0006,3,4869282
angkutprima_item_01502,angkutprima,angkutprima_ord_00769,angkutprima_prod_0029,1,3873457
angkutprima_item_01503,angkutprima,angkutprima_ord_00770,angkutprima_prod_0005,4,9973420
angkutprima_item_01504,angkutprima,angkutprima_ord_00771,angkutprima_prod_0007,1,3749708
angkutprima_item_01505,angkutprima,angkutprima_ord_00772,angkutprima_prod_0022,2,89422
angkutprima_item_01506,angkutprima,angkutprima_ord_00773,angkutprima_prod_0006,3,730392
angkutprima_item_01507,angkutprima,angkutprima_ord_00773,angkutprima_prod_0013,4,293659
angkutprima_item_01508,angkutprima,angkutprima_ord_00774,angkutprima_prod_0010,4,2364264
angkutprima_item_01509,angkutprima,angkutprima_ord_00775,angkutprima_prod_0004,4,9748600
angkutprima_item_01510,angkutprima,angkutprima_ord_00776,angkutprima_prod_0026,4,2182000
angkutprima_item_01511,angkutprima,angkutprima_ord_00776,angkutprima_prod_0029,3,1743056
angkutprima_item_01512,angkutprima,angkutprima_ord_00776,angkutprima_prod_0004,2,731145
angkutprima_item_01513,angkutprima,angkutprima_ord_00777,angkutprima_prod_0005,1,2493355
angkutprima_item_01514,angkutprima,angkutprima_ord_00777,angkutprima_prod_0007,2,7499416
angkutprima_item_01515,angkutprima,angkutprima_ord_00777,angkutprima_prod_0005,4,9973420
angkutprima_item_01516,angkutprima,angkutprima_ord_00778,angkutprima_prod_0015,1,151992
angkutprima_item_01517,angkutprima,angkutprima_ord_00778,angkutprima_prod_0019,3,9477624
angkutprima_item_01518,angkutprima,angkutprima_ord_00779,angkutprima_prod_0020,2,2515818
angkutprima_item_01519,angkutprima,angkutprima_ord_00780,angkutprima_prod_0030,1,1801137
angkutprima_item_01520,angkutprima,angkutprima_ord_00780,angkutprima_prod_0030,3,5403411
angkutprima_item_01521,angkutprima,angkutprima_ord_00780,angkutprima_prod_0002,3,12667281
angkutprima_item_01522,angkutprima,angkutprima_ord_00781,angkutprima_prod_0030,4,1080682
angkutprima_item_01523,angkutprima,angkutprima_ord_00781,angkutprima_prod_0013,1,73415
angkutprima_item_01524,angkutprima,angkutprima_ord_00781,angkutprima_prod_0010,3,265980
angkutprima_item_01525,angkutprima,angkutprima_ord_00782,angkutprima_prod_0029,3,1743056
angkutprima_item_01526,angkutprima,angkutprima_ord_00782,angkutprima_prod_0006,1,243464
angkutprima_item_01527,angkutprima,angkutprima_ord_00783,angkutprima_prod_0004,4,9748600
angkutprima_item_01528,angkutprima,angkutprima_ord_00783,angkutprima_prod_0001,2,3669886
angkutprima_item_01529,angkutprima,angkutprima_ord_00784,angkutprima_prod_0014,3,515316
angkutprima_item_01530,angkutprima,angkutprima_ord_00784,angkutprima_prod_0015,4,607968
angkutprima_item_01531,angkutprima,angkutprima_ord_00785,angkutprima_prod_0001,2,3669886
angkutprima_item_01532,angkutprima,angkutprima_ord_00786,angkutprima_prod_0018,1,4032116
angkutprima_item_01533,angkutprima,angkutprima_ord_00786,angkutprima_prod_0004,3,7311450
angkutprima_item_01534,angkutprima,angkutprima_ord_00786,angkutprima_prod_0015,2,303984
angkutprima_item_01535,angkutprima,angkutprima_ord_00787,angkutprima_prod_0021,4,2376731
angkutprima_item_01536,angkutprima,angkutprima_ord_00787,angkutprima_prod_0022,1,44711
angkutprima_item_01537,angkutprima,angkutprima_ord_00787,angkutprima_prod_0026,2,1091000
angkutprima_item_01538,angkutprima,angkutprima_ord_00788,angkutprima_prod_0016,3,3467400
angkutprima_item_01539,angkutprima,angkutprima_ord_00789,angkutprima_prod_0010,4,2364264
angkutprima_item_01540,angkutprima,angkutprima_ord_00789,angkutprima_prod_0008,4,6844880
angkutprima_item_01541,angkutprima,angkutprima_ord_00789,angkutprima_prod_0009,1,2638248
angkutprima_item_01542,angkutprima,angkutprima_ord_00790,angkutprima_prod_0005,2,4986710
angkutprima_item_01543,angkutprima,angkutprima_ord_00791,angkutprima_prod_0014,3,515316
angkutprima_item_01544,angkutprima,angkutprima_ord_00791,angkutprima_prod_0008,3,5133660
angkutprima_item_01545,angkutprima,angkutprima_ord_00792,angkutprima_prod_0009,1,395737
angkutprima_item_01546,angkutprima,angkutprima_ord_00793,angkutprima_prod_0004,4,9748600
angkutprima_item_01547,angkutprima,angkutprima_ord_00793,angkutprima_prod_0028,4,6418072
angkutprima_item_01548,angkutprima,angkutprima_ord_00794,angkutprima_prod_0028,2,3209036
angkutprima_item_01549,angkutprima,angkutprima_ord_00795,angkutprima_prod_0020,2,2515818
angkutprima_item_01550,angkutprima,angkutprima_ord_00795,angkutprima_prod_0021,1,3961218
angkutprima_item_01551,angkutprima,angkutprima_ord_00796,angkutprima_prod_0025,3,716352
angkutprima_item_01552,angkutprima,angkutprima_ord_00796,angkutprima_prod_0024,1,49265
angkutprima_item_01553,angkutprima,angkutprima_ord_00797,angkutprima_prod_0010,3,265980
angkutprima_item_01554,angkutprima,angkutprima_ord_00797,angkutprima_prod_0018,2,1209635
angkutprima_item_01555,angkutprima,angkutprima_ord_00797,angkutprima_prod_0024,1,49265
angkutprima_item_01556,angkutprima,angkutprima_ord_00798,angkutprima_prod_0021,4,15844872
angkutprima_item_01557,angkutprima,angkutprima_ord_00798,angkutprima_prod_0018,4,16128464
angkutprima_item_01558,angkutprima,angkutprima_ord_00798,angkutprima_prod_0009,1,2638248
angkutprima_item_01559,angkutprima,angkutprima_ord_00799,angkutprima_prod_0022,4,1192292
angkutprima_item_01560,angkutprima,angkutprima_ord_00799,angkutprima_prod_0006,4,6492376
angkutprima_item_01561,angkutprima,angkutprima_ord_00799,angkutprima_prod_0009,3,7914744
angkutprima_item_01562,angkutprima,angkutprima_ord_00800,angkutprima_prod_0006,1,1623094
angkutprima_item_01563,angkutprima,angkutprima_ord_00800,angkutprima_prod_0001,1,1834943
angkutprima_item_01564,angkutprima,angkutprima_ord_00800,angkutprima_prod_0007,3,11249124
angkutprima_item_01565,angkutprima,angkutprima_ord_00801,angkutprima_prod_0002,1,4222427
angkutprima_item_01566,angkutprima,angkutprima_ord_00801,angkutprima_prod_0001,4,7339772
angkutprima_item_01567,angkutprima,angkutprima_ord_00802,angkutprima_prod_0007,4,14998832
angkutprima_item_01568,angkutprima,angkutprima_ord_00802,angkutprima_prod_0020,3,3773727
angkutprima_item_01569,angkutprima,angkutprima_ord_00802,angkutprima_prod_0013,2,978862
angkutprima_item_01570,angkutprima,angkutprima_ord_00803,angkutprima_prod_0014,3,515316
angkutprima_item_01571,angkutprima,angkutprima_ord_00803,angkutprima_prod_0026,3,10909998
angkutprima_item_01572,angkutprima,angkutprima_ord_00804,angkutprima_prod_0001,1,1834943
angkutprima_item_01573,angkutprima,angkutprima_ord_00804,angkutprima_prod_0014,4,687088
angkutprima_item_01574,angkutprima,angkutprima_ord_00805,angkutprima_prod_0027,1,607772
angkutprima_item_01575,angkutprima,angkutprima_ord_00806,angkutprima_prod_0005,3,7480065
angkutprima_item_01576,angkutprima,angkutprima_ord_00807,angkutprima_prod_0026,1,3636666
angkutprima_item_01577,angkutprima,angkutprima_ord_00807,angkutprima_prod_0023,1,2595012
angkutprima_item_01578,angkutprima,angkutprima_ord_00808,angkutprima_prod_0012,1,2851515
angkutprima_item_01579,angkutprima,angkutprima_ord_00809,angkutprima_prod_0009,4,10552992
angkutprima_item_01580,angkutprima,angkutprima_ord_00810,angkutprima_prod_0012,1,2851515
angkutprima_item_01581,angkutprima,angkutprima_ord_00810,angkutprima_prod_0019,4,12636832
angkutprima_item_01582,angkutprima,angkutprima_ord_00811,angkutprima_prod_0018,4,16128464
angkutprima_item_01583,angkutprima,angkutprima_ord_00811,angkutprima_prod_0016,1,1155800
